timestamp,user,src_ip,dest_url,method,status_code,bytes_sent,bytes_received,category
2024-03-03 15:36:27,ladams,10.10.3.105,https://www.salesforce.com/docs,GET,200,1369,34210,Normal
2024-03-17 17:37:55,lward,10.10.8.102,https://www.office.com/search,GET,304,4163,34127,Normal
2024-03-14 14:04:56,rroberts,10.10.5.101,https://www.linkedin.com/,POST,200,1934,12582,Normal
2024-03-07 10:37:48,ladams,10.10.3.105,https://zoom.us/search,GET,404,558,1522,Normal
2024-03-23 16:12:40,bmorris,10.10.6.101,https://slack.com/api,GET,200,4080,46474,Normal
2024-03-20 09:59:31,dlee,10.10.2.104,https://slack.com/docs,GET,200,3061,9090,Normal
2024-03-11 09:49:20,ladams,10.10.3.105,https://www.dropbox.com/api,GET,200,3445,44677,Normal
2024-03-26 09:09:50,owatson,10.10.8.105,https://teams.microsoft.com/api,POST,200,2757,8830,Normal
2024-03-13 09:43:19,kgreen,10.10.3.104,https://trello.com/docs,POST,304,4390,3127,Normal
2024-03-14 09:18:33,ibailey,10.10.7.102,https://slack.com/login,GET,200,3445,18639,Normal
2024-03-28 11:20:27,nwood,10.10.8.104,https://docs.microsoft.com/,GET,200,3715,45463,Normal
2024-03-13 09:43:04,dreed,10.10.6.103,https://www.google.com/api,GET,404,1207,5421,Normal
2024-03-18 10:13:39,ibailey,10.10.7.102,https://trello.com/login,POST,304,1506,7024,Normal
2024-03-19 10:39:43,bmorris,10.10.6.101,https://www.linkedin.com/search,POST,200,4397,36842,Normal
2024-03-11 09:44:31,kgreen,10.10.3.104,https://www.microsoft.com/api,GET,200,2565,25858,Normal
2024-03-21 09:17:57,rsanders,10.10.9.103,https://www.linkedin.com/docs,GET,200,952,2622,Normal
2024-03-06 10:18:54,lward,10.10.8.102,https://www.google.com/docs,POST,200,2060,12813,Normal
2024-03-01 13:42:26,qkelly,10.10.9.102,https://teams.microsoft.com/search,GET,200,3056,26950,Normal
2024-03-22 11:17:28,hrobinson,10.10.3.101,https://www.salesforce.com/,GET,200,221,6872,Normal
2024-03-26 15:07:09,jsmith,10.10.1.101,https://www.microsoft.com/api,POST,404,3046,36196,Normal
2024-03-26 08:21:04,tphillips,10.10.5.103,https://trello.com/login,GET,304,3946,8550,Normal
2024-03-10 16:04:45,nwood,10.10.8.104,https://trello.com/docs,GET,304,3554,10731,Normal
2024-03-06 14:08:45,rsanders,10.10.9.103,https://docs.microsoft.com/api,POST,200,692,21777,Normal
2024-03-04 09:47:11,vparker,10.10.5.105,https://www.dropbox.com/api,GET,200,1891,1298,Normal
2024-03-01 08:13:43,bmorris,10.10.6.101,https://www.dropbox.com/api,GET,404,1116,13675,Normal
2024-03-04 11:32:08,mrichardson,10.10.8.103,https://www.office.com/api,POST,200,4434,33187,Normal
2024-03-28 11:24:33,sturner,10.10.5.102,https://stackoverflow.com/api,POST,304,1546,27932,Normal
2024-03-23 13:08:38,sprice,10.10.9.104,https://slack.com/api,GET,200,1630,44517,Normal
2024-03-27 15:27:25,rthompson,10.10.2.101,https://www.dropbox.com/search,GET,200,4116,1920,Normal
2024-03-06 14:31:13,crogers,10.10.6.102,https://slack.com/login,GET,304,583,2023,Normal
2024-03-18 16:23:23,kgreen,10.10.3.104,https://www.dropbox.com/api,GET,200,3172,45936,Normal
2024-03-07 13:40:41,cwhite,10.10.2.103,https://trello.com/login,POST,200,1155,20244,Normal
2024-03-30 09:06:59,fmorgan,10.10.6.105,https://stackoverflow.com/login,POST,200,4999,7449,Normal
2024-03-17 16:05:36,ocarter,10.10.4.103,https://docs.microsoft.com/docs,GET,200,2431,27342,Normal
2024-03-04 16:09:39,eharris,10.10.2.105,https://stackoverflow.com/docs,POST,200,2653,7964,Normal
2024-03-20 15:58:02,iwalker,10.10.3.102,https://www.microsoft.com/,GET,200,600,34299,Normal
2024-03-08 10:35:31,xcollins,10.10.5.107,https://github.com/api,GET,404,4740,22590,Normal
2024-03-04 13:35:49,yedwards,10.10.5.108,https://teams.microsoft.com/docs,GET,404,3969,5503,Normal
2024-03-21 14:29:44,bmorris,10.10.6.101,https://www.salesforce.com/api,GET,200,3743,17270,Normal
2024-03-16 13:22:44,fmorgan,10.10.6.105,https://www.linkedin.com/search,POST,404,4394,13110,Normal
2024-03-15 11:42:38,asanchez,10.10.5.110,https://www.microsoft.com/docs,GET,200,1242,12834,Normal
2024-03-28 09:01:34,zstewart,10.10.5.109,https://docs.microsoft.com/login,POST,200,2023,38262,Normal
2024-03-26 14:29:37,bmorris,10.10.6.101,https://www.google.com/login,GET,200,1761,16946,Normal
2024-03-04 09:57:14,qkelly,10.10.9.102,https://docs.microsoft.com/docs,GET,200,4196,28324,Normal
2024-03-10 11:41:01,hmurphy,10.10.7.101,https://outlook.office365.com/,POST,304,2742,22609,Normal
2024-03-20 16:31:32,ocarter,10.10.4.103,https://www.office.com/docs,GET,200,4298,1431,Normal
2024-03-04 10:11:32,hmurphy,10.10.7.101,https://www.linkedin.com/,GET,404,4864,35302,Normal
2024-03-22 09:04:03,nwood,10.10.8.104,https://teams.microsoft.com/,POST,404,3866,20342,Normal
2024-03-12 09:44:03,dlee,10.10.2.104,https://outlook.office365.com/,GET,200,2485,14268,Normal
2024-03-16 12:39:09,sprice,10.10.9.104,https://zoom.us/api,GET,404,1172,26850,Normal
2024-03-10 11:37:04,ucampbell,10.10.5.104,https://docs.microsoft.com/,GET,200,1389,48180,Normal
2024-03-09 08:18:33,ladams,10.10.3.105,https://portal.azure.com/search,POST,200,2238,5707,Normal
2024-03-06 08:41:31,hrobinson,10.10.3.101,https://docs.microsoft.com/,GET,404,3619,49986,Normal
2024-03-30 16:00:49,jscott,10.10.3.103,https://www.salesforce.com/login,GET,200,3217,6778,Normal
2024-03-03 14:41:31,crogers,10.10.6.102,https://outlook.office365.com/docs,POST,404,2235,40652,Normal
2024-03-21 13:13:33,hrobinson,10.10.3.101,https://zoom.us/api,GET,200,954,37397,Normal
2024-03-01 13:00:13,dlee,10.10.2.104,https://outlook.office365.com/docs,GET,304,3339,44267,Normal
2024-03-08 14:19:33,lbrown,10.10.1.104,https://outlook.office365.com/search,POST,404,217,7140,Normal
2024-03-08 08:47:25,hmurphy,10.10.7.101,https://www.dropbox.com/search,GET,200,757,7899,Normal
2024-03-27 11:12:32,fmorgan,10.10.6.105,https://www.office.com/api,GET,200,4284,37034,Normal
2024-03-09 09:11:26,fmorgan,10.10.6.105,https://www.salesforce.com/login,GET,200,1460,4964,Normal
2024-03-13 08:04:58,yedwards,10.10.5.108,https://teams.microsoft.com/docs,GET,404,4933,35774,Normal
2024-03-20 10:59:55,xcollins,10.10.5.107,https://outlook.office365.com/docs,GET,200,2978,12104,Normal
2024-03-08 15:28:27,ucampbell,10.10.5.104,https://zoom.us/search,GET,200,3246,14003,Normal
2024-03-13 15:56:35,cwhite,10.10.2.103,https://www.office.com/api,GET,200,388,39446,Normal
2024-03-02 08:26:14,dreed,10.10.6.103,https://www.dropbox.com/api,GET,200,791,13901,Normal
2024-03-10 15:40:08,kcox,10.10.8.101,https://www.salesforce.com/api,GET,200,1048,13777,Normal
2024-03-15 08:32:05,hmurphy,10.10.7.101,https://www.microsoft.com/docs,GET,200,3589,13861,Normal
2024-03-17 15:25:32,rsanders,10.10.9.103,https://www.google.com/login,GET,200,252,12632,Normal
2024-03-15 11:36:38,eharris,10.10.2.105,https://slack.com/login,GET,200,1667,6707,Normal
2024-03-22 09:07:37,ladams,10.10.3.105,https://www.office.com/login,POST,200,232,31299,Normal
2024-03-30 11:40:39,dreed,10.10.6.103,https://www.linkedin.com/,POST,200,4923,47011,Normal
2024-03-16 16:51:45,rroberts,10.10.5.101,https://docs.microsoft.com/,GET,200,1574,17291,Normal
2024-03-10 10:05:27,mrichardson,10.10.8.103,https://www.microsoft.com/search,GET,200,3350,26290,Normal
2024-03-15 14:57:51,mrichardson,10.10.8.103,https://www.google.com/search,GET,200,1146,35000,Normal
2024-03-19 14:30:53,kgreen,10.10.3.104,https://www.google.com/login,POST,200,4611,41949,Normal
2024-03-12 12:43:04,ucampbell,10.10.5.104,https://www.microsoft.com/api,GET,200,1022,36585,Normal
2024-03-08 13:06:27,jrivera,10.10.7.103,https://github.com/search,POST,404,3576,5769,Normal
2024-03-07 10:58:32,mbaker,10.10.4.101,https://zoom.us/search,POST,404,1148,25492,Normal
2024-03-05 15:24:28,sprice,10.10.9.104,https://www.salesforce.com/search,GET,200,2309,12549,Normal
2024-03-24 14:25:17,kcox,10.10.8.101,https://zoom.us/login,GET,200,4547,34866,Normal
2024-03-16 17:27:16,jsmith,10.10.1.101,https://www.salesforce.com/,GET,200,2392,7429,Normal
2024-03-10 12:13:46,rsanders,10.10.9.103,https://trello.com/login,GET,200,1954,32709,Normal
2024-03-09 10:51:13,crogers,10.10.6.102,https://teams.microsoft.com/search,GET,404,957,27927,Normal
2024-03-20 17:20:37,nnelson,10.10.4.102,https://www.office.com/search,POST,200,3565,28850,Normal
2024-03-03 12:36:40,wevans,10.10.5.106,https://trello.com/search,POST,200,2420,45396,Normal
2024-03-07 13:32:32,cwhite,10.10.2.103,https://docs.microsoft.com/login,GET,200,1707,9955,Normal
2024-03-16 13:38:58,rsanders,10.10.9.103,https://www.dropbox.com/,POST,200,994,1378,Normal
2024-03-20 08:49:49,amartin,10.10.2.102,https://www.salesforce.com/api,GET,200,665,11214,Normal
2024-03-14 12:54:26,ptaylor,10.10.1.103,https://github.com/login,GET,200,325,38648,Normal
2024-03-26 10:14:09,jscott,10.10.3.103,https://www.linkedin.com/docs,GET,200,4748,44836,Normal
2024-03-15 11:47:29,pmitchell,10.10.4.104,https://www.dropbox.com/docs,POST,404,1979,26618,Normal
2024-03-02 15:25:41,glewis,10.10.2.107,https://zoom.us/login,GET,200,2133,40465,Normal
2024-03-18 16:09:17,bmorris,10.10.6.101,https://stackoverflow.com/search,POST,200,3423,26508,Normal
2024-03-01 08:13:26,pbrooks,10.10.9.101,https://stackoverflow.com/,POST,200,4931,34327,Normal
2024-03-18 13:34:07,jscott,10.10.3.103,https://trello.com/,GET,200,1042,4035,Normal
2024-03-18 08:03:49,kcox,10.10.8.101,https://zoom.us/login,POST,404,3933,14430,Normal
2024-03-22 13:14:37,kjones,10.10.1.105,https://github.com/api,POST,200,1611,33260,Normal
2024-03-13 11:52:15,lbrown,10.10.1.104,https://portal.azure.com/docs,GET,404,4965,28144,Normal
2024-03-19 13:49:37,sturner,10.10.5.102,https://www.linkedin.com/search,GET,200,2101,15304,Normal
2024-03-18 12:16:17,kjones,10.10.1.105,https://www.office.com/api,POST,404,987,36711,Normal
2024-03-04 10:33:41,ecook,10.10.6.104,https://www.dropbox.com/docs,GET,304,4606,22566,Normal
2024-03-15 10:01:56,mwilson,10.10.1.102,https://teams.microsoft.com/login,POST,200,1637,17605,Normal
2024-03-03 17:56:02,vparker,10.10.5.105,https://www.linkedin.com/login,GET,200,1482,11799,Normal
2024-03-24 15:26:51,fmorgan,10.10.6.105,https://www.microsoft.com/login,POST,200,3459,34208,Normal
2024-03-04 08:49:07,jscott,10.10.3.103,https://www.microsoft.com/login,GET,200,1601,29389,Normal
2024-03-17 08:56:45,nwood,10.10.8.104,https://www.office.com/login,POST,200,1715,49220,Normal
2024-03-17 08:17:44,lbrown,10.10.1.104,https://www.salesforce.com/docs,GET,304,4188,13408,Normal
2024-03-29 11:23:03,nnelson,10.10.4.102,https://www.salesforce.com/docs,GET,200,452,41826,Normal
2024-03-29 09:04:28,qkelly,10.10.9.102,https://www.google.com/api,GET,200,810,35830,Normal
2024-03-09 08:07:54,ladams,10.10.3.105,https://github.com/,GET,200,4946,28421,Normal
2024-03-06 10:26:05,ecook,10.10.6.104,https://www.linkedin.com/,POST,404,3724,8572,Normal
2024-03-26 10:24:40,pmitchell,10.10.4.104,https://www.salesforce.com/login,GET,200,4865,18573,Normal
2024-03-11 15:29:38,kgreen,10.10.3.104,https://www.microsoft.com/docs,GET,200,3054,45891,Normal
2024-03-14 14:23:08,mwilson,10.10.1.102,https://zoom.us/login,GET,200,4915,14869,Normal
2024-03-06 16:49:55,rsanders,10.10.9.103,https://github.com/docs,GET,404,2436,12678,Normal
2024-03-02 17:50:44,dreed,10.10.6.103,https://docs.microsoft.com/login,GET,200,1508,23688,Normal
2024-03-22 14:31:16,gbell,10.10.6.106,https://stackoverflow.com/,GET,200,814,17820,Normal
2024-03-06 17:14:46,owatson,10.10.8.105,https://www.microsoft.com/login,GET,200,2111,18516,Normal
2024-03-09 17:50:42,pbrooks,10.10.9.101,https://outlook.office365.com/login,GET,404,1684,6237,Normal
2024-03-16 15:29:24,cwhite,10.10.2.103,https://outlook.office365.com/docs,GET,200,2942,47152,Normal
2024-03-04 14:14:22,rsanders,10.10.9.103,https://www.salesforce.com/,GET,304,555,14406,Normal
2024-03-07 15:11:47,dlee,10.10.2.104,https://www.google.com/search,GET,200,1839,2820,Normal
2024-03-25 13:13:22,tphillips,10.10.5.103,https://www.google.com/login,GET,200,1527,47208,Normal
2024-03-17 11:10:43,pmitchell,10.10.4.104,https://portal.azure.com/search,GET,200,3931,21006,Normal
2024-03-17 15:32:57,kgreen,10.10.3.104,https://www.office.com/,GET,200,2106,28606,Normal
2024-03-25 17:28:50,jrivera,10.10.7.103,https://stackoverflow.com/search,GET,200,1740,36218,Normal
2024-03-13 16:08:42,nnelson,10.10.4.102,https://docs.microsoft.com/login,GET,200,3519,10068,Normal
2024-03-18 13:01:51,ibailey,10.10.7.102,https://stackoverflow.com/api,GET,200,2683,38239,Normal
2024-03-12 09:47:22,kjones,10.10.1.105,https://docs.microsoft.com/,GET,304,4518,4864,Normal
2024-03-03 17:41:10,kcox,10.10.8.101,https://trello.com/docs,GET,200,1330,46927,Normal
2024-03-12 15:57:30,ocarter,10.10.4.103,https://www.dropbox.com/api,GET,404,625,14174,Normal
2024-03-08 12:03:44,dlee,10.10.2.104,https://www.microsoft.com/search,GET,200,614,6558,Normal
2024-03-12 13:45:58,qkelly,10.10.9.102,https://teams.microsoft.com/docs,GET,200,2430,17031,Normal
2024-03-10 15:55:25,jscott,10.10.3.103,https://trello.com/,GET,200,2315,15449,Normal
2024-03-06 12:14:31,amartin,10.10.2.102,https://www.microsoft.com/api,GET,404,1745,43865,Normal
2024-03-17 13:58:25,owatson,10.10.8.105,https://slack.com/,GET,200,4025,37233,Normal
2024-03-05 15:53:01,rroberts,10.10.5.101,https://zoom.us/api,GET,304,4161,1327,Normal
2024-03-14 09:50:36,bmorris,10.10.6.101,https://www.microsoft.com/,GET,404,1751,27005,Normal
2024-03-10 08:55:23,mrichardson,10.10.8.103,https://www.microsoft.com/login,GET,200,2688,27917,Normal
2024-03-04 17:52:51,nwood,10.10.8.104,https://teams.microsoft.com/docs,POST,304,3749,47972,Normal
2024-03-27 11:34:33,nnelson,10.10.4.102,https://outlook.office365.com/,GET,200,364,15233,Normal
2024-03-10 12:06:21,cwhite,10.10.2.103,https://zoom.us/docs,POST,200,3079,30104,Normal
2024-03-25 11:05:28,qkelly,10.10.9.102,https://portal.azure.com/search,GET,200,912,42474,Normal
2024-03-15 17:58:23,fmorgan,10.10.6.105,https://trello.com/search,GET,200,1932,3523,Normal
2024-03-02 14:57:46,ecook,10.10.6.104,https://docs.microsoft.com/docs,GET,200,4006,15972,Normal
2024-03-18 13:43:49,sturner,10.10.5.102,https://github.com/docs,GET,200,1243,47608,Normal
2024-03-11 09:49:21,yedwards,10.10.5.108,https://slack.com/api,POST,200,3936,15300,Normal
2024-03-21 13:35:02,kgreen,10.10.3.104,https://teams.microsoft.com/search,GET,200,935,21750,Normal
2024-03-26 16:39:13,lbrown,10.10.1.104,https://zoom.us/search,GET,404,3859,31389,Normal
2024-03-22 10:00:10,zstewart,10.10.5.109,https://docs.microsoft.com/login,GET,200,3845,11869,Normal
2024-03-03 15:58:06,nnelson,10.10.4.102,https://docs.microsoft.com/login,GET,404,507,49056,Normal
2024-03-20 15:31:23,hmurphy,10.10.7.101,https://portal.azure.com/api,GET,404,1618,42885,Normal
2024-03-08 13:35:47,qkelly,10.10.9.102,https://www.dropbox.com/search,GET,404,3218,2952,Normal
2024-03-03 12:30:56,ladams,10.10.3.105,https://teams.microsoft.com/,GET,200,4196,14039,Normal
2024-03-07 17:55:04,ucampbell,10.10.5.104,https://www.dropbox.com/search,GET,304,4437,11499,Normal
2024-03-13 09:41:43,vparker,10.10.5.105,https://docs.microsoft.com/,GET,200,4955,49370,Normal
2024-03-25 14:25:58,fmorgan,10.10.6.105,https://outlook.office365.com/api,GET,200,3296,42355,Normal
2024-03-27 16:56:28,iwalker,10.10.3.102,https://www.office.com/,POST,200,4718,15752,Normal
2024-03-09 13:10:53,dreed,10.10.6.103,https://outlook.office365.com/api,POST,200,817,44007,Normal
2024-03-07 09:56:16,pmitchell,10.10.4.104,https://www.microsoft.com/login,GET,200,743,11004,Normal
2024-03-05 14:44:03,sprice,10.10.9.104,https://github.com/,POST,200,981,21477,Normal
2024-03-08 14:31:28,fclark,10.10.2.106,https://www.google.com/search,GET,200,3663,32127,Normal
2024-03-29 16:55:28,mwilson,10.10.1.102,https://docs.microsoft.com/docs,GET,200,1520,46067,Normal
2024-03-07 14:21:10,hmurphy,10.10.7.101,https://outlook.office365.com/docs,GET,200,4048,20573,Normal
2024-03-19 14:05:41,qkelly,10.10.9.102,https://github.com/,GET,200,2165,20647,Normal
2024-03-02 08:27:34,mbaker,10.10.4.101,https://www.linkedin.com/login,GET,304,4750,3557,Normal
2024-03-27 10:34:37,ibailey,10.10.7.102,https://zoom.us/docs,GET,200,4474,32682,Normal
2024-03-20 15:59:39,yedwards,10.10.5.108,https://docs.microsoft.com/,GET,304,3551,17086,Normal
2024-03-09 15:09:31,rthompson,10.10.2.101,https://www.salesforce.com/docs,GET,304,1858,38729,Normal
2024-03-01 08:50:03,amartin,10.10.2.102,https://www.linkedin.com/search,POST,200,1168,41041,Normal
2024-03-11 11:06:27,ocarter,10.10.4.103,https://www.microsoft.com/login,GET,200,1476,45251,Normal
2024-03-06 17:13:59,rsanders,10.10.9.103,https://www.microsoft.com/login,GET,200,1527,11506,Normal
2024-03-19 10:11:00,yedwards,10.10.5.108,https://www.dropbox.com/,GET,404,616,22493,Normal
2024-03-30 13:37:46,kcox,10.10.8.101,https://www.dropbox.com/login,GET,404,3547,36350,Normal
2024-03-30 12:00:13,owatson,10.10.8.105,https://www.dropbox.com/docs,GET,200,334,22086,Normal
2024-03-19 08:20:44,gbell,10.10.6.106,https://docs.microsoft.com/api,POST,200,2577,9592,Normal
2024-03-12 14:04:30,jsmith,10.10.1.101,https://docs.microsoft.com/docs,GET,200,1199,26764,Normal
2024-03-10 16:04:01,bmorris,10.10.6.101,https://stackoverflow.com/api,GET,200,1756,30874,Normal
2024-03-18 12:48:11,bmorris,10.10.6.101,https://github.com/login,POST,200,1943,13095,Normal
2024-03-07 08:06:13,dreed,10.10.6.103,https://stackoverflow.com/api,GET,404,561,1996,Normal
2024-03-16 08:56:45,sprice,10.10.9.104,https://portal.azure.com/login,POST,404,2916,40034,Normal
2024-03-09 17:23:21,qperez,10.10.4.105,https://www.salesforce.com/search,GET,200,3979,24945,Normal
2024-03-18 09:36:50,xcollins,10.10.5.107,https://github.com/,GET,200,3532,46498,Normal
2024-03-10 08:34:42,bmorris,10.10.6.101,https://docs.microsoft.com/login,GET,200,1283,35724,Normal
2024-03-22 15:47:46,mbaker,10.10.4.101,https://trello.com/docs,GET,200,3573,21548,Normal
2024-03-04 17:39:51,mrichardson,10.10.8.103,https://zoom.us/,GET,200,632,39584,Normal
2024-03-05 13:48:09,kgreen,10.10.3.104,https://www.salesforce.com/login,POST,200,3945,9192,Normal
2024-03-07 14:59:33,mbaker,10.10.4.101,https://stackoverflow.com/docs,POST,304,361,40135,Normal
2024-03-07 14:14:28,qkelly,10.10.9.102,https://www.office.com/,GET,304,2088,10873,Normal
2024-03-02 16:22:15,jsmith,10.10.1.101,https://github.com/login,POST,404,3069,17734,Normal
2024-03-12 12:56:45,qkelly,10.10.9.102,https://docs.microsoft.com/docs,GET,304,1537,40857,Normal
2024-03-08 09:42:35,ibailey,10.10.7.102,https://www.microsoft.com/search,GET,304,4863,44772,Normal
2024-03-10 10:37:07,vparker,10.10.5.105,https://docs.microsoft.com/search,GET,200,3184,3387,Normal
2024-03-09 17:44:38,nnelson,10.10.4.102,https://teams.microsoft.com/,POST,200,2565,8291,Normal
2024-03-04 16:21:33,mbaker,10.10.4.101,https://docs.microsoft.com/search,GET,304,3348,34230,Normal
2024-03-06 16:25:26,wevans,10.10.5.106,https://teams.microsoft.com/docs,GET,304,4288,47343,Normal
2024-03-26 11:45:08,pmitchell,10.10.4.104,https://www.office.com/api,GET,200,1620,10828,Normal
2024-03-01 11:45:28,bmorris,10.10.6.101,https://outlook.office365.com/login,GET,200,4321,17499,Normal
2024-03-16 12:41:49,owatson,10.10.8.105,https://teams.microsoft.com/api,GET,304,3692,34934,Normal
2024-03-30 17:22:51,hrobinson,10.10.3.101,https://www.google.com/docs,POST,200,3508,11030,Normal
2024-03-11 10:42:37,cwhite,10.10.2.103,https://trello.com/docs,GET,200,1428,45765,Normal
2024-03-27 11:43:03,eharris,10.10.2.105,https://portal.azure.com/docs,GET,200,2662,9140,Normal
2024-03-06 11:39:35,ibailey,10.10.7.102,https://www.linkedin.com/docs,GET,200,3543,43962,Normal
2024-03-24 13:10:33,hmurphy,10.10.7.101,https://github.com/api,GET,200,4237,22909,Normal
2024-03-21 12:59:23,xcollins,10.10.5.107,https://zoom.us/,POST,304,3496,22627,Normal
2024-03-25 11:42:21,dreed,10.10.6.103,https://www.google.com/login,GET,404,4618,43602,Normal
2024-03-15 10:22:33,qperez,10.10.4.105,https://www.dropbox.com/search,GET,304,992,2974,Normal
2024-03-18 16:55:54,owatson,10.10.8.105,https://portal.azure.com/,GET,200,3620,46171,Normal
2024-03-16 08:17:46,asanchez,10.10.5.110,https://www.salesforce.com/search,GET,304,4999,33455,Normal
