timestamp,action,protocol,src_ip,src_port,dst_ip,dst_port,bytes_sent,bytes_received,rule,category
2024-03-08 09:00:54,ALLOW,TCP,10.10.5.101,61566,93.184.75.45,80,3428,8751,OUTBOUND_WEB_ALLOW,Normal
2024-03-22 09:46:37,ALLOW,TCP,10.10.8.105,59463,93.184.171.169,8080,633,38785,OUTBOUND_WEB_ALLOW,Normal
2024-03-26 11:37:36,ALLOW,TCP,10.10.5.109,58900,93.184.176.158,443,697,32111,OUTBOUND_WEB_ALLOW,Normal
2024-03-22 15:43:24,ALLOW,TCP,10.10.6.105,60529,93.184.15.59,443,888,4767,OUTBOUND_WEB_ALLOW,Normal
2024-03-12 10:30:30,ALLOW,TCP,10.10.6.103,54703,93.184.110.159,443,409,3970,OUTBOUND_WEB_ALLOW,Normal
2024-03-22 17:20:59,ALLOW,TCP,10.10.5.105,49773,93.184.79.124,443,3980,874,OUTBOUND_WEB_ALLOW,Normal
2024-03-03 13:42:47,ALLOW,TCP,10.10.7.101,57966,93.184.160.176,80,4537,48310,OUTBOUND_WEB_ALLOW,Normal
2024-03-25 16:46:50,ALLOW,TCP,10.10.5.103,55208,93.184.38.172,443,1295,16999,OUTBOUND_WEB_ALLOW,Normal
2024-03-14 14:53:59,ALLOW,TCP,10.10.5.104,60559,93.184.156.115,443,3424,21719,OUTBOUND_WEB_ALLOW,Normal
2024-03-10 11:34:16,ALLOW,TCP,10.10.1.104,57279,93.184.46.147,8080,250,28605,OUTBOUND_WEB_ALLOW,Normal
2024-03-25 16:02:50,ALLOW,TCP,10.10.5.109,58218,93.184.93.181,443,3043,43837,OUTBOUND_WEB_ALLOW,Normal
2024-03-04 12:11:11,ALLOW,TCP,10.10.2.102,59168,93.184.111.141,80,3235,1548,OUTBOUND_WEB_ALLOW,Normal
2024-03-30 14:53:45,ALLOW,TCP,10.10.7.102,62682,93.184.81.25,443,1171,11887,OUTBOUND_WEB_ALLOW,Normal
2024-03-18 08:41:58,ALLOW,TCP,10.10.3.105,58209,93.184.141.196,443,3048,3895,OUTBOUND_WEB_ALLOW,Normal
2024-03-10 13:26:32,ALLOW,TCP,10.10.1.105,61980,93.184.64.98,80,3267,2819,OUTBOUND_WEB_ALLOW,Normal
2024-03-01 13:40:18,ALLOW,TCP,10.10.9.104,61277,93.184.75.115,8080,1701,33277,OUTBOUND_WEB_ALLOW,Normal
2024-03-29 17:41:46,ALLOW,TCP,10.10.5.101,50981,93.184.115.134,8080,953,41354,OUTBOUND_WEB_ALLOW,Normal
2024-03-08 13:40:04,ALLOW,TCP,10.10.2.105,57240,93.184.66.13,8080,424,10082,OUTBOUND_WEB_ALLOW,Normal
2024-03-23 08:00:17,ALLOW,TCP,10.10.2.101,52052,93.184.133.73,80,1092,13110,OUTBOUND_WEB_ALLOW,Normal
2024-03-20 11:23:18,ALLOW,TCP,10.10.1.102,57195,93.184.184.11,8080,4938,31753,OUTBOUND_WEB_ALLOW,Normal
2024-03-10 17:26:01,ALLOW,TCP,10.10.5.108,57924,93.184.150.135,443,398,43914,OUTBOUND_WEB_ALLOW,Normal
2024-03-07 13:18:23,ALLOW,TCP,10.10.5.105,50691,93.184.121.125,80,1074,2536,OUTBOUND_WEB_ALLOW,Normal
2024-03-01 08:12:55,ALLOW,TCP,10.10.1.105,52928,93.184.170.197,80,1294,48839,OUTBOUND_WEB_ALLOW,Normal
2024-03-02 16:13:47,ALLOW,TCP,10.10.2.103,63345,93.184.49.27,443,1934,4867,OUTBOUND_WEB_ALLOW,Normal
2024-03-15 11:10:42,ALLOW,TCP,10.10.7.101,51040,93.184.160.26,8080,2276,25626,OUTBOUND_WEB_ALLOW,Normal
2024-03-25 17:18:02,ALLOW,TCP,10.10.8.102,58743,93.184.12.65,80,1412,9353,OUTBOUND_WEB_ALLOW,Normal
2024-03-10 08:13:38,ALLOW,TCP,10.10.2.105,64010,93.184.45.26,8080,931,25162,OUTBOUND_WEB_ALLOW,Normal
2024-03-03 08:03:58,ALLOW,TCP,10.10.8.105,56118,93.184.65.30,443,4255,37261,OUTBOUND_WEB_ALLOW,Normal
2024-03-14 11:55:36,ALLOW,TCP,10.10.5.107,55818,93.184.105.46,8080,4384,18351,OUTBOUND_WEB_ALLOW,Normal
2024-03-15 09:12:49,ALLOW,TCP,10.10.5.104,63374,93.184.79.44,80,2176,49076,OUTBOUND_WEB_ALLOW,Normal
2024-03-21 15:22:38,ALLOW,TCP,10.10.2.107,49580,93.184.33.63,80,1008,3128,OUTBOUND_WEB_ALLOW,Normal
2024-03-22 16:25:38,ALLOW,TCP,10.10.1.102,57824,93.184.109.135,8080,2757,23003,OUTBOUND_WEB_ALLOW,Normal
2024-03-22 08:02:24,ALLOW,TCP,10.10.6.106,58085,93.184.12.99,80,3074,48006,OUTBOUND_WEB_ALLOW,Normal
2024-03-20 14:12:05,ALLOW,TCP,10.10.4.103,56147,93.184.36.111,443,1604,22999,OUTBOUND_WEB_ALLOW,Normal
2024-03-27 13:13:31,ALLOW,TCP,10.10.2.101,56797,93.184.184.167,80,2508,39530,OUTBOUND_WEB_ALLOW,Normal
2024-03-30 17:33:06,ALLOW,TCP,10.10.5.108,64918,93.184.34.148,8080,3572,17661,OUTBOUND_WEB_ALLOW,Normal
2024-03-27 09:40:35,ALLOW,TCP,10.10.3.104,59638,93.184.144.112,443,2059,48015,OUTBOUND_WEB_ALLOW,Normal
2024-03-20 11:42:36,ALLOW,TCP,10.10.2.104,53771,93.184.153.36,443,2686,25315,OUTBOUND_WEB_ALLOW,Normal
2024-03-07 13:16:11,ALLOW,TCP,10.10.8.105,49478,93.184.147.167,443,2934,39569,OUTBOUND_WEB_ALLOW,Normal
2024-03-06 17:03:05,ALLOW,TCP,10.10.5.110,51244,93.184.142.127,443,1134,38308,OUTBOUND_WEB_ALLOW,Normal
2024-03-08 12:17:11,ALLOW,TCP,10.10.4.104,53214,93.184.71.137,80,773,22537,OUTBOUND_WEB_ALLOW,Normal
2024-03-12 17:48:22,ALLOW,TCP,10.10.7.101,50823,93.184.135.121,80,1756,37213,OUTBOUND_WEB_ALLOW,Normal
2024-03-23 12:27:28,ALLOW,TCP,10.10.4.103,53118,93.184.149.174,443,4462,48390,OUTBOUND_WEB_ALLOW,Normal
2024-03-24 15:52:31,ALLOW,TCP,10.10.9.104,61023,93.184.135.118,80,4020,19527,OUTBOUND_WEB_ALLOW,Normal
2024-03-10 09:19:45,ALLOW,TCP,10.10.5.102,51384,93.184.150.158,80,3809,32206,OUTBOUND_WEB_ALLOW,Normal
2024-03-20 11:12:58,ALLOW,TCP,10.10.9.101,52846,93.184.69.92,443,2900,37847,OUTBOUND_WEB_ALLOW,Normal
2024-03-14 15:02:51,ALLOW,TCP,10.10.1.103,54914,93.184.57.54,80,2565,18946,OUTBOUND_WEB_ALLOW,Normal
2024-03-26 09:40:24,ALLOW,TCP,10.10.6.105,49340,93.184.194.162,443,2441,29948,OUTBOUND_WEB_ALLOW,Normal
2024-03-13 08:51:16,ALLOW,TCP,10.10.6.106,54861,93.184.13.103,443,2482,2899,OUTBOUND_WEB_ALLOW,Normal
2024-03-08 13:17:46,ALLOW,TCP,10.10.9.103,54985,93.184.188.51,443,1253,3221,OUTBOUND_WEB_ALLOW,Normal
2024-03-30 16:18:57,ALLOW,TCP,10.10.1.105,60517,93.184.15.103,8080,1499,18099,OUTBOUND_WEB_ALLOW,Normal
2024-03-22 08:43:05,ALLOW,TCP,10.10.9.104,60061,93.184.103.139,8080,2382,44211,OUTBOUND_WEB_ALLOW,Normal
2024-03-09 14:32:18,ALLOW,TCP,10.10.3.101,62638,93.184.99.96,443,2937,11094,OUTBOUND_WEB_ALLOW,Normal
2024-03-04 17:02:46,ALLOW,TCP,10.10.1.103,64759,93.184.10.146,8080,4082,45839,OUTBOUND_WEB_ALLOW,Normal
2024-03-13 09:42:17,ALLOW,TCP,10.10.2.102,54333,93.184.75.109,80,2405,18622,OUTBOUND_WEB_ALLOW,Normal
2024-03-28 15:20:41,ALLOW,TCP,10.10.2.106,49282,93.184.112.94,443,4967,29361,OUTBOUND_WEB_ALLOW,Normal
2024-03-09 14:49:14,ALLOW,TCP,10.10.2.103,54401,93.184.45.16,443,2368,30328,OUTBOUND_WEB_ALLOW,Normal
2024-03-12 09:35:43,ALLOW,TCP,10.10.6.102,64428,93.184.118.164,8080,3827,11601,OUTBOUND_WEB_ALLOW,Normal
2024-03-25 09:32:53,ALLOW,TCP,10.10.2.101,61058,93.184.172.152,443,2349,2271,OUTBOUND_WEB_ALLOW,Normal
2024-03-24 14:54:36,ALLOW,TCP,10.10.9.102,54549,93.184.22.123,443,1111,41200,OUTBOUND_WEB_ALLOW,Normal
2024-03-19 10:22:06,ALLOW,TCP,10.10.2.105,51075,93.184.82.118,443,216,10089,OUTBOUND_WEB_ALLOW,Normal
2024-03-05 17:55:42,ALLOW,TCP,10.10.4.104,59173,93.184.156.138,443,3281,13160,OUTBOUND_WEB_ALLOW,Normal
2024-03-13 14:06:14,ALLOW,TCP,10.10.8.103,50067,93.184.148.110,8080,4818,16337,OUTBOUND_WEB_ALLOW,Normal
2024-03-16 12:34:58,ALLOW,TCP,10.10.1.103,60576,93.184.68.62,443,1444,23738,OUTBOUND_WEB_ALLOW,Normal
2024-03-15 09:04:26,ALLOW,TCP,10.10.1.101,53880,93.184.142.150,443,2962,30341,OUTBOUND_WEB_ALLOW,Normal
2024-03-07 10:23:15,ALLOW,TCP,10.10.6.105,61122,93.184.143.9,443,1673,5212,OUTBOUND_WEB_ALLOW,Normal
2024-03-13 14:00:40,ALLOW,TCP,10.10.5.106,50651,93.184.71.14,8080,497,4129,OUTBOUND_WEB_ALLOW,Normal
2024-03-27 10:29:32,ALLOW,TCP,10.10.3.101,64297,93.184.131.17,443,1079,15254,OUTBOUND_WEB_ALLOW,Normal
2024-03-24 15:26:58,ALLOW,TCP,10.10.5.101,62791,93.184.66.2,8080,3456,8184,OUTBOUND_WEB_ALLOW,Normal
2024-03-02 17:39:39,ALLOW,TCP,10.10.1.105,57000,93.184.46.82,443,4349,46716,OUTBOUND_WEB_ALLOW,Normal
2024-03-25 11:51:37,ALLOW,TCP,10.10.7.101,64364,93.184.128.12,8080,4003,25930,OUTBOUND_WEB_ALLOW,Normal
2024-03-03 08:08:52,ALLOW,TCP,10.10.6.106,57756,93.184.54.190,443,1592,16030,OUTBOUND_WEB_ALLOW,Normal
2024-03-19 17:51:47,ALLOW,TCP,10.10.3.104,54076,93.184.162.16,443,845,10890,OUTBOUND_WEB_ALLOW,Normal
2024-03-21 12:34:16,ALLOW,TCP,10.10.5.102,60059,93.184.144.123,443,4321,45041,OUTBOUND_WEB_ALLOW,Normal
2024-03-07 17:35:41,ALLOW,TCP,10.10.9.102,60723,93.184.62.85,443,3748,19978,OUTBOUND_WEB_ALLOW,Normal
2024-03-17 11:08:42,ALLOW,TCP,10.10.8.103,58152,93.184.179.58,443,1191,46145,OUTBOUND_WEB_ALLOW,Normal
2024-03-30 15:28:10,ALLOW,TCP,10.10.9.102,55989,93.184.53.195,443,2404,4981,OUTBOUND_WEB_ALLOW,Normal
2024-03-15 16:10:22,ALLOW,TCP,10.10.4.104,62748,93.184.188.162,443,1445,11737,OUTBOUND_WEB_ALLOW,Normal
2024-03-20 13:40:26,ALLOW,TCP,10.10.4.102,63749,93.184.131.88,443,2624,31349,OUTBOUND_WEB_ALLOW,Normal
2024-03-04 13:50:40,ALLOW,TCP,10.10.5.108,63059,93.184.33.91,443,1176,24259,OUTBOUND_WEB_ALLOW,Normal
2024-03-29 09:27:12,ALLOW,TCP,10.10.8.103,64919,93.184.5.141,443,4652,15611,OUTBOUND_WEB_ALLOW,Normal
2024-03-24 13:58:52,ALLOW,TCP,10.10.2.101,61979,93.184.85.172,80,3427,31321,OUTBOUND_WEB_ALLOW,Normal
2024-03-18 09:13:10,ALLOW,TCP,10.10.8.101,63387,93.184.2.35,80,4374,47142,OUTBOUND_WEB_ALLOW,Normal
2024-03-15 17:03:18,ALLOW,TCP,10.10.3.102,51448,93.184.130.22,443,534,29843,OUTBOUND_WEB_ALLOW,Normal
2024-03-13 11:21:29,ALLOW,TCP,10.10.9.104,64662,93.184.136.31,443,2140,35114,OUTBOUND_WEB_ALLOW,Normal
2024-03-25 09:50:01,ALLOW,TCP,10.10.3.102,61971,93.184.58.190,443,4247,1117,OUTBOUND_WEB_ALLOW,Normal
2024-03-28 14:26:16,ALLOW,TCP,10.10.9.101,57219,93.184.147.199,443,2243,37076,OUTBOUND_WEB_ALLOW,Normal
2024-03-09 15:55:26,ALLOW,TCP,10.10.1.102,55037,93.184.130.157,443,2214,10831,OUTBOUND_WEB_ALLOW,Normal
2024-03-30 16:00:22,ALLOW,TCP,10.10.2.103,64605,93.184.77.108,443,2059,35729,OUTBOUND_WEB_ALLOW,Normal
2024-03-04 11:01:29,ALLOW,TCP,10.10.2.104,62528,93.184.177.154,443,759,36730,OUTBOUND_WEB_ALLOW,Normal
2024-03-25 13:03:54,ALLOW,TCP,10.10.5.107,59842,93.184.114.14,8080,3519,40548,OUTBOUND_WEB_ALLOW,Normal
2024-03-28 10:36:45,ALLOW,TCP,10.10.9.102,52901,93.184.44.74,443,2467,45847,OUTBOUND_WEB_ALLOW,Normal
2024-03-23 15:19:55,ALLOW,TCP,10.10.8.103,55348,93.184.37.59,443,256,35346,OUTBOUND_WEB_ALLOW,Normal
2024-03-27 15:02:04,ALLOW,TCP,10.10.4.105,53606,93.184.190.160,443,2023,20747,OUTBOUND_WEB_ALLOW,Normal
2024-03-26 10:32:34,ALLOW,TCP,10.10.1.101,49865,93.184.191.131,443,3978,20889,OUTBOUND_WEB_ALLOW,Normal
2024-03-02 15:12:48,ALLOW,TCP,10.10.8.105,53951,93.184.29.60,80,1003,16285,OUTBOUND_WEB_ALLOW,Normal
2024-03-14 11:06:20,ALLOW,TCP,10.10.5.109,60946,93.184.109.193,8080,4228,43767,OUTBOUND_WEB_ALLOW,Normal
2024-03-29 10:34:00,ALLOW,TCP,10.10.1.101,56846,93.184.177.136,443,1065,40225,OUTBOUND_WEB_ALLOW,Normal
2024-03-18 15:06:49,ALLOW,TCP,10.10.6.101,57324,93.184.184.97,8080,1284,26650,OUTBOUND_WEB_ALLOW,Normal
2024-03-20 08:56:41,ALLOW,TCP,10.10.6.101,65505,93.184.124.83,80,2068,33503,OUTBOUND_WEB_ALLOW,Normal
2024-03-30 14:36:33,ALLOW,TCP,10.10.8.101,52864,93.184.53.60,8080,4207,20369,OUTBOUND_WEB_ALLOW,Normal
2024-03-17 15:29:45,ALLOW,TCP,10.10.5.110,50252,93.184.92.115,8080,715,40739,OUTBOUND_WEB_ALLOW,Normal
2024-03-08 14:33:03,ALLOW,TCP,10.10.8.103,57730,93.184.138.162,443,3896,12123,OUTBOUND_WEB_ALLOW,Normal
2024-03-13 08:59:55,ALLOW,TCP,10.10.2.104,63543,93.184.175.102,443,4499,13541,OUTBOUND_WEB_ALLOW,Normal
2024-03-09 09:59:54,ALLOW,TCP,10.10.4.104,65157,93.184.36.79,80,611,40596,OUTBOUND_WEB_ALLOW,Normal
2024-03-10 09:31:00,ALLOW,TCP,10.10.1.104,52639,93.184.83.174,443,4175,22597,OUTBOUND_WEB_ALLOW,Normal
2024-03-04 08:16:26,ALLOW,TCP,10.10.2.106,53354,93.184.92.115,8080,299,26400,OUTBOUND_WEB_ALLOW,Normal
2024-03-04 15:27:54,ALLOW,TCP,10.10.5.109,49737,93.184.200.97,443,685,16057,OUTBOUND_WEB_ALLOW,Normal
2024-03-14 15:22:46,ALLOW,TCP,10.10.5.106,50710,93.184.136.170,443,1500,28690,OUTBOUND_WEB_ALLOW,Normal
2024-03-18 09:26:46,ALLOW,TCP,10.10.5.107,55021,93.184.52.150,8080,2554,1797,OUTBOUND_WEB_ALLOW,Normal
2024-03-17 09:51:14,ALLOW,TCP,10.10.6.103,64135,93.184.63.191,80,429,36318,OUTBOUND_WEB_ALLOW,Normal
2024-03-09 14:42:36,ALLOW,TCP,10.10.1.102,60060,93.184.16.68,80,1186,47984,OUTBOUND_WEB_ALLOW,Normal
2024-03-22 17:46:03,ALLOW,TCP,10.10.3.101,55029,93.184.14.127,443,524,31823,OUTBOUND_WEB_ALLOW,Normal
2024-03-21 11:49:15,ALLOW,TCP,10.10.6.106,54746,93.184.33.193,8080,929,43901,OUTBOUND_WEB_ALLOW,Normal
2024-03-07 16:35:13,ALLOW,TCP,10.10.8.102,63918,93.184.92.133,443,1952,27970,OUTBOUND_WEB_ALLOW,Normal
2024-03-06 09:48:01,ALLOW,TCP,10.10.1.101,55599,93.184.159.96,443,1772,43648,OUTBOUND_WEB_ALLOW,Normal
2024-03-29 11:20:41,ALLOW,TCP,10.10.5.107,52872,93.184.200.126,80,1177,26058,OUTBOUND_WEB_ALLOW,Normal
2024-03-18 13:52:28,ALLOW,TCP,10.10.9.104,58927,93.184.174.19,80,4249,6233,OUTBOUND_WEB_ALLOW,Normal
2024-03-12 11:27:25,ALLOW,TCP,10.10.7.103,63033,93.184.141.168,443,3594,16825,OUTBOUND_WEB_ALLOW,Normal
2024-03-05 15:40:48,ALLOW,TCP,10.10.6.104,51635,93.184.49.119,443,4901,30391,OUTBOUND_WEB_ALLOW,Normal
2024-03-06 11:25:58,ALLOW,TCP,10.10.5.104,51857,93.184.27.144,443,1534,33388,OUTBOUND_WEB_ALLOW,Normal
2024-03-04 12:49:32,ALLOW,TCP,10.10.4.104,62020,93.184.198.126,443,1426,41757,OUTBOUND_WEB_ALLOW,Normal
2024-03-03 17:08:07,ALLOW,TCP,10.10.5.105,62381,93.184.162.62,443,2194,1741,OUTBOUND_WEB_ALLOW,Normal
2024-03-13 14:38:44,ALLOW,TCP,10.10.2.107,60719,93.184.57.166,443,1580,20539,OUTBOUND_WEB_ALLOW,Normal
2024-03-03 09:02:47,ALLOW,TCP,10.10.3.103,63154,93.184.139.132,443,1585,42799,OUTBOUND_WEB_ALLOW,Normal
2024-03-19 08:19:04,ALLOW,TCP,10.10.3.104,60338,93.184.89.133,80,3581,17744,OUTBOUND_WEB_ALLOW,Normal
2024-03-17 16:50:55,ALLOW,TCP,10.10.2.104,52955,93.184.68.117,443,2708,2643,OUTBOUND_WEB_ALLOW,Normal
2024-03-19 11:17:58,ALLOW,TCP,10.10.5.106,59481,93.184.166.35,80,624,5358,OUTBOUND_WEB_ALLOW,Normal
2024-03-30 12:09:38,ALLOW,TCP,10.10.8.102,51752,93.184.65.25,443,1233,40877,OUTBOUND_WEB_ALLOW,Normal
2024-03-17 12:57:24,ALLOW,TCP,10.10.1.104,49356,93.184.85.25,8080,1741,23904,OUTBOUND_WEB_ALLOW,Normal
2024-03-14 10:38:44,ALLOW,TCP,10.10.3.103,60372,93.184.114.18,443,273,679,OUTBOUND_WEB_ALLOW,Normal
2024-03-09 12:46:48,ALLOW,TCP,10.10.1.102,59282,93.184.102.200,80,4883,3333,OUTBOUND_WEB_ALLOW,Normal
2024-03-15 14:55:21,ALLOW,TCP,10.10.5.102,59940,93.184.88.14,443,1728,49178,OUTBOUND_WEB_ALLOW,Normal
2024-03-19 14:56:56,ALLOW,TCP,10.10.3.102,62611,93.184.142.90,443,4431,8359,OUTBOUND_WEB_ALLOW,Normal
2024-03-23 15:47:34,ALLOW,TCP,10.10.6.104,58759,93.184.101.65,443,994,13516,OUTBOUND_WEB_ALLOW,Normal
2024-03-11 17:40:12,ALLOW,TCP,10.10.5.103,64188,93.184.154.117,8080,877,35409,OUTBOUND_WEB_ALLOW,Normal
2024-03-17 15:02:36,ALLOW,TCP,10.10.8.102,63466,93.184.68.3,8080,509,6568,OUTBOUND_WEB_ALLOW,Normal
2024-03-09 12:11:16,ALLOW,TCP,10.10.3.101,54064,93.184.78.137,443,1272,13589,OUTBOUND_WEB_ALLOW,Normal
2024-03-06 13:35:09,ALLOW,TCP,10.10.6.105,59042,93.184.9.25,8080,1570,2903,OUTBOUND_WEB_ALLOW,Normal
2024-03-16 08:40:03,ALLOW,TCP,10.10.2.104,62785,93.184.124.11,80,3167,15419,OUTBOUND_WEB_ALLOW,Normal
2024-03-26 14:33:00,ALLOW,TCP,10.10.3.101,54685,93.184.196.77,443,1631,35472,OUTBOUND_WEB_ALLOW,Normal
2024-03-07 16:54:50,ALLOW,TCP,10.10.3.105,58927,93.184.19.100,8080,4295,27393,OUTBOUND_WEB_ALLOW,Normal
2024-03-20 10:03:15,ALLOW,TCP,10.10.5.104,61292,93.184.4.67,443,898,39350,OUTBOUND_WEB_ALLOW,Normal
2024-03-24 10:33:50,ALLOW,TCP,10.10.4.104,52199,93.184.38.42,80,1225,23082,OUTBOUND_WEB_ALLOW,Normal
2024-03-09 10:44:17,ALLOW,TCP,10.10.5.108,55949,93.184.127.179,443,4604,43362,OUTBOUND_WEB_ALLOW,Normal
2024-03-01 09:43:18,ALLOW,TCP,10.10.1.103,53159,93.184.149.157,8080,2058,19433,OUTBOUND_WEB_ALLOW,Normal
2024-03-17 13:08:16,ALLOW,TCP,10.10.5.101,56183,93.184.134.152,80,888,27286,OUTBOUND_WEB_ALLOW,Normal
2024-03-01 11:12:31,ALLOW,TCP,10.10.2.105,54854,93.184.161.174,443,990,45992,OUTBOUND_WEB_ALLOW,Normal
2024-03-07 17:58:01,ALLOW,TCP,10.10.1.102,49556,93.184.83.45,443,2890,19767,OUTBOUND_WEB_ALLOW,Normal
2024-03-10 08:41:40,ALLOW,TCP,10.10.1.105,60730,93.184.125.4,443,2420,8471,OUTBOUND_WEB_ALLOW,Normal
2024-03-09 08:14:54,ALLOW,TCP,10.10.4.102,52733,93.184.29.19,80,3559,10956,OUTBOUND_WEB_ALLOW,Normal
2024-03-21 10:59:16,ALLOW,TCP,10.10.5.101,62882,93.184.105.86,443,4448,33525,OUTBOUND_WEB_ALLOW,Normal
2024-03-29 09:37:07,ALLOW,TCP,10.10.2.106,49476,93.184.133.74,80,3661,12627,OUTBOUND_WEB_ALLOW,Normal
2024-03-04 13:56:15,ALLOW,TCP,10.10.5.108,61084,93.184.98.131,443,3239,43904,OUTBOUND_WEB_ALLOW,Normal
2024-03-26 12:19:25,ALLOW,TCP,10.10.4.102,64133,93.184.176.86,443,2554,2508,OUTBOUND_WEB_ALLOW,Normal
2024-03-29 16:21:17,ALLOW,TCP,10.10.6.102,56635,93.184.99.189,8080,730,14813,OUTBOUND_WEB_ALLOW,Normal
2024-03-03 08:35:34,ALLOW,TCP,10.10.7.103,62707,93.184.14.145,443,1560,13761,OUTBOUND_WEB_ALLOW,Normal
2024-03-17 11:39:21,ALLOW,TCP,10.10.3.105,53837,93.184.141.35,443,697,15535,OUTBOUND_WEB_ALLOW,Normal
2024-03-28 08:06:51,ALLOW,TCP,10.10.3.104,51415,93.184.190.106,443,293,35868,OUTBOUND_WEB_ALLOW,Normal
2024-03-13 08:29:51,ALLOW,TCP,10.10.5.104,52314,93.184.188.64,8080,641,42707,OUTBOUND_WEB_ALLOW,Normal
2024-03-23 08:26:22,ALLOW,TCP,10.10.7.102,59997,93.184.37.176,443,3001,6805,OUTBOUND_WEB_ALLOW,Normal
2024-03-09 16:02:44,ALLOW,TCP,10.10.2.101,62639,93.184.64.172,80,3289,42537,OUTBOUND_WEB_ALLOW,Normal
2024-03-03 12:09:14,ALLOW,TCP,10.10.1.103,50481,93.184.12.199,443,2438,49813,OUTBOUND_WEB_ALLOW,Normal
2024-03-14 17:22:16,ALLOW,TCP,10.10.2.105,59918,93.184.139.186,80,3018,36416,OUTBOUND_WEB_ALLOW,Normal
2024-03-22 09:48:54,ALLOW,TCP,10.10.8.101,61080,93.184.177.5,443,4974,20246,OUTBOUND_WEB_ALLOW,Normal
2024-03-15 10:49:48,ALLOW,TCP,10.10.4.103,54922,93.184.45.166,443,1807,37548,OUTBOUND_WEB_ALLOW,Normal
2024-03-09 08:05:41,ALLOW,TCP,10.10.5.103,52028,93.184.114.127,443,4009,32713,OUTBOUND_WEB_ALLOW,Normal
2024-03-03 10:57:54,ALLOW,TCP,10.10.9.101,52877,93.184.26.17,8080,3542,46152,OUTBOUND_WEB_ALLOW,Normal
2024-03-02 17:00:12,ALLOW,TCP,10.10.5.106,54630,93.184.198.189,443,693,19786,OUTBOUND_WEB_ALLOW,Normal
2024-03-28 14:38:14,ALLOW,TCP,10.10.6.105,54153,93.184.167.122,443,1158,43639,OUTBOUND_WEB_ALLOW,Normal
2024-03-28 13:51:50,ALLOW,TCP,10.10.8.101,57540,93.184.113.20,443,1705,35969,OUTBOUND_WEB_ALLOW,Normal
2024-03-23 12:09:46,ALLOW,TCP,10.10.7.103,52505,93.184.47.57,443,4484,27140,OUTBOUND_WEB_ALLOW,Normal
2024-03-12 08:07:05,ALLOW,TCP,10.10.3.105,49719,93.184.152.189,443,2561,8512,OUTBOUND_WEB_ALLOW,Normal
