timestamp,src_ip,query,record_type,response,dns_server,category
2024-03-09 08:35:56,10.10.5.104,docs.microsoft.com,A,93.184.123.182,10.10.50.1,Normal
2024-03-23 14:03:10,10.10.3.103,slack.com,A,93.184.49.163,10.10.50.1,Normal
2024-03-06 15:48:38,10.10.5.105,zoom.us,A,93.184.15.43,10.10.50.1,Normal
2024-03-26 11:46:11,10.10.8.101,www.google.com,A,93.184.33.71,10.10.50.1,Normal
2024-03-24 11:53:11,10.10.1.104,www.dropbox.com,A,93.184.65.83,10.10.50.1,Normal
2024-03-10 17:44:00,10.10.3.105,zoom.us,A,93.184.54.147,10.10.50.1,Normal
2024-03-12 14:23:02,10.10.8.101,www.dropbox.com,A,93.184.39.79,10.10.50.1,Normal
2024-03-15 15:16:43,10.10.3.102,www.google.com,A,93.184.23.139,10.10.50.1,Normal
2024-03-18 14:35:33,10.10.8.102,slack.com,A,93.184.108.173,10.10.50.1,Normal
2024-03-14 16:23:52,10.10.5.107,www.microsoft.com,A,93.184.122.75,10.10.50.1,Normal
2024-03-06 11:51:14,10.10.4.103,www.google.com,A,93.184.96.138,10.10.50.1,Normal
2024-03-21 14:25:20,10.10.2.105,teams.microsoft.com,A,93.184.115.150,10.10.50.1,Normal
2024-03-24 17:47:17,10.10.1.102,github.com,A,93.184.107.98,10.10.50.1,Normal
2024-03-06 14:47:28,10.10.9.104,www.microsoft.com,A,93.184.156.32,10.10.50.1,Normal
2024-03-03 14:48:27,10.10.4.102,outlook.office365.com,A,93.184.55.50,10.10.50.1,Normal
2024-03-02 17:09:15,10.10.2.107,portal.azure.com,A,93.184.193.119,10.10.50.1,Normal
2024-03-13 14:58:10,10.10.2.105,www.microsoft.com,A,93.184.68.82,10.10.50.1,Normal
2024-03-24 17:56:19,10.10.1.104,www.office.com,A,93.184.66.108,10.10.50.1,Normal
2024-03-18 13:53:58,10.10.9.101,teams.microsoft.com,A,93.184.165.166,10.10.50.1,Normal
2024-03-09 08:19:40,10.10.1.105,www.linkedin.com,A,93.184.100.32,10.10.50.1,Normal
2024-03-05 12:07:34,10.10.6.102,www.salesforce.com,A,93.184.183.92,10.10.50.1,Normal
2024-03-25 11:44:06,10.10.1.104,www.office.com,A,93.184.51.131,10.10.50.1,Normal
2024-03-22 15:29:29,10.10.5.106,portal.azure.com,A,93.184.107.33,10.10.50.1,Normal
2024-03-09 14:48:05,10.10.9.103,docs.microsoft.com,A,93.184.169.14,10.10.50.1,Normal
2024-03-24 16:58:55,10.10.6.105,github.com,A,93.184.51.184,10.10.50.1,Normal
2024-03-02 10:34:16,10.10.2.105,outlook.office365.com,A,93.184.144.90,10.10.50.1,Normal
2024-03-04 17:30:00,10.10.5.107,trello.com,A,93.184.45.41,10.10.50.1,Normal
2024-03-03 17:45:48,10.10.1.102,trello.com,A,93.184.83.162,10.10.50.1,Normal
2024-03-12 08:58:49,10.10.5.107,portal.azure.com,A,93.184.160.108,10.10.50.1,Normal
2024-03-28 14:25:47,10.10.4.102,zoom.us,A,93.184.133.75,10.10.50.1,Normal
2024-03-26 10:06:02,10.10.5.102,docs.microsoft.com,A,93.184.48.157,10.10.50.1,Normal
2024-03-20 13:41:12,10.10.3.101,slack.com,A,93.184.188.97,10.10.50.1,Normal
2024-03-16 08:30:49,10.10.2.102,www.salesforce.com,A,93.184.117.57,10.10.50.1,Normal
2024-03-27 12:29:21,10.10.2.102,www.dropbox.com,A,93.184.127.199,10.10.50.1,Normal
2024-03-19 14:33:09,10.10.2.107,www.dropbox.com,A,93.184.95.175,10.10.50.1,Normal
2024-03-19 10:33:01,10.10.1.103,www.salesforce.com,A,93.184.60.30,10.10.50.1,Normal
2024-03-26 16:40:17,10.10.8.103,www.salesforce.com,A,93.184.5.176,10.10.50.1,Normal
2024-03-02 11:50:00,10.10.8.101,www.google.com,A,93.184.186.177,10.10.50.1,Normal
2024-03-27 11:21:36,10.10.4.102,stackoverflow.com,A,93.184.69.42,10.10.50.1,Normal
2024-03-19 12:30:22,10.10.8.104,www.dropbox.com,A,93.184.182.11,10.10.50.1,Normal
2024-03-23 12:43:08,10.10.1.103,trello.com,A,93.184.189.128,10.10.50.1,Normal
2024-03-25 10:44:04,10.10.8.103,stackoverflow.com,A,93.184.102.70,10.10.50.1,Normal
2024-03-15 16:58:40,10.10.5.105,teams.microsoft.com,A,93.184.65.117,10.10.50.1,Normal
2024-03-24 09:54:59,10.10.3.104,stackoverflow.com,A,93.184.139.88,10.10.50.1,Normal
2024-03-21 08:21:13,10.10.1.102,stackoverflow.com,A,93.184.68.161,10.10.50.1,Normal
2024-03-17 17:40:13,10.10.6.105,www.linkedin.com,A,93.184.6.150,10.10.50.1,Normal
2024-03-06 10:41:25,10.10.2.104,www.dropbox.com,A,93.184.101.189,10.10.50.1,Normal
2024-03-19 12:00:47,10.10.9.104,www.dropbox.com,A,93.184.92.35,10.10.50.1,Normal
2024-03-30 15:16:49,10.10.2.106,portal.azure.com,A,93.184.171.153,10.10.50.1,Normal
2024-03-27 12:51:27,10.10.5.102,www.salesforce.com,A,93.184.100.19,10.10.50.1,Normal
2024-03-10 13:42:53,10.10.8.101,www.microsoft.com,A,93.184.69.142,10.10.50.1,Normal
2024-03-25 15:56:08,10.10.1.101,github.com,A,93.184.145.104,10.10.50.1,Normal
2024-03-02 12:57:07,10.10.6.101,github.com,A,93.184.36.81,10.10.50.1,Normal
2024-03-12 12:21:53,10.10.5.109,www.linkedin.com,A,93.184.116.38,10.10.50.1,Normal
2024-03-30 15:06:13,10.10.5.105,trello.com,A,93.184.33.158,10.10.50.1,Normal
2024-03-20 10:18:46,10.10.9.104,www.office.com,A,93.184.96.181,10.10.50.1,Normal
2024-03-10 14:55:34,10.10.8.103,outlook.office365.com,A,93.184.12.138,10.10.50.1,Normal
2024-03-27 11:30:56,10.10.4.102,stackoverflow.com,A,93.184.191.186,10.10.50.1,Normal
2024-03-16 16:46:24,10.10.6.103,teams.microsoft.com,A,93.184.179.126,10.10.50.1,Normal
2024-03-11 10:07:07,10.10.9.102,teams.microsoft.com,A,93.184.180.6,10.10.50.1,Normal
2024-03-25 17:25:23,10.10.3.104,github.com,A,93.184.78.63,10.10.50.1,Normal
2024-03-25 16:24:18,10.10.2.107,www.linkedin.com,A,93.184.104.122,10.10.50.1,Normal
2024-03-03 10:40:27,10.10.4.101,www.microsoft.com,A,93.184.144.149,10.10.50.1,Normal
2024-03-02 14:48:46,10.10.9.103,www.office.com,A,93.184.82.83,10.10.50.1,Normal
2024-03-22 11:48:59,10.10.1.101,www.dropbox.com,A,93.184.114.82,10.10.50.1,Normal
2024-03-12 11:19:51,10.10.6.104,portal.azure.com,A,93.184.154.120,10.10.50.1,Normal
2024-03-04 16:54:42,10.10.8.102,www.microsoft.com,A,93.184.35.65,10.10.50.1,Normal
2024-03-16 17:45:36,10.10.5.106,trello.com,A,93.184.30.150,10.10.50.1,Normal
2024-03-14 15:37:11,10.10.5.102,docs.microsoft.com,A,93.184.181.145,10.10.50.1,Normal
2024-03-06 14:23:17,10.10.5.103,github.com,A,93.184.181.7,10.10.50.1,Normal
2024-03-19 12:14:01,10.10.9.102,www.linkedin.com,A,93.184.150.62,10.10.50.1,Normal
2024-03-30 16:44:07,10.10.5.107,portal.azure.com,A,93.184.2.35,10.10.50.1,Normal
2024-03-09 16:53:08,10.10.4.103,docs.microsoft.com,A,93.184.196.190,10.10.50.1,Normal
2024-03-19 15:56:24,10.10.5.101,www.linkedin.com,A,93.184.103.22,10.10.50.1,Normal
2024-03-08 11:50:16,10.10.2.101,stackoverflow.com,A,93.184.2.77,10.10.50.1,Normal
2024-03-19 08:40:58,10.10.2.103,outlook.office365.com,A,93.184.131.187,10.10.50.1,Normal
2024-03-13 08:36:10,10.10.6.103,www.office.com,A,93.184.107.35,10.10.50.1,Normal
2024-03-23 10:20:46,10.10.1.103,www.office.com,A,93.184.39.46,10.10.50.1,Normal
2024-03-13 16:54:10,10.10.6.102,github.com,A,93.184.11.87,10.10.50.1,Normal
2024-03-27 16:35:34,10.10.6.105,zoom.us,A,93.184.58.19,10.10.50.1,Normal
2024-03-04 11:59:15,10.10.5.102,www.dropbox.com,A,93.184.113.118,10.10.50.1,Normal
2024-03-11 08:21:01,10.10.8.105,www.dropbox.com,A,93.184.141.126,10.10.50.1,Normal
2024-03-25 16:23:49,10.10.1.105,www.microsoft.com,A,93.184.19.80,10.10.50.1,Normal
2024-03-27 09:31:20,10.10.5.110,trello.com,A,93.184.198.181,10.10.50.1,Normal
2024-03-23 08:13:37,10.10.5.101,github.com,A,93.184.167.74,10.10.50.1,Normal
2024-03-13 09:33:20,10.10.8.102,zoom.us,A,93.184.117.164,10.10.50.1,Normal
2024-03-22 13:14:53,10.10.9.101,www.office.com,A,93.184.185.110,10.10.50.1,Normal
2024-03-16 15:34:02,10.10.4.103,portal.azure.com,A,93.184.180.7,10.10.50.1,Normal
2024-03-14 16:53:38,10.10.2.105,trello.com,A,93.184.159.98,10.10.50.1,Normal
2024-03-07 15:53:07,10.10.3.103,www.office.com,A,93.184.157.55,10.10.50.1,Normal
2024-03-20 16:41:39,10.10.9.103,portal.azure.com,A,93.184.34.147,10.10.50.1,Normal
2024-03-21 14:29:34,10.10.5.104,www.salesforce.com,A,93.184.19.187,10.10.50.1,Normal
2024-03-02 16:05:40,10.10.5.101,zoom.us,A,93.184.31.113,10.10.50.1,Normal
2024-03-07 09:38:11,10.10.7.102,www.dropbox.com,A,93.184.193.95,10.10.50.1,Normal
2024-03-23 10:46:26,10.10.3.104,www.linkedin.com,A,93.184.45.25,10.10.50.1,Normal
2024-03-03 15:37:17,10.10.3.102,www.dropbox.com,A,93.184.87.125,10.10.50.1,Normal
2024-03-10 11:55:49,10.10.3.103,github.com,A,93.184.161.178,10.10.50.1,Normal
2024-03-27 12:30:49,10.10.8.104,stackoverflow.com,A,93.184.32.6,10.10.50.1,Normal
2024-03-25 15:58:40,10.10.8.102,outlook.office365.com,A,93.184.169.126,10.10.50.1,Normal
2024-03-05 08:14:24,10.10.5.103,www.salesforce.com,A,93.184.176.16,10.10.50.1,Normal
2024-03-01 08:32:37,10.10.1.102,www.google.com,A,93.184.90.18,10.10.50.1,Normal
2024-03-29 16:53:59,10.10.3.101,www.dropbox.com,A,93.184.40.130,10.10.50.1,Normal
2024-03-01 09:43:37,10.10.2.102,portal.azure.com,A,93.184.90.133,10.10.50.1,Normal
2024-03-12 08:20:07,10.10.8.103,portal.azure.com,A,93.184.82.76,10.10.50.1,Normal
2024-03-23 15:44:03,10.10.3.104,github.com,A,93.184.87.189,10.10.50.1,Normal
2024-03-20 09:33:52,10.10.2.107,portal.azure.com,A,93.184.6.173,10.10.50.1,Normal
2024-03-20 13:58:38,10.10.6.101,slack.com,A,93.184.89.77,10.10.50.1,Normal
2024-03-30 17:38:11,10.10.7.101,www.office.com,A,93.184.19.151,10.10.50.1,Normal
2024-03-14 11:50:44,10.10.2.105,portal.azure.com,A,93.184.98.159,10.10.50.1,Normal
2024-03-23 12:58:31,10.10.4.103,www.dropbox.com,A,93.184.77.95,10.10.50.1,Normal
2024-03-22 10:16:00,10.10.5.102,www.google.com,A,93.184.118.196,10.10.50.1,Normal
2024-03-13 09:37:12,10.10.6.103,www.dropbox.com,A,93.184.194.129,10.10.50.1,Normal
2024-03-07 15:00:38,10.10.4.103,www.office.com,A,93.184.194.126,10.10.50.1,Normal
2024-03-20 11:18:44,10.10.6.101,trello.com,A,93.184.148.146,10.10.50.1,Normal
2024-03-25 14:48:50,10.10.2.107,teams.microsoft.com,A,93.184.166.177,10.10.50.1,Normal
2024-03-08 16:38:08,10.10.4.102,www.dropbox.com,A,93.184.57.177,10.10.50.1,Normal
2024-03-19 15:56:02,10.10.3.104,trello.com,A,93.184.78.163,10.10.50.1,Normal
2024-03-16 09:09:35,10.10.6.106,slack.com,A,93.184.49.189,10.10.50.1,Normal
2024-03-06 11:12:35,10.10.9.103,www.microsoft.com,A,93.184.157.186,10.10.50.1,Normal
2024-03-07 08:43:19,10.10.4.102,www.office.com,A,93.184.199.161,10.10.50.1,Normal
2024-03-21 10:19:53,10.10.7.103,teams.microsoft.com,A,93.184.77.54,10.10.50.1,Normal
2024-03-07 10:43:12,10.10.3.101,portal.azure.com,A,93.184.115.56,10.10.50.1,Normal
2024-03-24 11:56:16,10.10.3.102,trello.com,A,93.184.90.77,10.10.50.1,Normal
2024-03-21 17:41:33,10.10.6.101,teams.microsoft.com,A,93.184.165.191,10.10.50.1,Normal
2024-03-15 14:25:14,10.10.5.106,docs.microsoft.com,A,93.184.145.15,10.10.50.1,Normal
2024-03-23 11:37:33,10.10.9.102,www.salesforce.com,A,93.184.5.60,10.10.50.1,Normal
2024-03-23 13:36:06,10.10.9.102,slack.com,A,93.184.74.103,10.10.50.1,Normal
2024-03-22 09:02:47,10.10.7.102,www.office.com,A,93.184.197.74,10.10.50.1,Normal
2024-03-15 12:01:34,10.10.6.101,slack.com,A,93.184.93.185,10.10.50.1,Normal
2024-03-04 14:27:53,10.10.2.106,stackoverflow.com,A,93.184.101.116,10.10.50.1,Normal
2024-03-01 11:25:19,10.10.2.107,teams.microsoft.com,A,93.184.132.11,10.10.50.1,Normal
2024-03-25 11:12:55,10.10.5.104,outlook.office365.com,A,93.184.104.41,10.10.50.1,Normal
2024-03-22 11:08:19,10.10.8.105,docs.microsoft.com,A,93.184.30.85,10.10.50.1,Normal
2024-03-28 12:33:15,10.10.5.101,slack.com,A,93.184.189.142,10.10.50.1,Normal
2024-03-13 16:47:55,10.10.2.103,www.salesforce.com,A,93.184.107.173,10.10.50.1,Normal
2024-03-02 08:01:47,10.10.4.103,www.microsoft.com,A,93.184.180.72,10.10.50.1,Normal
2024-03-27 16:52:20,10.10.8.105,www.google.com,A,93.184.172.157,10.10.50.1,Normal
2024-03-22 09:45:00,10.10.5.101,www.linkedin.com,A,93.184.25.190,10.10.50.1,Normal
2024-03-23 15:14:38,10.10.6.103,teams.microsoft.com,A,93.184.6.35,10.10.50.1,Normal
2024-03-22 13:33:01,10.10.6.105,portal.azure.com,A,93.184.71.194,10.10.50.1,Normal
2024-03-22 08:26:13,10.10.5.105,www.linkedin.com,A,93.184.4.57,10.10.50.1,Normal
2024-03-13 11:02:18,10.10.2.102,www.dropbox.com,A,93.184.51.171,10.10.50.1,Normal
2024-03-13 17:59:37,10.10.2.101,teams.microsoft.com,A,93.184.101.165,10.10.50.1,Normal
2024-03-26 10:28:09,10.10.7.102,github.com,A,93.184.114.59,10.10.50.1,Normal
2024-03-02 09:44:12,10.10.2.106,outlook.office365.com,A,93.184.146.110,10.10.50.1,Normal
2024-03-09 10:19:06,10.10.6.103,stackoverflow.com,A,93.184.49.42,10.10.50.1,Normal
2024-03-23 13:24:05,10.10.4.102,www.microsoft.com,A,93.184.172.189,10.10.50.1,Normal
2024-03-22 13:45:02,10.10.6.102,slack.com,A,93.184.115.99,10.10.50.1,Normal
2024-03-29 12:47:51,10.10.4.101,trello.com,A,93.184.78.8,10.10.50.1,Normal
2024-03-06 14:27:03,10.10.8.103,www.google.com,A,93.184.79.195,10.10.50.1,Normal
2024-03-23 16:47:37,10.10.9.101,teams.microsoft.com,A,93.184.40.18,10.10.50.1,Normal
2024-03-17 14:41:32,10.10.2.104,docs.microsoft.com,A,93.184.34.30,10.10.50.1,Normal
2024-03-17 15:29:40,10.10.4.103,www.linkedin.com,A,93.184.123.120,10.10.50.1,Normal
2024-03-20 15:15:55,10.10.8.101,www.dropbox.com,A,93.184.126.82,10.10.50.1,Normal
2024-03-11 12:58:58,10.10.6.101,docs.microsoft.com,A,93.184.10.142,10.10.50.1,Normal
2024-03-26 08:08:03,10.10.5.109,portal.azure.com,A,93.184.154.174,10.10.50.1,Normal
2024-03-11 16:26:47,10.10.6.103,www.salesforce.com,A,93.184.148.82,10.10.50.1,Normal
2024-03-30 09:17:24,10.10.1.101,www.google.com,A,93.184.10.99,10.10.50.1,Normal
2024-03-04 15:31:38,10.10.5.101,www.salesforce.com,A,93.184.132.147,10.10.50.1,Normal
2024-03-15 09:59:52,10.10.1.102,slack.com,A,93.184.160.73,10.10.50.1,Normal
2024-03-16 16:51:03,10.10.2.106,www.microsoft.com,A,93.184.52.168,10.10.50.1,Normal
2024-03-18 17:42:50,10.10.8.102,trello.com,A,93.184.76.149,10.10.50.1,Normal
2024-03-05 17:01:46,10.10.2.102,stackoverflow.com,A,93.184.185.154,10.10.50.1,Normal
2024-03-13 12:38:35,10.10.5.104,portal.azure.com,A,93.184.22.89,10.10.50.1,Normal
2024-03-16 09:15:49,10.10.6.102,www.salesforce.com,A,93.184.138.63,10.10.50.1,Normal
2024-03-30 09:18:05,10.10.6.102,www.salesforce.com,A,93.184.135.8,10.10.50.1,Normal
2024-03-07 12:13:25,10.10.2.105,github.com,A,93.184.190.161,10.10.50.1,Normal
2024-03-02 15:40:41,10.10.3.102,www.salesforce.com,A,93.184.126.8,10.10.50.1,Normal
2024-03-22 11:14:54,10.10.1.105,teams.microsoft.com,A,93.184.20.108,10.10.50.1,Normal
2024-03-14 12:37:02,10.10.2.101,zoom.us,A,93.184.175.154,10.10.50.1,Normal
2024-03-02 08:56:12,10.10.1.105,www.linkedin.com,A,93.184.138.97,10.10.50.1,Normal
2024-03-24 09:10:25,10.10.3.104,www.google.com,A,93.184.9.199,10.10.50.1,Normal
2024-03-07 16:59:11,10.10.4.104,www.salesforce.com,A,93.184.87.119,10.10.50.1,Normal
2024-03-05 11:36:59,10.10.8.101,www.google.com,A,93.184.72.79,10.10.50.1,Normal
2024-03-19 12:21:33,10.10.1.101,www.office.com,A,93.184.12.145,10.10.50.1,Normal
2024-03-30 17:13:10,10.10.3.105,github.com,A,93.184.158.200,10.10.50.1,Normal
2024-03-02 14:53:08,10.10.9.101,www.office.com,A,93.184.21.177,10.10.50.1,Normal
2024-03-18 13:29:04,10.10.6.103,trello.com,A,93.184.15.194,10.10.50.1,Normal
2024-03-16 08:46:16,10.10.2.103,github.com,A,93.184.78.177,10.10.50.1,Normal
2024-03-09 13:09:25,10.10.8.102,www.google.com,A,93.184.185.25,10.10.50.1,Normal
2024-03-20 16:13:23,10.10.5.107,github.com,A,93.184.74.109,10.10.50.1,Normal
2024-03-24 08:28:43,10.10.1.105,www.dropbox.com,A,93.184.196.157,10.10.50.1,Normal
2024-03-02 08:41:03,10.10.6.103,docs.microsoft.com,A,93.184.98.91,10.10.50.1,Normal
2024-03-23 08:03:29,10.10.8.102,www.dropbox.com,A,93.184.45.137,10.10.50.1,Normal
2024-03-26 09:03:00,10.10.5.104,www.salesforce.com,A,93.184.37.74,10.10.50.1,Normal
2024-03-26 14:24:14,10.10.7.101,portal.azure.com,A,93.184.61.8,10.10.50.1,Normal
2024-03-14 14:37:01,10.10.2.101,www.salesforce.com,A,93.184.84.68,10.10.50.1,Normal
2024-03-29 17:54:09,10.10.6.102,trello.com,A,93.184.13.114,10.10.50.1,Normal
2024-03-23 11:57:43,10.10.2.105,www.dropbox.com,A,93.184.115.136,10.10.50.1,Normal
2024-03-21 17:32:31,10.10.5.103,www.google.com,A,93.184.83.33,10.10.50.1,Normal
2024-03-27 17:13:08,10.10.4.103,www.microsoft.com,A,93.184.11.66,10.10.50.1,Normal
2024-03-17 15:14:46,10.10.4.102,www.dropbox.com,A,93.184.48.143,10.10.50.1,Normal
2024-03-10 13:53:56,10.10.4.103,www.office.com,A,93.184.107.70,10.10.50.1,Normal
2024-03-22 17:30:49,10.10.6.102,zoom.us,A,93.184.117.13,10.10.50.1,Normal
2024-03-29 11:00:14,10.10.4.102,portal.azure.com,A,93.184.99.103,10.10.50.1,Normal
2024-03-03 15:05:23,10.10.2.102,www.linkedin.com,A,93.184.122.123,10.10.50.1,Normal
2024-03-30 09:29:28,10.10.9.102,slack.com,A,93.184.45.129,10.10.50.1,Normal
2024-03-01 09:51:52,10.10.3.101,outlook.office365.com,A,93.184.165.43,10.10.50.1,Normal
2024-03-03 13:59:20,10.10.6.103,github.com,A,93.184.130.68,10.10.50.1,Normal
2024-03-26 11:14:56,10.10.1.105,www.microsoft.com,A,93.184.91.72,10.10.50.1,Normal
2024-03-13 15:25:21,10.10.6.106,zoom.us,A,93.184.71.19,10.10.50.1,Normal
2024-03-23 09:43:21,10.10.6.101,slack.com,A,93.184.156.171,10.10.50.1,Normal
2024-03-14 12:02:14,10.10.8.101,www.office.com,A,93.184.134.187,10.10.50.1,Normal
2024-03-27 15:51:29,10.10.2.104,www.office.com,A,93.184.10.49,10.10.50.1,Normal
2024-03-05 08:49:46,10.10.6.101,www.office.com,A,93.184.65.41,10.10.50.1,Normal
2024-03-20 15:08:41,10.10.1.105,www.dropbox.com,A,93.184.34.136,10.10.50.1,Normal
2024-03-20 16:16:40,10.10.8.102,trello.com,A,93.184.165.198,10.10.50.1,Normal
2024-03-17 13:48:41,10.10.2.106,www.salesforce.com,A,93.184.122.99,10.10.50.1,Normal
2024-03-22 13:26:49,10.10.6.104,trello.com,A,93.184.140.173,10.10.50.1,Normal
2024-03-28 11:34:03,10.10.1.102,www.google.com,A,93.184.123.77,10.10.50.1,Normal
2024-03-01 12:22:57,10.10.3.102,stackoverflow.com,A,93.184.160.144,10.10.50.1,Normal
2024-03-11 11:46:24,10.10.8.104,www.microsoft.com,A,93.184.96.131,10.10.50.1,Normal
2024-03-07 14:40:24,10.10.6.106,zoom.us,A,93.184.61.137,10.10.50.1,Normal
2024-03-23 09:02:07,10.10.5.103,www.linkedin.com,A,93.184.67.188,10.10.50.1,Normal
2024-03-20 17:06:36,10.10.4.105,www.dropbox.com,A,93.184.94.100,10.10.50.1,Normal
2024-03-29 12:19:33,10.10.1.101,outlook.office365.com,A,93.184.30.55,10.10.50.1,Normal
2024-03-03 17:06:17,10.10.6.106,www.office.com,A,93.184.22.43,10.10.50.1,Normal
2024-03-16 14:51:31,10.10.9.101,portal.azure.com,A,93.184.200.163,10.10.50.1,Normal
2024-03-04 16:26:07,10.10.6.105,docs.microsoft.com,A,93.184.126.137,10.10.50.1,Normal
2024-03-19 13:21:55,10.10.6.106,www.microsoft.com,A,93.184.181.106,10.10.50.1,Normal
2024-03-15 11:02:10,10.10.2.105,teams.microsoft.com,A,93.184.64.108,10.10.50.1,Normal
2024-03-24 15:59:00,10.10.1.103,slack.com,A,93.184.23.116,10.10.50.1,Normal
2024-03-29 10:35:05,10.10.2.104,www.dropbox.com,A,93.184.94.135,10.10.50.1,Normal
2024-03-19 14:02:56,10.10.2.101,www.dropbox.com,A,93.184.107.70,10.10.50.1,Normal
2024-03-08 15:56:44,10.10.8.103,www.google.com,A,93.184.155.188,10.10.50.1,Normal
2024-03-12 10:42:40,10.10.9.102,www.salesforce.com,A,93.184.144.141,10.10.50.1,Normal
2024-03-12 13:18:53,10.10.3.104,www.dropbox.com,A,93.184.191.53,10.10.50.1,Normal
