timestamp,event_id,event_name,user,host,src_ip,script_block,script_block_id,path,category
2024-03-18 14:36:45,4104,ScriptBlockLogging,jrivera,WIN-EXEC-003,10.10.7.103,Get-WmiObject Win32_OperatingSystem,block_69220,Console,Normal
2024-03-07 16:36:27,4104,ScriptBlockLogging,glewis,WIN-FIN-007,10.10.2.107,Get-NetAdapter,block_74167,Console,Normal
2024-03-01 15:08:03,4104,ScriptBlockLogging,cwhite,WIN-FIN-003,10.10.2.103,Get-EventLog -LogName System -Newest 50,block_41764,Console,Normal
2024-03-28 13:25:34,4104,ScriptBlockLogging,hmurphy,WIN-EXEC-001,10.10.7.101,Get-ChildItem -Path C:\Users -Recurse,block_93704,Console,Normal
2024-03-06 10:18:58,4104,ScriptBlockLogging,jsmith,WIN-HR-001,10.10.1.101,Set-Location C:\Users,block_48607,Console,Normal
2024-03-11 16:59:24,4104,ScriptBlockLogging,nnelson,WIN-SOC-002,10.10.4.102,Get-WmiObject Win32_OperatingSystem,block_75811,Console,Normal
2024-03-21 17:35:33,4104,ScriptBlockLogging,lward,WIN-OPS-002,10.10.8.102,Get-ADUser -Filter *,block_82161,Console,Normal
2024-03-29 09:05:43,4104,ScriptBlockLogging,gbell,WIN-MKT-006,10.10.6.106,Get-Process,block_27635,Console,Normal
2024-03-15 14:03:28,4104,ScriptBlockLogging,svc_splunk,DC-PRIMARY-001,10.10.50.1,Get-EventLog -LogName System -Newest 50,block_60670,Console,Normal
2024-03-30 09:12:00,4104,ScriptBlockLogging,svc_splunk,DC-PRIMARY-001,10.10.50.1,Get-Service,block_68855,Console,Normal
2024-03-20 12:25:44,4104,ScriptBlockLogging,nnelson,WIN-SOC-002,10.10.4.102,Get-EventLog -LogName System -Newest 50,block_36940,Console,Normal
2024-03-26 08:11:57,4104,ScriptBlockLogging,wevans,WIN-SALES-006,10.10.5.106,Get-Service,block_71015,Console,Normal
2024-03-23 13:59:44,4104,ScriptBlockLogging,kjones,WIN-HR-005,10.10.1.105,Start-Service -Name Spooler,block_26585,Console,Normal
2024-03-28 14:58:57,4104,ScriptBlockLogging,qkelly,WIN-RD-002,10.10.9.102,Get-EventLog -LogName System -Newest 50,block_73387,Console,Normal
2024-03-16 16:29:42,4104,ScriptBlockLogging,gbell,WIN-MKT-006,10.10.6.106,Get-Process,block_39466,Console,Normal
2024-03-17 15:30:13,4104,ScriptBlockLogging,svc_splunk,DC-PRIMARY-001,10.10.50.1,Start-Service -Name Spooler,block_94908,Console,Normal
2024-03-29 14:01:49,4104,ScriptBlockLogging,crogers,WIN-MKT-002,10.10.6.102,Get-EventLog -LogName System -Newest 50,block_51645,Console,Normal
2024-03-02 10:05:36,4104,ScriptBlockLogging,kjones,WIN-HR-005,10.10.1.105,Get-NetAdapter,block_44072,Console,Normal
2024-03-11 12:34:49,4104,ScriptBlockLogging,ptaylor,WIN-HR-003,10.10.1.103,Set-Location C:\Users,block_14764,Console,Normal
2024-03-03 08:03:29,4104,ScriptBlockLogging,ibailey,WIN-EXEC-002,10.10.7.102,Get-NetAdapter,block_43432,Console,Normal
2024-03-25 15:10:13,4104,ScriptBlockLogging,qperez,WIN-SOC-005,10.10.4.105,Get-EventLog -LogName System -Newest 50,block_64613,Console,Normal
2024-03-21 17:26:38,4104,ScriptBlockLogging,kgreen,WIN-IT-004,10.10.3.104,Get-NetAdapter,block_34980,Console,Normal
2024-03-07 10:15:10,4104,ScriptBlockLogging,gbell,WIN-MKT-006,10.10.6.106,Get-ChildItem -Path C:\Users -Recurse,block_82603,Console,Normal
2024-03-06 17:26:20,4104,ScriptBlockLogging,ptaylor,WIN-HR-003,10.10.1.103,Get-EventLog -LogName System -Newest 50,block_13398,Console,Normal
2024-03-27 13:43:01,4104,ScriptBlockLogging,wevans,WIN-SALES-006,10.10.5.106,Set-Location C:\Users,block_14292,Console,Normal
2024-03-20 17:30:41,4104,ScriptBlockLogging,sprice,WIN-RD-004,10.10.9.104,Get-ChildItem -Path C:\Users -Recurse,block_52323,Console,Normal
2024-03-04 10:14:44,4104,ScriptBlockLogging,svc_splunk,DC-PRIMARY-001,10.10.50.1,Set-Location C:\Users,block_32637,Console,Normal
2024-03-03 10:59:58,4104,ScriptBlockLogging,nwood,WIN-OPS-004,10.10.8.104,Get-ChildItem -Path C:\Users -Recurse,block_40689,Console,Normal
2024-03-30 08:26:10,4104,ScriptBlockLogging,sprice,WIN-RD-004,10.10.9.104,Get-Service,block_92084,Console,Normal
2024-03-24 15:41:41,4104,ScriptBlockLogging,zstewart,WIN-SALES-009,10.10.5.109,Invoke-WebRequest -Uri https://www.microsoft.com,block_94390,Console,Normal
2024-03-13 15:58:29,4104,ScriptBlockLogging,svc_antivirus,DC-PRIMARY-001,10.10.50.1,Get-ADUser -Filter *,block_58354,Console,Normal
2024-03-03 09:35:42,4104,ScriptBlockLogging,svc_backup,DC-PRIMARY-001,10.10.50.1,Get-Service,block_82988,Console,Normal
2024-03-21 12:06:48,4104,ScriptBlockLogging,mbaker,WIN-SOC-001,10.10.4.101,Get-EventLog -LogName System -Newest 50,block_73888,Console,Normal
2024-03-22 17:30:32,4104,ScriptBlockLogging,vparker,WIN-SALES-005,10.10.5.105,Get-ADUser -Filter *,block_85983,Console,Normal
2024-03-23 13:13:08,4104,ScriptBlockLogging,kgreen,WIN-IT-004,10.10.3.104,Get-Process,block_23132,Console,Normal
2024-03-07 13:02:28,4104,ScriptBlockLogging,qperez,WIN-SOC-005,10.10.4.105,Get-NetAdapter,block_89868,Console,Normal
2024-03-27 09:07:54,4104,ScriptBlockLogging,asanchez,WIN-SALES-010,10.10.5.110,Get-ChildItem -Path C:\Users -Recurse,block_42924,Console,Normal
2024-03-04 11:38:20,4104,ScriptBlockLogging,pmitchell,WIN-SOC-004,10.10.4.104,Get-Process,block_82530,Console,Normal
2024-03-22 12:49:09,4104,ScriptBlockLogging,mbaker,WIN-SOC-001,10.10.4.101,Get-ChildItem -Path C:\Users -Recurse,block_38001,Console,Normal
2024-03-19 13:30:54,4104,ScriptBlockLogging,tphillips,WIN-SALES-003,10.10.5.103,Set-Location C:\Users,block_35719,Console,Normal
2024-03-24 16:22:20,4104,ScriptBlockLogging,qkelly,WIN-RD-002,10.10.9.102,Set-Location C:\Users,block_67326,Console,Normal
2024-03-24 08:07:14,4104,ScriptBlockLogging,vparker,WIN-SALES-005,10.10.5.105,Get-Service,block_64506,Console,Normal
2024-03-18 15:34:03,4104,ScriptBlockLogging,lward,WIN-OPS-002,10.10.8.102,Get-ADUser -Filter *,block_39820,Console,Normal
2024-03-30 14:30:01,4104,ScriptBlockLogging,kjones,WIN-HR-005,10.10.1.105,Get-WmiObject Win32_OperatingSystem,block_85037,Console,Normal
2024-03-16 15:10:03,4104,ScriptBlockLogging,kcox,WIN-OPS-001,10.10.8.101,Get-NetAdapter,block_11050,Console,Normal
2024-03-30 10:07:03,4104,ScriptBlockLogging,zstewart,WIN-SALES-009,10.10.5.109,Get-Service,block_47843,Console,Normal
2024-03-17 16:46:04,4104,ScriptBlockLogging,nwood,WIN-OPS-004,10.10.8.104,Get-ChildItem -Path C:\Users -Recurse,block_58673,Console,Normal
2024-03-26 12:45:51,4104,ScriptBlockLogging,dreed,WIN-MKT-003,10.10.6.103,Get-EventLog -LogName System -Newest 50,block_65919,Console,Normal
2024-03-16 12:10:13,4104,ScriptBlockLogging,yedwards,WIN-SALES-008,10.10.5.108,Get-ADUser -Filter *,block_59925,Console,Normal
2024-03-23 13:18:43,4104,ScriptBlockLogging,iwalker,WIN-IT-002,10.10.3.102,Get-EventLog -LogName System -Newest 50,block_87564,Console,Normal
2024-03-11 12:44:44,4104,ScriptBlockLogging,cwhite,WIN-FIN-003,10.10.2.103,Invoke-WebRequest -Uri https://www.microsoft.com,block_75500,Console,Normal
2024-03-10 10:42:11,4104,ScriptBlockLogging,da_iwalker,WIN-IT-002,10.10.3.102,Invoke-WebRequest -Uri https://www.microsoft.com,block_66159,Console,Normal
2024-03-26 15:53:43,4104,ScriptBlockLogging,mbaker,WIN-SOC-001,10.10.4.101,Get-Service,block_63769,Console,Normal
2024-03-28 12:12:53,4104,ScriptBlockLogging,ecook,WIN-MKT-004,10.10.6.104,Invoke-WebRequest -Uri https://www.microsoft.com,block_47411,Console,Normal
2024-03-11 15:00:37,4104,ScriptBlockLogging,rroberts,WIN-SALES-001,10.10.5.101,Get-EventLog -LogName System -Newest 50,block_52690,Console,Normal
2024-03-30 13:03:41,4104,ScriptBlockLogging,pmitchell,WIN-SOC-004,10.10.4.104,Invoke-WebRequest -Uri https://www.microsoft.com,block_95270,Console,Normal
2024-03-28 12:06:56,4104,ScriptBlockLogging,amartin,WIN-FIN-002,10.10.2.102,Get-Service,block_57442,Console,Normal
2024-03-23 09:52:10,4104,ScriptBlockLogging,fclark,WIN-FIN-006,10.10.2.106,Get-NetAdapter,block_17937,Console,Normal
2024-03-23 13:48:35,4104,ScriptBlockLogging,ucampbell,WIN-SALES-004,10.10.5.104,Set-Location C:\Users,block_40696,Console,Normal
2024-03-30 17:40:12,4104,ScriptBlockLogging,fclark,WIN-FIN-006,10.10.2.106,Get-EventLog -LogName System -Newest 50,block_39130,Console,Normal
2024-03-19 14:22:47,4104,ScriptBlockLogging,mbaker,WIN-SOC-001,10.10.4.101,Get-Service,block_69320,Console,Normal
2024-03-19 16:16:57,4104,ScriptBlockLogging,amartin,WIN-FIN-002,10.10.2.102,Set-Location C:\Users,block_17268,Console,Normal
2024-03-02 16:08:59,4104,ScriptBlockLogging,zstewart,WIN-SALES-009,10.10.5.109,Get-EventLog -LogName System -Newest 50,block_42419,Console,Normal
2024-03-08 12:59:36,4104,ScriptBlockLogging,Administrator,DC-PRIMARY-001,10.10.50.1,Invoke-WebRequest -Uri https://www.microsoft.com,block_38376,Console,Normal
2024-03-10 11:45:42,4104,ScriptBlockLogging,sprice,WIN-RD-004,10.10.9.104,Get-Service,block_45958,Console,Normal
2024-03-10 09:27:46,4104,ScriptBlockLogging,nnelson,WIN-SOC-002,10.10.4.102,Get-EventLog -LogName System -Newest 50,block_21508,Console,Normal
2024-03-09 15:03:40,4104,ScriptBlockLogging,kcox,WIN-OPS-001,10.10.8.101,Set-Location C:\Users,block_37274,Console,Normal
2024-03-01 12:34:35,4104,ScriptBlockLogging,svc_splunk,DC-PRIMARY-001,10.10.50.1,Set-Location C:\Users,block_43307,Console,Normal
2024-03-25 13:37:26,4104,ScriptBlockLogging,kgreen,WIN-IT-004,10.10.3.104,Get-Service,block_56030,Console,Normal
2024-03-08 14:14:38,4104,ScriptBlockLogging,owatson,WIN-OPS-005,10.10.8.105,Start-Service -Name Spooler,block_36111,Console,Normal
2024-03-18 15:54:11,4104,ScriptBlockLogging,kgreen,WIN-IT-004,10.10.3.104,Get-Process,block_39310,Console,Normal
2024-03-14 17:55:17,4104,ScriptBlockLogging,jscott,WIN-IT-003,10.10.3.103,Get-ChildItem -Path C:\Users -Recurse,block_69226,Console,Normal
2024-03-29 17:23:30,4104,ScriptBlockLogging,da_iwalker,WIN-IT-002,10.10.3.102,Start-Service -Name Spooler,block_85701,Console,Normal
2024-03-08 14:32:31,4104,ScriptBlockLogging,rsanders,WIN-RD-003,10.10.9.103,Get-Process,block_20138,Console,Normal
2024-03-24 15:38:53,4104,ScriptBlockLogging,kgreen,WIN-IT-004,10.10.3.104,Get-Process,block_39140,Console,Normal
2024-03-07 17:48:15,4104,ScriptBlockLogging,glewis,WIN-FIN-007,10.10.2.107,Get-NetAdapter,block_44054,Console,Normal
2024-03-16 13:39:04,4104,ScriptBlockLogging,sprice,WIN-RD-004,10.10.9.104,Get-EventLog -LogName System -Newest 50,block_18440,Console,Normal
2024-03-06 13:45:53,4104,ScriptBlockLogging,qperez,WIN-SOC-005,10.10.4.105,Get-Process,block_71689,Console,Normal
2024-03-25 12:32:38,4104,ScriptBlockLogging,ladams,WIN-IT-005,10.10.3.105,Get-EventLog -LogName System -Newest 50,block_22127,Console,Normal
2024-03-29 14:36:20,4104,ScriptBlockLogging,xcollins,WIN-SALES-007,10.10.5.107,Get-ADUser -Filter *,block_24313,Console,Normal
2024-03-27 10:02:00,4104,ScriptBlockLogging,mbaker,WIN-SOC-001,10.10.4.101,Get-ADUser -Filter *,block_66666,Console,Normal
2024-03-18 11:55:37,4104,ScriptBlockLogging,crogers,WIN-MKT-002,10.10.6.102,Get-WmiObject Win32_OperatingSystem,block_73491,Console,Normal
2024-03-10 12:31:48,4104,ScriptBlockLogging,hmurphy,WIN-EXEC-001,10.10.7.101,Get-NetAdapter,block_34937,Console,Normal
2024-03-09 11:35:35,4104,ScriptBlockLogging,owatson,WIN-OPS-005,10.10.8.105,Get-ChildItem -Path C:\Users -Recurse,block_54295,Console,Normal
2024-03-18 17:27:38,4104,ScriptBlockLogging,qkelly,WIN-RD-002,10.10.9.102,Get-WmiObject Win32_OperatingSystem,block_71651,Console,Normal
2024-03-26 14:29:05,4104,ScriptBlockLogging,da_iwalker,WIN-IT-002,10.10.3.102,Get-ADUser -Filter *,block_32452,Console,Normal
2024-03-13 12:19:46,4104,ScriptBlockLogging,da_hrobinson,WIN-IT-001,10.10.3.101,Start-Service -Name Spooler,block_61211,Console,Normal
2024-03-08 12:56:44,4104,ScriptBlockLogging,hmurphy,WIN-EXEC-001,10.10.7.101,Set-Location C:\Users,block_92471,Console,Normal
2024-03-27 11:43:53,4104,ScriptBlockLogging,ocarter,WIN-SOC-003,10.10.4.103,Set-Location C:\Users,block_61376,Console,Normal
2024-03-24 13:21:15,4104,ScriptBlockLogging,zstewart,WIN-SALES-009,10.10.5.109,Get-NetAdapter,block_57681,Console,Normal
2024-03-09 14:23:29,4104,ScriptBlockLogging,sturner,WIN-SALES-002,10.10.5.102,Start-Service -Name Spooler,block_26791,Console,Normal
2024-03-09 12:11:45,4104,ScriptBlockLogging,mrichardson,WIN-OPS-003,10.10.8.103,Set-Location C:\Users,block_85135,Console,Normal
2024-03-11 13:32:06,4104,ScriptBlockLogging,svc_splunk,DC-PRIMARY-001,10.10.50.1,Get-ADUser -Filter *,block_37513,Console,Normal
2024-03-21 17:34:00,4104,ScriptBlockLogging,iwalker,WIN-IT-002,10.10.3.102,Get-ADUser -Filter *,block_77267,Console,Normal
2024-03-22 17:51:59,4104,ScriptBlockLogging,jscott,WIN-IT-003,10.10.3.103,Invoke-WebRequest -Uri https://www.microsoft.com,block_11802,Console,Normal
2024-03-01 08:15:17,4104,ScriptBlockLogging,amartin,WIN-FIN-002,10.10.2.102,Get-ChildItem -Path C:\Users -Recurse,block_48975,Console,Normal
2024-03-19 09:36:17,4104,ScriptBlockLogging,tphillips,WIN-SALES-003,10.10.5.103,Get-WmiObject Win32_OperatingSystem,block_33167,Console,Normal
2024-03-21 14:18:14,4104,ScriptBlockLogging,lbrown,WIN-HR-004,10.10.1.104,Get-ADUser -Filter *,block_16705,Console,Normal
2024-03-13 09:52:19,4104,ScriptBlockLogging,dlee,WIN-FIN-004,10.10.2.104,Get-NetAdapter,block_81079,Console,Normal
2024-03-24 10:57:22,4104,ScriptBlockLogging,da_hrobinson,WIN-IT-001,10.10.3.101,Set-Location C:\Users,block_39646,Console,Normal
2024-03-08 15:54:39,4104,ScriptBlockLogging,crogers,WIN-MKT-002,10.10.6.102,Get-ADUser -Filter *,block_97421,Console,Normal
2024-03-17 13:49:15,4104,ScriptBlockLogging,ucampbell,WIN-SALES-004,10.10.5.104,Get-WmiObject Win32_OperatingSystem,block_33086,Console,Normal
2024-03-11 16:50:25,4104,ScriptBlockLogging,xcollins,WIN-SALES-007,10.10.5.107,Get-Process,block_74420,Console,Normal
2024-03-05 15:06:13,4104,ScriptBlockLogging,jscott,WIN-IT-003,10.10.3.103,Get-WmiObject Win32_OperatingSystem,block_76782,Console,Normal
2024-03-30 12:25:56,4104,ScriptBlockLogging,owatson,WIN-OPS-005,10.10.8.105,Get-ChildItem -Path C:\Users -Recurse,block_42729,Console,Normal
2024-03-19 11:02:26,4104,ScriptBlockLogging,sturner,WIN-SALES-002,10.10.5.102,Start-Service -Name Spooler,block_23527,Console,Normal
2024-03-24 17:47:34,4104,ScriptBlockLogging,jsmith,WIN-HR-001,10.10.1.101,Get-ADUser -Filter *,block_13965,Console,Normal
2024-03-03 17:07:11,4104,ScriptBlockLogging,hrobinson,WIN-IT-001,10.10.3.101,Start-Service -Name Spooler,block_74075,Console,Normal
2024-03-09 17:58:41,4104,ScriptBlockLogging,ibailey,WIN-EXEC-002,10.10.7.102,Get-EventLog -LogName System -Newest 50,block_66987,Console,Normal
2024-03-30 14:06:26,4104,ScriptBlockLogging,kjones,WIN-HR-005,10.10.1.105,Get-ADUser -Filter *,block_22414,Console,Normal
