timestamp,user,share,file_path,action,size_bytes,src_ip,category
2024-03-27 08:43:20,pbrooks,\\FS-CORP-001\All,\\FS-CORP-001\All\document_747.pptx,Read,334318,10.10.9.101,Normal
2024-03-22 12:35:26,crogers,\\FS-CORP-001\All,\\FS-CORP-001\All\document_55.pptx,Delete,219823,10.10.6.102,Normal
2024-03-04 14:56:36,sprice,\\FS-CORP-001\Sales,\\FS-CORP-001\Sales\document_608.pdf,Rename,455981,10.10.9.104,Normal
2024-03-12 14:47:10,qperez,\\FS-CORP-001\All,\\FS-CORP-001\All\document_7.docx,Create,376884,10.10.4.105,Normal
2024-03-16 16:03:13,kgreen,\\FS-CORP-001\All,\\FS-CORP-001\All\document_922.xlsx,Write,331724,10.10.3.104,Normal
2024-03-12 15:33:04,pmitchell,\\FS-CORP-001\HR,\\FS-CORP-001\HR\document_487.csv,Delete,18407,10.10.4.104,Normal
2024-03-29 14:50:27,jrivera,\\FS-CORP-001\All,\\FS-CORP-001\All\document_743.pptx,Read,383472,10.10.7.103,Normal
2024-03-08 08:44:00,jscott,\\FS-CORP-001\HR,\\FS-CORP-001\HR\document_277.docx,Delete,181758,10.10.3.103,Normal
2024-03-03 08:38:58,hrobinson,\\FS-CORP-001\Finance,\\FS-CORP-001\Finance\document_704.xlsx,Create,417928,10.10.3.101,Normal
2024-03-11 17:41:11,glewis,\\FS-CORP-001\All,\\FS-CORP-001\All\document_37.csv,Rename,372785,10.10.2.107,Normal
2024-03-22 09:53:14,mbaker,\\FS-CORP-001\Marketing,\\FS-CORP-001\Marketing\document_438.docx,Create,241680,10.10.4.101,Normal
2024-03-25 09:12:15,hmurphy,\\FS-CORP-001\IT,\\FS-CORP-001\IT\document_322.docx,Write,172283,10.10.7.101,Normal
2024-03-17 15:25:00,kgreen,\\FS-CORP-001\Finance,\\FS-CORP-001\Finance\document_229.pdf,Rename,339385,10.10.3.104,Normal
2024-03-19 12:07:55,xcollins,\\FS-CORP-001\Finance,\\FS-CORP-001\Finance\document_810.txt,Read,348385,10.10.5.107,Normal
2024-03-09 08:03:51,pmitchell,\\FS-CORP-001\Finance,\\FS-CORP-001\Finance\document_901.docx,Delete,174889,10.10.4.104,Normal
2024-03-27 08:50:22,ocarter,\\FS-CORP-001\All,\\FS-CORP-001\All\document_694.pdf,Create,116989,10.10.4.103,Normal
2024-03-24 15:01:21,dreed,\\FS-CORP-001\IT,\\FS-CORP-001\IT\document_244.docx,Create,393149,10.10.6.103,Normal
2024-03-23 08:15:11,ocarter,\\FS-CORP-001\Sales,\\FS-CORP-001\Sales\document_631.docx,Write,444144,10.10.4.103,Normal
2024-03-02 16:19:51,asanchez,\\FS-CORP-001\Marketing,\\FS-CORP-001\Marketing\document_979.docx,Read,411224,10.10.5.110,Normal
2024-03-22 16:13:15,gbell,\\FS-CORP-001\Finance,\\FS-CORP-001\Finance\document_689.xlsx,Delete,57495,10.10.6.106,Normal
2024-03-25 14:05:47,pbrooks,\\FS-CORP-001\HR,\\FS-CORP-001\HR\document_842.txt,Rename,417886,10.10.9.101,Normal
2024-03-18 12:18:53,ptaylor,\\FS-CORP-001\Marketing,\\FS-CORP-001\Marketing\document_483.pdf,Delete,52166,10.10.1.103,Normal
2024-03-16 08:35:54,jscott,\\FS-CORP-001\Marketing,\\FS-CORP-001\Marketing\document_676.txt,Read,387127,10.10.3.103,Normal
2024-03-07 14:16:48,pmitchell,\\FS-CORP-001\IT,\\FS-CORP-001\IT\document_587.pptx,Create,493868,10.10.4.104,Normal
2024-03-21 11:37:24,ocarter,\\FS-CORP-001\HR,\\FS-CORP-001\HR\document_492.csv,Rename,51624,10.10.4.103,Normal
2024-03-22 08:24:06,mbaker,\\FS-CORP-001\HR,\\FS-CORP-001\HR\document_605.xlsx,Read,132467,10.10.4.101,Normal
2024-03-20 09:16:04,dreed,\\FS-CORP-001\HR,\\FS-CORP-001\HR\document_905.xlsx,Delete,135567,10.10.6.103,Normal
2024-03-14 10:16:50,fmorgan,\\FS-CORP-001\Finance,\\FS-CORP-001\Finance\document_309.docx,Delete,297454,10.10.6.105,Normal
2024-03-13 09:06:24,vparker,\\FS-CORP-001\Sales,\\FS-CORP-001\Sales\document_247.docx,Rename,394548,10.10.5.105,Normal
2024-03-21 10:07:45,owatson,\\FS-CORP-001\All,\\FS-CORP-001\All\document_694.csv,Rename,116306,10.10.8.105,Normal
2024-03-19 09:52:15,amartin,\\FS-CORP-001\IT,\\FS-CORP-001\IT\document_208.txt,Delete,117902,10.10.2.102,Normal
2024-03-05 08:56:10,ucampbell,\\FS-CORP-001\IT,\\FS-CORP-001\IT\document_949.docx,Create,366581,10.10.5.104,Normal
2024-03-24 17:04:11,sturner,\\FS-CORP-001\Finance,\\FS-CORP-001\Finance\document_257.pptx,Rename,342710,10.10.5.102,Normal
2024-03-13 17:15:47,rsanders,\\FS-CORP-001\Sales,\\FS-CORP-001\Sales\document_772.pdf,Create,317322,10.10.9.103,Normal
2024-03-20 12:26:17,crogers,\\FS-CORP-001\Finance,\\FS-CORP-001\Finance\document_887.txt,Create,85655,10.10.6.102,Normal
2024-03-22 16:10:14,amartin,\\FS-CORP-001\All,\\FS-CORP-001\All\document_399.txt,Read,218620,10.10.2.102,Normal
2024-03-23 09:51:48,ladams,\\FS-CORP-001\Sales,\\FS-CORP-001\Sales\document_302.pptx,Rename,179419,10.10.3.105,Normal
2024-03-28 12:00:43,amartin,\\FS-CORP-001\Marketing,\\FS-CORP-001\Marketing\document_343.csv,Create,49471,10.10.2.102,Normal
2024-03-24 16:11:06,fmorgan,\\FS-CORP-001\Finance,\\FS-CORP-001\Finance\document_179.docx,Delete,353920,10.10.6.105,Normal
2024-03-29 13:41:48,dreed,\\FS-CORP-001\All,\\FS-CORP-001\All\document_893.csv,Read,377467,10.10.6.103,Normal
2024-03-20 11:43:46,vparker,\\FS-CORP-001\Marketing,\\FS-CORP-001\Marketing\document_604.txt,Rename,465560,10.10.5.105,Normal
2024-03-27 12:10:19,tphillips,\\FS-CORP-001\HR,\\FS-CORP-001\HR\document_394.docx,Write,354028,10.10.5.103,Normal
2024-03-04 16:12:32,amartin,\\FS-CORP-001\Marketing,\\FS-CORP-001\Marketing\document_824.pdf,Write,293720,10.10.2.102,Normal
2024-03-18 17:30:46,rsanders,\\FS-CORP-001\HR,\\FS-CORP-001\HR\document_974.pptx,Read,281282,10.10.9.103,Normal
2024-03-16 16:15:49,qkelly,\\FS-CORP-001\Marketing,\\FS-CORP-001\Marketing\document_593.xlsx,Write,415519,10.10.9.102,Normal
2024-03-02 15:20:14,iwalker,\\FS-CORP-001\Marketing,\\FS-CORP-001\Marketing\document_531.csv,Delete,305715,10.10.3.102,Normal
2024-03-25 14:28:31,kcox,\\FS-CORP-001\Sales,\\FS-CORP-001\Sales\document_746.csv,Delete,492111,10.10.8.101,Normal
2024-03-28 10:11:22,asanchez,\\FS-CORP-001\HR,\\FS-CORP-001\HR\document_935.txt,Write,55625,10.10.5.110,Normal
2024-03-17 15:01:44,zstewart,\\FS-CORP-001\HR,\\FS-CORP-001\HR\document_970.pptx,Write,479571,10.10.5.109,Normal
2024-03-04 10:28:27,kjones,\\FS-CORP-001\All,\\FS-CORP-001\All\document_933.pptx,Create,483876,10.10.1.105,Normal
2024-03-29 11:12:14,mbaker,\\FS-CORP-001\Marketing,\\FS-CORP-001\Marketing\document_110.pptx,Create,328581,10.10.4.101,Normal
2024-03-07 12:45:49,jscott,\\FS-CORP-001\Sales,\\FS-CORP-001\Sales\document_890.xlsx,Rename,406200,10.10.3.103,Normal
2024-03-07 17:30:08,bmorris,\\FS-CORP-001\Sales,\\FS-CORP-001\Sales\document_356.pptx,Rename,372198,10.10.6.101,Normal
2024-03-19 08:43:37,gbell,\\FS-CORP-001\All,\\FS-CORP-001\All\document_15.txt,Read,200688,10.10.6.106,Normal
2024-03-04 10:42:58,lbrown,\\FS-CORP-001\Sales,\\FS-CORP-001\Sales\document_744.docx,Rename,392322,10.10.1.104,Normal
2024-03-27 09:08:25,qperez,\\FS-CORP-001\All,\\FS-CORP-001\All\document_799.csv,Read,412358,10.10.4.105,Normal
2024-03-17 08:24:43,rthompson,\\FS-CORP-001\All,\\FS-CORP-001\All\document_313.csv,Read,286089,10.10.2.101,Normal
2024-03-27 08:18:36,kcox,\\FS-CORP-001\Marketing,\\FS-CORP-001\Marketing\document_13.pptx,Write,246275,10.10.8.101,Normal
2024-03-26 09:58:53,hmurphy,\\FS-CORP-001\HR,\\FS-CORP-001\HR\document_960.pptx,Read,392502,10.10.7.101,Normal
2024-03-27 11:05:31,jscott,\\FS-CORP-001\IT,\\FS-CORP-001\IT\document_10.csv,Delete,453901,10.10.3.103,Normal
2024-03-21 11:23:34,nwood,\\FS-CORP-001\Sales,\\FS-CORP-001\Sales\document_567.pptx,Delete,435716,10.10.8.104,Normal
2024-03-18 08:35:56,rsanders,\\FS-CORP-001\Sales,\\FS-CORP-001\Sales\document_185.txt,Read,260847,10.10.9.103,Normal
2024-03-27 11:30:54,xcollins,\\FS-CORP-001\Sales,\\FS-CORP-001\Sales\document_439.docx,Write,256886,10.10.5.107,Normal
2024-03-24 10:12:19,jscott,\\FS-CORP-001\Finance,\\FS-CORP-001\Finance\document_566.pdf,Delete,465052,10.10.3.103,Normal
2024-03-09 17:34:25,glewis,\\FS-CORP-001\Marketing,\\FS-CORP-001\Marketing\document_444.pptx,Write,92692,10.10.2.107,Normal
2024-03-23 14:22:10,nwood,\\FS-CORP-001\Finance,\\FS-CORP-001\Finance\document_136.txt,Create,138089,10.10.8.104,Normal
2024-03-03 10:07:54,glewis,\\FS-CORP-001\Marketing,\\FS-CORP-001\Marketing\document_10.pdf,Delete,11510,10.10.2.107,Normal
2024-03-30 12:47:53,hrobinson,\\FS-CORP-001\Marketing,\\FS-CORP-001\Marketing\document_618.xlsx,Write,157801,10.10.3.101,Normal
2024-03-23 10:26:57,vparker,\\FS-CORP-001\IT,\\FS-CORP-001\IT\document_522.pptx,Create,265410,10.10.5.105,Normal
2024-03-16 14:36:39,kgreen,\\FS-CORP-001\Marketing,\\FS-CORP-001\Marketing\document_390.docx,Create,128290,10.10.3.104,Normal
2024-03-17 16:26:29,nnelson,\\FS-CORP-001\Sales,\\FS-CORP-001\Sales\document_263.pdf,Delete,304034,10.10.4.102,Normal
2024-03-14 11:37:56,mbaker,\\FS-CORP-001\Finance,\\FS-CORP-001\Finance\document_717.docx,Rename,217356,10.10.4.101,Normal
2024-03-29 10:54:24,jrivera,\\FS-CORP-001\IT,\\FS-CORP-001\IT\document_569.xlsx,Delete,241087,10.10.7.103,Normal
2024-03-10 13:03:18,dreed,\\FS-CORP-001\All,\\FS-CORP-001\All\document_679.pptx,Rename,199476,10.10.6.103,Normal
2024-03-07 10:09:39,yedwards,\\FS-CORP-001\Marketing,\\FS-CORP-001\Marketing\document_704.pptx,Create,9592,10.10.5.108,Normal
2024-03-08 12:43:05,kgreen,\\FS-CORP-001\IT,\\FS-CORP-001\IT\document_966.pdf,Create,265945,10.10.3.104,Normal
2024-03-25 09:01:25,asanchez,\\FS-CORP-001\IT,\\FS-CORP-001\IT\document_432.pptx,Rename,78385,10.10.5.110,Normal
2024-03-21 09:12:46,asanchez,\\FS-CORP-001\Sales,\\FS-CORP-001\Sales\document_986.csv,Rename,82585,10.10.5.110,Normal
2024-03-06 11:51:27,mbaker,\\FS-CORP-001\IT,\\FS-CORP-001\IT\document_987.xlsx,Rename,96104,10.10.4.101,Normal
2024-03-15 13:49:03,ecook,\\FS-CORP-001\All,\\FS-CORP-001\All\document_24.txt,Delete,434017,10.10.6.104,Normal
2024-03-18 15:05:24,vparker,\\FS-CORP-001\All,\\FS-CORP-001\All\document_139.docx,Rename,210567,10.10.5.105,Normal
2024-03-27 10:05:13,amartin,\\FS-CORP-001\HR,\\FS-CORP-001\HR\document_457.docx,Delete,43324,10.10.2.102,Normal
2024-03-01 15:09:20,rsanders,\\FS-CORP-001\Sales,\\FS-CORP-001\Sales\document_720.docx,Rename,358273,10.10.9.103,Normal
2024-03-01 09:28:24,zstewart,\\FS-CORP-001\Finance,\\FS-CORP-001\Finance\document_462.docx,Write,29233,10.10.5.109,Normal
2024-03-12 08:18:06,mbaker,\\FS-CORP-001\Finance,\\FS-CORP-001\Finance\document_387.csv,Delete,267428,10.10.4.101,Normal
2024-03-15 14:14:05,rroberts,\\FS-CORP-001\IT,\\FS-CORP-001\IT\document_864.xlsx,Read,144212,10.10.5.101,Normal
2024-03-16 13:50:38,gbell,\\FS-CORP-001\Sales,\\FS-CORP-001\Sales\document_871.xlsx,Create,479239,10.10.6.106,Normal
2024-03-08 15:14:19,hmurphy,\\FS-CORP-001\Marketing,\\FS-CORP-001\Marketing\document_416.pdf,Create,326391,10.10.7.101,Normal
2024-03-10 10:26:45,kjones,\\FS-CORP-001\Marketing,\\FS-CORP-001\Marketing\document_120.pdf,Delete,132664,10.10.1.105,Normal
2024-03-20 13:00:40,lbrown,\\FS-CORP-001\Finance,\\FS-CORP-001\Finance\document_41.csv,Rename,482300,10.10.1.104,Normal
2024-03-06 17:04:37,tphillips,\\FS-CORP-001\All,\\FS-CORP-001\All\document_11.pptx,Read,475770,10.10.5.103,Normal
2024-03-11 16:47:06,iwalker,\\FS-CORP-001\Finance,\\FS-CORP-001\Finance\document_532.xlsx,Rename,216741,10.10.3.102,Normal
2024-03-23 16:21:40,kgreen,\\FS-CORP-001\All,\\FS-CORP-001\All\document_87.docx,Rename,330457,10.10.3.104,Normal
2024-03-07 10:33:44,mwilson,\\FS-CORP-001\All,\\FS-CORP-001\All\document_55.txt,Rename,62673,10.10.1.102,Normal
2024-03-08 16:32:08,tphillips,\\FS-CORP-001\Sales,\\FS-CORP-001\Sales\document_446.pdf,Read,121157,10.10.5.103,Normal
2024-03-11 13:02:14,eharris,\\FS-CORP-001\Sales,\\FS-CORP-001\Sales\document_629.docx,Rename,232918,10.10.2.105,Normal
2024-03-01 11:31:09,kjones,\\FS-CORP-001\IT,\\FS-CORP-001\IT\document_499.csv,Read,56681,10.10.1.105,Normal
2024-03-10 13:17:54,tphillips,\\FS-CORP-001\HR,\\FS-CORP-001\HR\document_520.csv,Write,70864,10.10.5.103,Normal
2024-03-01 10:51:41,owatson,\\FS-CORP-001\Sales,\\FS-CORP-001\Sales\document_316.xlsx,Rename,271896,10.10.8.105,Normal
2024-03-02 10:42:51,jscott,\\FS-CORP-001\Marketing,\\FS-CORP-001\Marketing\document_377.txt,Rename,430690,10.10.3.103,Normal
2024-03-26 08:52:41,qperez,\\FS-CORP-001\Sales,\\FS-CORP-001\Sales\document_60.pptx,Rename,94352,10.10.4.105,Normal
2024-03-04 15:15:53,glewis,\\FS-CORP-001\Sales,\\FS-CORP-001\Sales\document_159.csv,Write,350032,10.10.2.107,Normal
2024-03-03 11:15:12,jscott,\\FS-CORP-001\Sales,\\FS-CORP-001\Sales\document_712.pptx,Create,49808,10.10.3.103,Normal
2024-03-17 17:24:50,iwalker,\\FS-CORP-001\IT,\\FS-CORP-001\IT\document_862.xlsx,Write,287057,10.10.3.102,Normal
2024-03-30 17:16:45,xcollins,\\FS-CORP-001\Sales,\\FS-CORP-001\Sales\document_925.txt,Read,344142,10.10.5.107,Normal
2024-03-15 11:59:38,hrobinson,\\FS-CORP-001\IT,\\FS-CORP-001\IT\document_565.pdf,Read,49925,10.10.3.101,Normal
2024-03-14 13:59:50,xcollins,\\FS-CORP-001\Finance,\\FS-CORP-001\Finance\document_841.xlsx,Read,296592,10.10.5.107,Normal
2024-03-02 10:00:14,ibailey,\\FS-CORP-001\Marketing,\\FS-CORP-001\Marketing\document_278.pdf,Write,428162,10.10.7.102,Normal
2024-03-23 16:06:42,jsmith,\\FS-CORP-001\Marketing,\\FS-CORP-001\Marketing\document_301.pdf,Rename,388299,10.10.1.101,Normal
2024-03-17 09:39:58,mbaker,\\FS-CORP-001\Marketing,\\FS-CORP-001\Marketing\document_664.pdf,Create,417378,10.10.4.101,Normal
2024-03-20 10:14:00,nnelson,\\FS-CORP-001\Sales,\\FS-CORP-001\Sales\document_612.docx,Create,254509,10.10.4.102,Normal
2024-03-12 17:52:12,qkelly,\\FS-CORP-001\Finance,\\FS-CORP-001\Finance\document_96.pdf,Create,70108,10.10.9.102,Normal
2024-03-25 10:36:40,jscott,\\FS-CORP-001\HR,\\FS-CORP-001\HR\document_813.pdf,Write,10322,10.10.3.103,Normal
2024-03-24 13:28:43,fmorgan,\\FS-CORP-001\Sales,\\FS-CORP-001\Sales\document_361.docx,Write,377522,10.10.6.105,Normal
2024-03-01 10:48:31,dreed,\\FS-CORP-001\IT,\\FS-CORP-001\IT\document_15.xlsx,Delete,270612,10.10.6.103,Normal
2024-03-03 12:02:50,bmorris,\\FS-CORP-001\All,\\FS-CORP-001\All\document_750.xlsx,Create,126871,10.10.6.101,Normal
2024-03-07 14:44:19,jrivera,\\FS-CORP-001\Marketing,\\FS-CORP-001\Marketing\document_803.txt,Create,83049,10.10.7.103,Normal
2024-03-11 16:25:41,zstewart,\\FS-CORP-001\HR,\\FS-CORP-001\HR\document_227.xlsx,Rename,171405,10.10.5.109,Normal
2024-03-08 14:14:34,qperez,\\FS-CORP-001\Marketing,\\FS-CORP-001\Marketing\document_517.xlsx,Write,24818,10.10.4.105,Normal
2024-03-18 11:01:31,ladams,\\FS-CORP-001\Finance,\\FS-CORP-001\Finance\document_922.csv,Read,264217,10.10.3.105,Normal
2024-03-24 14:06:20,xcollins,\\FS-CORP-001\Marketing,\\FS-CORP-001\Marketing\document_16.txt,Delete,394326,10.10.5.107,Normal
2024-03-23 10:22:28,jsmith,\\FS-CORP-001\All,\\FS-CORP-001\All\document_648.pptx,Write,484685,10.10.1.101,Normal
2024-03-07 14:06:22,jrivera,\\FS-CORP-001\HR,\\FS-CORP-001\HR\document_555.pptx,Read,387486,10.10.7.103,Normal
2024-03-18 15:52:14,kcox,\\FS-CORP-001\Sales,\\FS-CORP-001\Sales\document_858.csv,Write,417233,10.10.8.101,Normal
2024-03-07 08:21:04,nwood,\\FS-CORP-001\HR,\\FS-CORP-001\HR\document_567.pptx,Write,149134,10.10.8.104,Normal
2024-03-17 17:51:43,dreed,\\FS-CORP-001\Finance,\\FS-CORP-001\Finance\document_750.txt,Delete,152346,10.10.6.103,Normal
2024-03-28 16:18:24,amartin,\\FS-CORP-001\HR,\\FS-CORP-001\HR\document_953.pdf,Read,452059,10.10.2.102,Normal
2024-03-29 11:35:40,owatson,\\FS-CORP-001\IT,\\FS-CORP-001\IT\document_838.pdf,Rename,150747,10.10.8.105,Normal
2024-03-18 15:13:55,bmorris,\\FS-CORP-001\All,\\FS-CORP-001\All\document_948.pptx,Delete,168862,10.10.6.101,Normal
2024-03-08 13:48:58,mbaker,\\FS-CORP-001\Finance,\\FS-CORP-001\Finance\document_515.csv,Create,61890,10.10.4.101,Normal
2024-03-07 11:25:30,ecook,\\FS-CORP-001\HR,\\FS-CORP-001\HR\document_571.txt,Read,21038,10.10.6.104,Normal
2024-03-23 14:39:25,ladams,\\FS-CORP-001\Sales,\\FS-CORP-001\Sales\document_270.pdf,Read,8084,10.10.3.105,Normal
2024-03-24 10:00:55,mbaker,\\FS-CORP-001\Sales,\\FS-CORP-001\Sales\document_559.csv,Write,427554,10.10.4.101,Normal
2024-03-16 13:08:19,kgreen,\\FS-CORP-001\All,\\FS-CORP-001\All\document_187.txt,Write,350222,10.10.3.104,Normal
2024-03-24 17:28:17,iwalker,\\FS-CORP-001\HR,\\FS-CORP-001\HR\document_660.xlsx,Write,250668,10.10.3.102,Normal
2024-03-26 10:27:17,mrichardson,\\FS-CORP-001\Sales,\\FS-CORP-001\Sales\document_504.pdf,Delete,417416,10.10.8.103,Normal
2024-03-01 15:05:29,owatson,\\FS-CORP-001\Marketing,\\FS-CORP-001\Marketing\document_411.pdf,Delete,70134,10.10.8.105,Normal
2024-03-20 13:23:49,jscott,\\FS-CORP-001\All,\\FS-CORP-001\All\document_64.csv,Rename,164255,10.10.3.103,Normal
2024-03-15 10:15:30,fmorgan,\\FS-CORP-001\All,\\FS-CORP-001\All\document_548.csv,Write,341298,10.10.6.105,Normal
2024-03-27 16:40:46,jscott,\\FS-CORP-001\Marketing,\\FS-CORP-001\Marketing\document_192.pdf,Read,312545,10.10.3.103,Normal
2024-03-27 12:11:36,kgreen,\\FS-CORP-001\Finance,\\FS-CORP-001\Finance\document_1.pdf,Rename,382628,10.10.3.104,Normal
2024-03-03 17:53:38,lward,\\FS-CORP-001\All,\\FS-CORP-001\All\document_991.pptx,Write,463840,10.10.8.102,Normal
2024-03-25 15:38:32,asanchez,\\FS-CORP-001\Sales,\\FS-CORP-001\Sales\document_743.csv,Delete,237338,10.10.5.110,Normal
2024-03-14 17:53:44,rroberts,\\FS-CORP-001\Sales,\\FS-CORP-001\Sales\document_491.txt,Rename,446263,10.10.5.101,Normal
2024-03-08 16:53:54,ecook,\\FS-CORP-001\IT,\\FS-CORP-001\IT\document_427.docx,Rename,308259,10.10.6.104,Normal
2024-03-25 09:38:08,lward,\\FS-CORP-001\All,\\FS-CORP-001\All\document_858.csv,Create,326600,10.10.8.102,Normal
2024-03-21 12:30:18,glewis,\\FS-CORP-001\Marketing,\\FS-CORP-001\Marketing\document_754.pptx,Read,339069,10.10.2.107,Normal
2024-03-30 10:44:21,vparker,\\FS-CORP-001\Marketing,\\FS-CORP-001\Marketing\document_987.csv,Write,336257,10.10.5.105,Normal
2024-03-30 10:05:19,rroberts,\\FS-CORP-001\IT,\\FS-CORP-001\IT\document_112.pptx,Delete,98463,10.10.5.101,Normal
2024-03-26 13:07:58,mwilson,\\FS-CORP-001\All,\\FS-CORP-001\All\document_9.csv,Delete,334026,10.10.1.102,Normal
2024-03-25 15:13:04,mwilson,\\FS-CORP-001\IT,\\FS-CORP-001\IT\document_110.pdf,Rename,173726,10.10.1.102,Normal
2024-03-21 08:45:08,owatson,\\FS-CORP-001\Finance,\\FS-CORP-001\Finance\document_582.csv,Rename,253002,10.10.8.105,Normal
