timestamp,event_id,event_name,user,domain,workstation,source_ip,dest_ip,logon_type,logon_type_name,result,sub_status,failure_reason,process_name,parent_process,command_line,privileges,new_account,new_account_fullname,new_account_dept,member_added,group,service_name,service_binary,start_type,service_type,category,description
2024-03-01 08:38:43,4624,SuccessfulLogon,vparker,ACEPTECH,WIN-SALES-005,10.10.5.105,10.10.50.1,3,Network,Success,,,,,,,,,,,,,,,,Normal,An account was successfully logged on.
2024-03-20 10:56:28,4624,SuccessfulLogon,yedwards,ACEPTECH,WIN-SALES-008,10.10.5.108,10.10.50.1,2,Interactive,Success,,,,,,,,,,,,,,,,Normal,An account was successfully logged on.
2024-03-12 12:49:42,4624,SuccessfulLogon,zstewart,ACEPTECH,WIN-SALES-009,10.10.5.109,10.10.50.1,10,RemoteInteractive,Success,,,,,,,,,,,,,,,,Normal,An account was successfully logged on.
2024-03-10 09:36:18,4624,SuccessfulLogon,qperez,ACEPTECH,WIN-SOC-005,10.10.4.105,10.10.50.1,3,Network,Success,,,,,,,,,,,,,,,,Normal,An account was successfully logged on.
2024-03-07 14:42:52,4624,SuccessfulLogon,xcollins,ACEPTECH,WIN-SALES-007,10.10.5.107,10.10.50.1,3,Network,Success,,,,,,,,,,,,,,,,Normal,An account was successfully logged on.
2024-03-21 11:00:23,4624,SuccessfulLogon,pmitchell,ACEPTECH,WIN-SOC-004,10.10.4.104,10.10.50.1,3,Network,Success,,,,,,,,,,,,,,,,Normal,An account was successfully logged on.
2024-03-24 11:54:27,4624,SuccessfulLogon,ecook,ACEPTECH,WIN-MKT-004,10.10.6.104,10.10.50.1,3,Network,Success,,,,,,,,,,,,,,,,Normal,An account was successfully logged on.
2024-03-28 13:50:16,4624,SuccessfulLogon,dlee,ACEPTECH,WIN-FIN-004,10.10.2.104,10.10.50.1,3,Network,Success,,,,,,,,,,,,,,,,Normal,An account was successfully logged on.
2024-03-18 08:47:38,4624,SuccessfulLogon,fmorgan,ACEPTECH,WIN-MKT-005,10.10.6.105,10.10.50.1,3,Network,Success,,,,,,,,,,,,,,,,Normal,An account was successfully logged on.
2024-03-30 12:12:10,4624,SuccessfulLogon,qkelly,ACEPTECH,WIN-RD-002,10.10.9.102,10.10.50.1,10,RemoteInteractive,Success,,,,,,,,,,,,,,,,Normal,An account was successfully logged on.
2024-03-17 15:05:58,4624,SuccessfulLogon,pmitchell,ACEPTECH,WIN-SOC-004,10.10.4.104,10.10.50.1,3,Network,Success,,,,,,,,,,,,,,,,Normal,An account was successfully logged on.
2024-03-18 09:54:36,4624,SuccessfulLogon,zstewart,ACEPTECH,WIN-SALES-009,10.10.5.109,10.10.50.1,10,RemoteInteractive,Success,,,,,,,,,,,,,,,,Normal,An account was successfully logged on.
2024-03-24 12:14:09,4624,SuccessfulLogon,tphillips,ACEPTECH,WIN-SALES-003,10.10.5.103,10.10.50.1,10,RemoteInteractive,Success,,,,,,,,,,,,,,,,Normal,An account was successfully logged on.
2024-03-17 15:01:42,4624,SuccessfulLogon,wevans,ACEPTECH,WIN-SALES-006,10.10.5.106,10.10.50.1,3,Network,Success,,,,,,,,,,,,,,,,Normal,An account was successfully logged on.
2024-03-30 08:39:25,4624,SuccessfulLogon,ibailey,ACEPTECH,WIN-EXEC-002,10.10.7.102,10.10.50.1,10,RemoteInteractive,Success,,,,,,,,,,,,,,,,Normal,An account was successfully logged on.
2024-03-13 09:10:56,4624,SuccessfulLogon,bmorris,ACEPTECH,WIN-MKT-001,10.10.6.101,10.10.50.1,10,RemoteInteractive,Success,,,,,,,,,,,,,,,,Normal,An account was successfully logged on.
2024-03-27 14:12:08,4624,SuccessfulLogon,qperez,ACEPTECH,WIN-SOC-005,10.10.4.105,10.10.50.1,2,Interactive,Success,,,,,,,,,,,,,,,,Normal,An account was successfully logged on.
2024-03-05 08:45:10,4624,SuccessfulLogon,yedwards,ACEPTECH,WIN-SALES-008,10.10.5.108,10.10.50.1,3,Network,Success,,,,,,,,,,,,,,,,Normal,An account was successfully logged on.
2024-03-20 15:41:42,4624,SuccessfulLogon,glewis,ACEPTECH,WIN-FIN-007,10.10.2.107,10.10.50.1,3,Network,Success,,,,,,,,,,,,,,,,Normal,An account was successfully logged on.
2024-03-18 12:48:39,4624,SuccessfulLogon,svc_splunk,ACEPTECH,DC-PRIMARY-001,10.10.50.1,10.10.50.1,3,Network,Success,,,,,,,,,,,,,,,,Normal,An account was successfully logged on.
2024-03-18 11:07:46,4624,SuccessfulLogon,gbell,ACEPTECH,WIN-MKT-006,10.10.6.106,10.10.50.1,2,Interactive,Success,,,,,,,,,,,,,,,,Normal,An account was successfully logged on.
2024-03-14 12:53:35,4624,SuccessfulLogon,cwhite,ACEPTECH,WIN-FIN-003,10.10.2.103,10.10.50.1,3,Network,Success,,,,,,,,,,,,,,,,Normal,An account was successfully logged on.
2024-03-09 17:37:46,4624,SuccessfulLogon,svc_backup,ACEPTECH,DC-PRIMARY-001,10.10.50.1,10.10.50.1,2,Interactive,Success,,,,,,,,,,,,,,,,Normal,An account was successfully logged on.
2024-03-07 15:50:20,4624,SuccessfulLogon,gbell,ACEPTECH,WIN-MKT-006,10.10.6.106,10.10.50.1,10,RemoteInteractive,Success,,,,,,,,,,,,,,,,Normal,An account was successfully logged on.
2024-03-13 12:58:14,4624,SuccessfulLogon,owatson,ACEPTECH,WIN-OPS-005,10.10.8.105,10.10.50.1,3,Network,Success,,,,,,,,,,,,,,,,Normal,An account was successfully logged on.
2024-03-10 15:20:01,4624,SuccessfulLogon,svc_antivirus,ACEPTECH,DC-PRIMARY-001,10.10.50.1,10.10.50.1,3,Network,Success,,,,,,,,,,,,,,,,Normal,An account was successfully logged on.
2024-03-17 17:45:40,4624,SuccessfulLogon,rsanders,ACEPTECH,WIN-RD-003,10.10.9.103,10.10.50.1,3,Network,Success,,,,,,,,,,,,,,,,Normal,An account was successfully logged on.
2024-03-30 12:34:18,4624,SuccessfulLogon,ladams,ACEPTECH,WIN-IT-005,10.10.3.105,10.10.50.1,3,Network,Success,,,,,,,,,,,,,,,,Normal,An account was successfully logged on.
2024-03-04 10:01:15,4624,SuccessfulLogon,nnelson,ACEPTECH,WIN-SOC-002,10.10.4.102,10.10.50.1,2,Interactive,Success,,,,,,,,,,,,,,,,Normal,An account was successfully logged on.
2024-03-09 12:05:44,4624,SuccessfulLogon,yedwards,ACEPTECH,WIN-SALES-008,10.10.5.108,10.10.50.1,3,Network,Success,,,,,,,,,,,,,,,,Normal,An account was successfully logged on.
2024-03-15 09:19:39,4624,SuccessfulLogon,cwhite,ACEPTECH,WIN-FIN-003,10.10.2.103,10.10.50.1,3,Network,Success,,,,,,,,,,,,,,,,Normal,An account was successfully logged on.
2024-03-01 14:18:59,4624,SuccessfulLogon,cwhite,ACEPTECH,WIN-FIN-003,10.10.2.103,10.10.50.1,3,Network,Success,,,,,,,,,,,,,,,,Normal,An account was successfully logged on.
2024-03-02 11:21:03,4624,SuccessfulLogon,kjones,ACEPTECH,WIN-HR-005,10.10.1.105,10.10.50.1,10,RemoteInteractive,Success,,,,,,,,,,,,,,,,Normal,An account was successfully logged on.
2024-03-18 15:48:29,4624,SuccessfulLogon,tphillips,ACEPTECH,WIN-SALES-003,10.10.5.103,10.10.50.1,10,RemoteInteractive,Success,,,,,,,,,,,,,,,,Normal,An account was successfully logged on.
2024-03-21 11:56:40,4624,SuccessfulLogon,sturner,ACEPTECH,WIN-SALES-002,10.10.5.102,10.10.50.1,2,Interactive,Success,,,,,,,,,,,,,,,,Normal,An account was successfully logged on.
2024-03-04 17:47:40,4624,SuccessfulLogon,vparker,ACEPTECH,WIN-SALES-005,10.10.5.105,10.10.50.1,2,Interactive,Success,,,,,,,,,,,,,,,,Normal,An account was successfully logged on.
2024-03-24 12:54:12,4624,SuccessfulLogon,jrivera,ACEPTECH,WIN-EXEC-003,10.10.7.103,10.10.50.1,3,Network,Success,,,,,,,,,,,,,,,,Normal,An account was successfully logged on.
2024-03-29 10:39:43,4624,SuccessfulLogon,crogers,ACEPTECH,WIN-MKT-002,10.10.6.102,10.10.50.1,3,Network,Success,,,,,,,,,,,,,,,,Normal,An account was successfully logged on.
2024-03-09 13:20:41,4624,SuccessfulLogon,cwhite,ACEPTECH,WIN-FIN-003,10.10.2.103,10.10.50.1,10,RemoteInteractive,Success,,,,,,,,,,,,,,,,Normal,An account was successfully logged on.
2024-03-02 08:14:18,4624,SuccessfulLogon,lbrown,ACEPTECH,WIN-HR-004,10.10.1.104,10.10.50.1,3,Network,Success,,,,,,,,,,,,,,,,Normal,An account was successfully logged on.
2024-03-10 13:32:07,4624,SuccessfulLogon,cwhite,ACEPTECH,WIN-FIN-003,10.10.2.103,10.10.50.1,3,Network,Success,,,,,,,,,,,,,,,,Normal,An account was successfully logged on.
2024-03-06 09:47:37,4624,SuccessfulLogon,vparker,ACEPTECH,WIN-SALES-005,10.10.5.105,10.10.50.1,2,Interactive,Success,,,,,,,,,,,,,,,,Normal,An account was successfully logged on.
2024-03-27 08:24:37,4624,SuccessfulLogon,sprice,ACEPTECH,WIN-RD-004,10.10.9.104,10.10.50.1,3,Network,Success,,,,,,,,,,,,,,,,Normal,An account was successfully logged on.
2024-03-28 11:34:39,4624,SuccessfulLogon,vparker,ACEPTECH,WIN-SALES-005,10.10.5.105,10.10.50.1,10,RemoteInteractive,Success,,,,,,,,,,,,,,,,Normal,An account was successfully logged on.
2024-03-28 14:19:47,4624,SuccessfulLogon,wevans,ACEPTECH,WIN-SALES-006,10.10.5.106,10.10.50.1,3,Network,Success,,,,,,,,,,,,,,,,Normal,An account was successfully logged on.
2024-03-09 12:13:31,4624,SuccessfulLogon,da_iwalker,ACEPTECH,WIN-IT-002,10.10.3.102,10.10.50.1,3,Network,Success,,,,,,,,,,,,,,,,Normal,An account was successfully logged on.
2024-03-27 13:21:45,4624,SuccessfulLogon,jscott,ACEPTECH,WIN-IT-003,10.10.3.103,10.10.50.1,3,Network,Success,,,,,,,,,,,,,,,,Normal,An account was successfully logged on.
2024-03-06 12:38:32,4624,SuccessfulLogon,jsmith,ACEPTECH,WIN-HR-001,10.10.1.101,10.10.50.1,3,Network,Success,,,,,,,,,,,,,,,,Normal,An account was successfully logged on.
2024-03-10 14:22:02,4624,SuccessfulLogon,sturner,ACEPTECH,WIN-SALES-002,10.10.5.102,10.10.50.1,2,Interactive,Success,,,,,,,,,,,,,,,,Normal,An account was successfully logged on.
2024-03-08 13:36:55,4624,SuccessfulLogon,vparker,ACEPTECH,WIN-SALES-005,10.10.5.105,10.10.50.1,2,Interactive,Success,,,,,,,,,,,,,,,,Normal,An account was successfully logged on.
2024-03-17 13:37:22,4624,SuccessfulLogon,sprice,ACEPTECH,WIN-RD-004,10.10.9.104,10.10.50.1,10,RemoteInteractive,Success,,,,,,,,,,,,,,,,Normal,An account was successfully logged on.
2024-03-13 10:41:11,4624,SuccessfulLogon,ecook,ACEPTECH,WIN-MKT-004,10.10.6.104,10.10.50.1,2,Interactive,Success,,,,,,,,,,,,,,,,Normal,An account was successfully logged on.
2024-03-05 13:32:38,4624,SuccessfulLogon,dreed,ACEPTECH,WIN-MKT-003,10.10.6.103,10.10.50.1,3,Network,Success,,,,,,,,,,,,,,,,Normal,An account was successfully logged on.
2024-03-27 08:15:08,4624,SuccessfulLogon,ocarter,ACEPTECH,WIN-SOC-003,10.10.4.103,10.10.50.1,3,Network,Success,,,,,,,,,,,,,,,,Normal,An account was successfully logged on.
2024-03-01 11:52:40,4624,SuccessfulLogon,hrobinson,ACEPTECH,WIN-IT-001,10.10.3.101,10.10.50.1,10,RemoteInteractive,Success,,,,,,,,,,,,,,,,Normal,An account was successfully logged on.
2024-03-23 15:32:46,4624,SuccessfulLogon,jscott,ACEPTECH,WIN-IT-003,10.10.3.103,10.10.50.1,3,Network,Success,,,,,,,,,,,,,,,,Normal,An account was successfully logged on.
2024-03-27 13:40:14,4624,SuccessfulLogon,hrobinson,ACEPTECH,WIN-IT-001,10.10.3.101,10.10.50.1,3,Network,Success,,,,,,,,,,,,,,,,Normal,An account was successfully logged on.
2024-03-11 13:25:45,4624,SuccessfulLogon,crogers,ACEPTECH,WIN-MKT-002,10.10.6.102,10.10.50.1,3,Network,Success,,,,,,,,,,,,,,,,Normal,An account was successfully logged on.
2024-03-15 08:36:59,4624,SuccessfulLogon,kgreen,ACEPTECH,WIN-IT-004,10.10.3.104,10.10.50.1,3,Network,Success,,,,,,,,,,,,,,,,Normal,An account was successfully logged on.
2024-03-22 15:19:59,4624,SuccessfulLogon,asanchez,ACEPTECH,WIN-SALES-010,10.10.5.110,10.10.50.1,3,Network,Success,,,,,,,,,,,,,,,,Normal,An account was successfully logged on.
2024-03-08 14:58:01,4624,SuccessfulLogon,da_hrobinson,ACEPTECH,WIN-IT-001,10.10.3.101,10.10.50.1,3,Network,Success,,,,,,,,,,,,,,,,Normal,An account was successfully logged on.
2024-03-04 09:49:49,4624,SuccessfulLogon,wevans,ACEPTECH,WIN-SALES-006,10.10.5.106,10.10.50.1,3,Network,Success,,,,,,,,,,,,,,,,Normal,An account was successfully logged on.
2024-03-21 13:44:54,4624,SuccessfulLogon,owatson,ACEPTECH,WIN-OPS-005,10.10.8.105,10.10.50.1,3,Network,Success,,,,,,,,,,,,,,,,Normal,An account was successfully logged on.
2024-03-23 09:34:52,4624,SuccessfulLogon,bmorris,ACEPTECH,WIN-MKT-001,10.10.6.101,10.10.50.1,3,Network,Success,,,,,,,,,,,,,,,,Normal,An account was successfully logged on.
2024-03-01 15:15:07,4624,SuccessfulLogon,yedwards,ACEPTECH,WIN-SALES-008,10.10.5.108,10.10.50.1,10,RemoteInteractive,Success,,,,,,,,,,,,,,,,Normal,An account was successfully logged on.
2024-03-03 10:07:18,4624,SuccessfulLogon,da_hrobinson,ACEPTECH,WIN-IT-001,10.10.3.101,10.10.50.1,2,Interactive,Success,,,,,,,,,,,,,,,,Normal,An account was successfully logged on.
2024-03-10 08:00:11,4624,SuccessfulLogon,hrobinson,ACEPTECH,WIN-IT-001,10.10.3.101,10.10.50.1,3,Network,Success,,,,,,,,,,,,,,,,Normal,An account was successfully logged on.
2024-03-16 13:50:39,4624,SuccessfulLogon,fmorgan,ACEPTECH,WIN-MKT-005,10.10.6.105,10.10.50.1,3,Network,Success,,,,,,,,,,,,,,,,Normal,An account was successfully logged on.
2024-03-06 12:29:07,4624,SuccessfulLogon,zstewart,ACEPTECH,WIN-SALES-009,10.10.5.109,10.10.50.1,3,Network,Success,,,,,,,,,,,,,,,,Normal,An account was successfully logged on.
2024-03-27 16:28:03,4624,SuccessfulLogon,svc_antivirus,ACEPTECH,DC-PRIMARY-001,10.10.50.1,10.10.50.1,3,Network,Success,,,,,,,,,,,,,,,,Normal,An account was successfully logged on.
2024-03-15 10:13:28,4624,SuccessfulLogon,ucampbell,ACEPTECH,WIN-SALES-004,10.10.5.104,10.10.50.1,2,Interactive,Success,,,,,,,,,,,,,,,,Normal,An account was successfully logged on.
2024-03-15 09:55:13,4624,SuccessfulLogon,sprice,ACEPTECH,WIN-RD-004,10.10.9.104,10.10.50.1,3,Network,Success,,,,,,,,,,,,,,,,Normal,An account was successfully logged on.
2024-03-26 16:36:28,4624,SuccessfulLogon,kgreen,ACEPTECH,WIN-IT-004,10.10.3.104,10.10.50.1,3,Network,Success,,,,,,,,,,,,,,,,Normal,An account was successfully logged on.
2024-03-23 10:44:39,4624,SuccessfulLogon,wevans,ACEPTECH,WIN-SALES-006,10.10.5.106,10.10.50.1,3,Network,Success,,,,,,,,,,,,,,,,Normal,An account was successfully logged on.
2024-03-17 08:03:22,4624,SuccessfulLogon,sturner,ACEPTECH,WIN-SALES-002,10.10.5.102,10.10.50.1,10,RemoteInteractive,Success,,,,,,,,,,,,,,,,Normal,An account was successfully logged on.
2024-03-20 10:55:58,4624,SuccessfulLogon,wevans,ACEPTECH,WIN-SALES-006,10.10.5.106,10.10.50.1,3,Network,Success,,,,,,,,,,,,,,,,Normal,An account was successfully logged on.
2024-03-26 11:26:24,4624,SuccessfulLogon,sprice,ACEPTECH,WIN-RD-004,10.10.9.104,10.10.50.1,2,Interactive,Success,,,,,,,,,,,,,,,,Normal,An account was successfully logged on.
2024-03-15 11:36:42,4624,SuccessfulLogon,pmitchell,ACEPTECH,WIN-SOC-004,10.10.4.104,10.10.50.1,3,Network,Success,,,,,,,,,,,,,,,,Normal,An account was successfully logged on.
2024-03-06 09:44:00,4624,SuccessfulLogon,wevans,ACEPTECH,WIN-SALES-006,10.10.5.106,10.10.50.1,3,Network,Success,,,,,,,,,,,,,,,,Normal,An account was successfully logged on.
2024-03-05 11:04:48,4624,SuccessfulLogon,rthompson,ACEPTECH,WIN-FIN-001,10.10.2.101,10.10.50.1,2,Interactive,Success,,,,,,,,,,,,,,,,Normal,An account was successfully logged on.
2024-03-19 16:55:54,4624,SuccessfulLogon,Administrator,ACEPTECH,DC-PRIMARY-001,10.10.50.1,10.10.50.1,3,Network,Success,,,,,,,,,,,,,,,,Normal,An account was successfully logged on.
2024-03-07 12:15:03,4624,SuccessfulLogon,ucampbell,ACEPTECH,WIN-SALES-004,10.10.5.104,10.10.50.1,2,Interactive,Success,,,,,,,,,,,,,,,,Normal,An account was successfully logged on.
2024-03-21 08:53:48,4624,SuccessfulLogon,asanchez,ACEPTECH,WIN-SALES-010,10.10.5.110,10.10.50.1,3,Network,Success,,,,,,,,,,,,,,,,Normal,An account was successfully logged on.
2024-03-02 09:18:54,4624,SuccessfulLogon,ocarter,ACEPTECH,WIN-SOC-003,10.10.4.103,10.10.50.1,10,RemoteInteractive,Success,,,,,,,,,,,,,,,,Normal,An account was successfully logged on.
2024-03-30 10:22:39,4624,SuccessfulLogon,nnelson,ACEPTECH,WIN-SOC-002,10.10.4.102,10.10.50.1,3,Network,Success,,,,,,,,,,,,,,,,Normal,An account was successfully logged on.
2024-03-02 09:06:43,4624,SuccessfulLogon,da_iwalker,ACEPTECH,WIN-IT-002,10.10.3.102,10.10.50.1,2,Interactive,Success,,,,,,,,,,,,,,,,Normal,An account was successfully logged on.
2024-03-02 14:52:48,4624,SuccessfulLogon,svc_backup,ACEPTECH,DC-PRIMARY-001,10.10.50.1,10.10.50.1,3,Network,Success,,,,,,,,,,,,,,,,Normal,An account was successfully logged on.
2024-03-27 09:44:48,4624,SuccessfulLogon,dlee,ACEPTECH,WIN-FIN-004,10.10.2.104,10.10.50.1,10,RemoteInteractive,Success,,,,,,,,,,,,,,,,Normal,An account was successfully logged on.
2024-03-07 14:42:58,4624,SuccessfulLogon,fmorgan,ACEPTECH,WIN-MKT-005,10.10.6.105,10.10.50.1,10,RemoteInteractive,Success,,,,,,,,,,,,,,,,Normal,An account was successfully logged on.
2024-03-22 16:04:24,4624,SuccessfulLogon,kgreen,ACEPTECH,WIN-IT-004,10.10.3.104,10.10.50.1,3,Network,Success,,,,,,,,,,,,,,,,Normal,An account was successfully logged on.
2024-03-28 08:03:46,4624,SuccessfulLogon,sprice,ACEPTECH,WIN-RD-004,10.10.9.104,10.10.50.1,3,Network,Success,,,,,,,,,,,,,,,,Normal,An account was successfully logged on.
2024-03-13 14:12:24,4624,SuccessfulLogon,sprice,ACEPTECH,WIN-RD-004,10.10.9.104,10.10.50.1,3,Network,Success,,,,,,,,,,,,,,,,Normal,An account was successfully logged on.
2024-03-12 16:59:39,4624,SuccessfulLogon,glewis,ACEPTECH,WIN-FIN-007,10.10.2.107,10.10.50.1,3,Network,Success,,,,,,,,,,,,,,,,Normal,An account was successfully logged on.
2024-03-16 08:56:18,4624,SuccessfulLogon,crogers,ACEPTECH,WIN-MKT-002,10.10.6.102,10.10.50.1,3,Network,Success,,,,,,,,,,,,,,,,Normal,An account was successfully logged on.
2024-03-01 08:09:28,4624,SuccessfulLogon,crogers,ACEPTECH,WIN-MKT-002,10.10.6.102,10.10.50.1,3,Network,Success,,,,,,,,,,,,,,,,Normal,An account was successfully logged on.
2024-03-11 13:24:27,4624,SuccessfulLogon,Administrator,ACEPTECH,DC-PRIMARY-001,10.10.50.1,10.10.50.1,3,Network,Success,,,,,,,,,,,,,,,,Normal,An account was successfully logged on.
2024-03-14 08:43:31,4624,SuccessfulLogon,svc_antivirus,ACEPTECH,DC-PRIMARY-001,10.10.50.1,10.10.50.1,3,Network,Success,,,,,,,,,,,,,,,,Normal,An account was successfully logged on.
2024-03-28 15:07:03,4624,SuccessfulLogon,eharris,ACEPTECH,WIN-FIN-005,10.10.2.105,10.10.50.1,3,Network,Success,,,,,,,,,,,,,,,,Normal,An account was successfully logged on.
2024-03-06 10:03:26,4624,SuccessfulLogon,jrivera,ACEPTECH,WIN-EXEC-003,10.10.7.103,10.10.50.1,2,Interactive,Success,,,,,,,,,,,,,,,,Normal,An account was successfully logged on.
2024-03-06 10:06:40,4624,SuccessfulLogon,zstewart,ACEPTECH,WIN-SALES-009,10.10.5.109,10.10.50.1,3,Network,Success,,,,,,,,,,,,,,,,Normal,An account was successfully logged on.
2024-03-08 11:30:00,4624,SuccessfulLogon,rthompson,ACEPTECH,WIN-FIN-001,10.10.2.101,10.10.50.1,2,Interactive,Success,,,,,,,,,,,,,,,,Normal,An account was successfully logged on.
2024-03-16 08:19:01,4624,SuccessfulLogon,jrivera,ACEPTECH,WIN-EXEC-003,10.10.7.103,10.10.50.1,3,Network,Success,,,,,,,,,,,,,,,,Normal,An account was successfully logged on.
2024-03-01 14:32:58,4624,SuccessfulLogon,cwhite,ACEPTECH,WIN-FIN-003,10.10.2.103,10.10.50.1,3,Network,Success,,,,,,,,,,,,,,,,Normal,An account was successfully logged on.
2024-03-08 09:19:26,4624,SuccessfulLogon,dlee,ACEPTECH,WIN-FIN-004,10.10.2.104,10.10.50.1,2,Interactive,Success,,,,,,,,,,,,,,,,Normal,An account was successfully logged on.
2024-03-13 16:51:09,4624,SuccessfulLogon,zstewart,ACEPTECH,WIN-SALES-009,10.10.5.109,10.10.50.1,3,Network,Success,,,,,,,,,,,,,,,,Normal,An account was successfully logged on.
2024-03-09 17:40:07,4624,SuccessfulLogon,dlee,ACEPTECH,WIN-FIN-004,10.10.2.104,10.10.50.1,2,Interactive,Success,,,,,,,,,,,,,,,,Normal,An account was successfully logged on.
2024-03-05 17:20:30,4624,SuccessfulLogon,svc_splunk,ACEPTECH,DC-PRIMARY-001,10.10.50.1,10.10.50.1,3,Network,Success,,,,,,,,,,,,,,,,Normal,An account was successfully logged on.
2024-03-23 08:23:12,4624,SuccessfulLogon,svc_backup,ACEPTECH,DC-PRIMARY-001,10.10.50.1,10.10.50.1,2,Interactive,Success,,,,,,,,,,,,,,,,Normal,An account was successfully logged on.
2024-03-06 11:28:47,4624,SuccessfulLogon,mwilson,ACEPTECH,WIN-HR-002,10.10.1.102,10.10.50.1,3,Network,Success,,,,,,,,,,,,,,,,Normal,An account was successfully logged on.
2024-03-11 15:39:24,4624,SuccessfulLogon,kjones,ACEPTECH,WIN-HR-005,10.10.1.105,10.10.50.1,2,Interactive,Success,,,,,,,,,,,,,,,,Normal,An account was successfully logged on.
2024-03-13 15:14:38,4624,SuccessfulLogon,da_hrobinson,ACEPTECH,WIN-IT-001,10.10.3.101,10.10.50.1,3,Network,Success,,,,,,,,,,,,,,,,Normal,An account was successfully logged on.
2024-03-17 14:39:02,4624,SuccessfulLogon,jrivera,ACEPTECH,WIN-EXEC-003,10.10.7.103,10.10.50.1,3,Network,Success,,,,,,,,,,,,,,,,Normal,An account was successfully logged on.
2024-03-10 17:27:30,4624,SuccessfulLogon,ocarter,ACEPTECH,WIN-SOC-003,10.10.4.103,10.10.50.1,2,Interactive,Success,,,,,,,,,,,,,,,,Normal,An account was successfully logged on.
2024-03-26 10:56:09,4624,SuccessfulLogon,jrivera,ACEPTECH,WIN-EXEC-003,10.10.7.103,10.10.50.1,3,Network,Success,,,,,,,,,,,,,,,,Normal,An account was successfully logged on.
2024-03-22 17:33:22,4624,SuccessfulLogon,crogers,ACEPTECH,WIN-MKT-002,10.10.6.102,10.10.50.1,2,Interactive,Success,,,,,,,,,,,,,,,,Normal,An account was successfully logged on.
2024-03-20 09:09:19,4624,SuccessfulLogon,fclark,ACEPTECH,WIN-FIN-006,10.10.2.106,10.10.50.1,3,Network,Success,,,,,,,,,,,,,,,,Normal,An account was successfully logged on.
2024-03-29 11:26:52,4624,SuccessfulLogon,amartin,ACEPTECH,WIN-FIN-002,10.10.2.102,10.10.50.1,3,Network,Success,,,,,,,,,,,,,,,,Normal,An account was successfully logged on.
2024-03-11 12:19:28,4624,SuccessfulLogon,jrivera,ACEPTECH,WIN-EXEC-003,10.10.7.103,10.10.50.1,3,Network,Success,,,,,,,,,,,,,,,,Normal,An account was successfully logged on.
