timestamp,event,user,source_ip,assigned_ip,vpn_server,duration_seconds,bytes_transferred,category
2024-03-30 14:42:53,VPN_CONNECT,jsmith,172.22.51.215,172.16.0.192,VPN-CORP-001,25008,160012,Normal
2024-03-30 17:47:47,VPN_CONNECT,mbaker,172.30.64.173,172.16.0.194,VPN-CORP-001,19565,26109,Normal
2024-03-18 17:03:08,VPN_CONNECT,bmorris,172.23.63.152,172.16.0.183,VPN-CORP-001,4241,410957,Normal
2024-03-15 13:34:51,VPN_CONNECT,sturner,172.30.206.89,172.16.0.22,VPN-CORP-001,19635,169532,Normal
2024-03-19 17:08:27,VPN_CONNECT,mbaker,172.21.74.209,172.16.0.78,VPN-CORP-001,1969,496054,Normal
2024-03-15 15:08:16,VPN_CONNECT,kcox,172.17.116.113,172.16.0.62,VPN-CORP-001,8601,413768,Normal
2024-03-21 16:18:23,VPN_CONNECT,bmorris,172.24.238.146,172.16.0.90,VPN-CORP-001,22936,122346,Normal
2024-03-02 12:50:53,VPN_CONNECT,pbrooks,172.26.92.117,172.16.0.72,VPN-CORP-001,22123,334505,Normal
2024-03-18 10:39:04,VPN_CONNECT,jsmith,172.19.78.133,172.16.0.141,VPN-CORP-001,9562,256804,Normal
2024-03-29 10:24:41,VPN_CONNECT,kcox,172.19.214.244,172.16.0.113,VPN-CORP-001,6953,140088,Normal
2024-03-04 14:16:08,VPN_CONNECT,rthompson,172.25.67.80,172.16.0.181,VPN-CORP-001,19626,109594,Normal
2024-03-08 11:29:50,VPN_CONNECT,tphillips,172.28.254.80,172.16.0.28,VPN-CORP-001,19586,139901,Normal
2024-03-23 16:41:49,VPN_CONNECT,rthompson,172.23.39.237,172.16.0.179,VPN-CORP-001,7083,125338,Normal
2024-03-06 09:29:55,VPN_CONNECT,tphillips,172.19.187.22,172.16.0.188,VPN-CORP-001,14944,170741,Normal
2024-03-11 09:37:18,VPN_CONNECT,jsmith,172.30.195.101,172.16.0.78,VPN-CORP-001,26027,370954,Normal
2024-03-25 16:15:10,VPN_CONNECT,sturner,172.29.3.113,172.16.0.65,VPN-CORP-001,14752,366719,Normal
2024-03-18 16:03:45,VPN_CONNECT,pbrooks,172.19.188.99,172.16.0.26,VPN-CORP-001,16239,210675,Normal
2024-03-03 09:47:04,VPN_CONNECT,pbrooks,172.23.125.202,172.16.0.28,VPN-CORP-001,7453,344960,Normal
2024-03-20 09:55:33,VPN_CONNECT,kcox,172.23.106.98,172.16.0.59,VPN-CORP-001,18799,456823,Normal
2024-03-14 09:01:54,VPN_CONNECT,sturner,172.31.121.177,172.16.0.22,VPN-CORP-001,12107,41202,Normal
2024-03-07 17:34:31,VPN_CONNECT,jsmith,172.25.8.59,172.16.0.13,VPN-CORP-001,9646,437414,Normal
2024-03-25 17:35:26,VPN_CONNECT,rthompson,172.25.254.52,172.16.0.159,VPN-CORP-001,3043,472334,Normal
2024-03-26 15:30:50,VPN_CONNECT,rthompson,172.17.53.178,172.16.0.37,VPN-CORP-001,9358,364314,Normal
2024-03-08 16:18:20,VPN_CONNECT,tphillips,172.26.108.244,172.16.0.91,VPN-CORP-001,21575,403508,Normal
2024-03-26 12:02:29,VPN_CONNECT,hrobinson,172.16.40.158,172.16.0.37,VPN-CORP-001,25348,87230,Normal
2024-03-04 17:32:01,VPN_CONNECT,nwood,172.31.235.228,172.16.0.196,VPN-CORP-001,3630,23822,Normal
2024-03-28 16:13:07,VPN_CONNECT,bmorris,172.21.8.165,172.16.0.21,VPN-CORP-001,12415,238430,Normal
2024-03-04 08:16:11,VPN_CONNECT,sturner,172.25.121.221,172.16.0.121,VPN-CORP-001,5418,466053,Normal
2024-03-27 13:36:31,VPN_CONNECT,mbaker,172.16.181.123,172.16.0.114,VPN-CORP-001,28469,497178,Normal
2024-03-22 09:42:19,VPN_CONNECT,tphillips,172.24.84.189,172.16.0.41,VPN-CORP-001,25613,357043,Normal
2024-03-10 13:44:31,VPN_CONNECT,kcox,172.26.196.8,172.16.0.95,VPN-CORP-001,27612,31193,Normal
2024-03-24 16:51:53,VPN_CONNECT,tphillips,172.19.117.68,172.16.0.11,VPN-CORP-001,4182,24544,Normal
2024-03-16 15:05:57,VPN_CONNECT,sturner,172.16.121.155,172.16.0.68,VPN-CORP-001,1836,347753,Normal
2024-03-06 17:27:18,VPN_CONNECT,kcox,172.17.131.117,172.16.0.40,VPN-CORP-001,2500,105957,Normal
2024-03-27 09:18:45,VPN_CONNECT,kcox,172.16.242.13,172.16.0.135,VPN-CORP-001,14981,322082,Normal
2024-03-02 08:01:42,VPN_CONNECT,sturner,172.29.29.124,172.16.0.28,VPN-CORP-001,25500,219120,Normal
2024-03-20 14:34:17,VPN_CONNECT,sturner,172.25.192.44,172.16.0.126,VPN-CORP-001,24358,22041,Normal
2024-03-04 16:15:13,VPN_CONNECT,kcox,172.31.233.106,172.16.0.166,VPN-CORP-001,22644,182936,Normal
2024-03-04 17:56:18,VPN_CONNECT,mbaker,172.26.54.13,172.16.0.72,VPN-CORP-001,10004,80398,Normal
2024-03-17 08:21:00,VPN_CONNECT,nwood,172.16.59.87,172.16.0.52,VPN-CORP-001,4674,160152,Normal
2024-03-02 11:54:46,VPN_CONNECT,mbaker,172.16.179.54,172.16.0.164,VPN-CORP-001,26973,32097,Normal
2024-03-28 17:04:53,VPN_CONNECT,jsmith,172.31.135.122,172.16.0.65,VPN-CORP-001,22448,461628,Normal
2024-03-04 12:25:13,VPN_CONNECT,mbaker,172.21.159.155,172.16.0.21,VPN-CORP-001,18809,76007,Normal
2024-03-08 09:20:00,VPN_CONNECT,sturner,172.27.93.221,172.16.0.13,VPN-CORP-001,14287,37474,Normal
2024-03-22 10:38:37,VPN_CONNECT,pbrooks,172.19.3.206,172.16.0.36,VPN-CORP-001,21162,331406,Normal
2024-03-12 13:28:40,VPN_CONNECT,nwood,172.21.245.193,172.16.0.54,VPN-CORP-001,17993,285406,Normal
2024-03-23 11:25:04,VPN_CONNECT,pbrooks,172.25.244.33,172.16.0.132,VPN-CORP-001,28735,357636,Normal
2024-03-19 10:33:50,VPN_CONNECT,kcox,172.16.191.252,172.16.0.79,VPN-CORP-001,20780,137349,Normal
2024-03-20 13:29:31,VPN_CONNECT,sturner,172.18.186.146,172.16.0.171,VPN-CORP-001,22916,42610,Normal
2024-03-02 15:25:39,VPN_CONNECT,hrobinson,172.23.109.136,172.16.0.128,VPN-CORP-001,6392,159198,Normal
2024-03-20 08:10:52,VPN_CONNECT,rthompson,172.27.170.117,172.16.0.77,VPN-CORP-001,5128,139594,Normal
2024-03-07 10:18:31,VPN_CONNECT,pbrooks,172.25.215.21,172.16.0.177,VPN-CORP-001,19240,161500,Normal
2024-03-30 08:28:45,VPN_CONNECT,sturner,172.20.206.7,172.16.0.24,VPN-CORP-001,16933,351080,Normal
2024-03-03 09:12:30,VPN_CONNECT,jsmith,172.24.139.189,172.16.0.187,VPN-CORP-001,20292,262225,Normal
2024-03-26 13:38:46,VPN_CONNECT,bmorris,172.23.65.242,172.16.0.147,VPN-CORP-001,19546,134446,Normal
2024-03-15 11:56:26,VPN_CONNECT,rthompson,172.20.162.215,172.16.0.181,VPN-CORP-001,13572,418652,Normal
2024-03-12 16:19:26,VPN_CONNECT,pbrooks,172.25.114.123,172.16.0.115,VPN-CORP-001,16543,467013,Normal
2024-03-13 08:15:37,VPN_CONNECT,nwood,172.22.244.115,172.16.0.130,VPN-CORP-001,18239,142123,Normal
2024-03-23 12:56:44,VPN_CONNECT,jsmith,172.23.208.85,172.16.0.76,VPN-CORP-001,15606,31437,Normal
2024-03-17 14:22:49,VPN_CONNECT,sturner,172.30.218.78,172.16.0.114,VPN-CORP-001,23864,229570,Normal
2024-03-01 14:41:42,VPN_CONNECT,rthompson,172.22.226.169,172.16.0.29,VPN-CORP-001,14298,176780,Normal
2024-03-06 10:04:17,VPN_CONNECT,hrobinson,172.21.143.2,172.16.0.92,VPN-CORP-001,16209,247119,Normal
2024-03-11 11:14:34,VPN_CONNECT,mbaker,172.30.167.97,172.16.0.27,VPN-CORP-001,5213,112031,Normal
2024-03-24 11:22:25,VPN_CONNECT,rthompson,172.16.96.121,172.16.0.94,VPN-CORP-001,16522,136691,Normal
2024-03-19 15:53:52,VPN_CONNECT,nwood,172.29.131.180,172.16.0.92,VPN-CORP-001,4879,213980,Normal
2024-03-06 11:38:46,VPN_CONNECT,nwood,172.18.70.151,172.16.0.142,VPN-CORP-001,25862,379405,Normal
2024-03-27 15:53:26,VPN_CONNECT,jsmith,172.31.28.130,172.16.0.79,VPN-CORP-001,4857,32614,Normal
2024-03-04 09:37:45,VPN_CONNECT,tphillips,172.30.236.204,172.16.0.12,VPN-CORP-001,12079,28534,Normal
2024-03-13 12:58:46,VPN_CONNECT,tphillips,172.16.129.120,172.16.0.11,VPN-CORP-001,21879,246358,Normal
2024-03-09 13:07:34,VPN_CONNECT,kcox,172.18.50.20,172.16.0.125,VPN-CORP-001,27914,419446,Normal
2024-03-18 11:15:45,VPN_CONNECT,jsmith,172.21.201.30,172.16.0.27,VPN-CORP-001,17876,438274,Normal
2024-03-27 08:17:20,VPN_CONNECT,bmorris,172.18.192.115,172.16.0.49,VPN-CORP-001,13548,373197,Normal
2024-03-17 09:17:35,VPN_CONNECT,pbrooks,172.25.218.76,172.16.0.150,VPN-CORP-001,18991,231833,Normal
2024-03-25 17:41:48,VPN_CONNECT,jsmith,172.25.229.184,172.16.0.158,VPN-CORP-001,8162,317970,Normal
2024-03-26 10:01:03,VPN_CONNECT,rthompson,172.24.222.178,172.16.0.194,VPN-CORP-001,13736,312573,Normal
2024-03-06 16:40:03,VPN_CONNECT,kcox,172.21.241.172,172.16.0.16,VPN-CORP-001,15879,375930,Normal
2024-03-22 11:22:56,VPN_CONNECT,jsmith,172.29.106.203,172.16.0.32,VPN-CORP-001,9175,287249,Normal
2024-03-14 10:15:16,VPN_CONNECT,mbaker,172.21.1.55,172.16.0.79,VPN-CORP-001,21923,259463,Normal
2024-03-30 12:03:04,VPN_CONNECT,tphillips,172.31.19.29,172.16.0.91,VPN-CORP-001,24758,144345,Normal
2024-03-03 10:47:52,VPN_CONNECT,kcox,172.29.15.234,172.16.0.143,VPN-CORP-001,17518,204271,Normal
2024-03-12 11:24:45,VPN_CONNECT,rthompson,172.24.201.187,172.16.0.83,VPN-CORP-001,19517,173773,Normal
2024-03-02 14:15:11,VPN_CONNECT,pbrooks,172.24.139.192,172.16.0.114,VPN-CORP-001,9395,426826,Normal
2024-03-02 15:01:48,VPN_CONNECT,tphillips,172.18.21.231,172.16.0.83,VPN-CORP-001,9639,102715,Normal
2024-03-12 08:52:53,VPN_CONNECT,bmorris,172.16.166.32,172.16.0.178,VPN-CORP-001,10805,116650,Normal
2024-03-10 10:43:01,VPN_CONNECT,jsmith,172.23.134.123,172.16.0.173,VPN-CORP-001,17412,181649,Normal
2024-03-28 09:39:02,VPN_CONNECT,kcox,172.30.43.221,172.16.0.137,VPN-CORP-001,18544,12854,Normal
2024-03-01 10:09:44,VPN_CONNECT,tphillips,172.28.105.14,172.16.0.65,VPN-CORP-001,16380,61640,Normal
2024-03-29 10:36:47,VPN_CONNECT,kcox,172.29.174.49,172.16.0.80,VPN-CORP-001,7929,434955,Normal
2024-03-19 14:29:16,VPN_CONNECT,sturner,172.20.64.112,172.16.0.61,VPN-CORP-001,25285,229024,Normal
2024-03-09 09:18:58,VPN_CONNECT,tphillips,172.19.65.133,172.16.0.159,VPN-CORP-001,23626,268135,Normal
2024-03-12 12:08:49,VPN_CONNECT,jsmith,172.20.212.231,172.16.0.197,VPN-CORP-001,22628,409365,Normal
2024-03-29 15:22:38,VPN_CONNECT,jsmith,172.30.244.35,172.16.0.131,VPN-CORP-001,2486,476008,Normal
2024-03-24 08:49:51,VPN_CONNECT,hrobinson,172.23.58.47,172.16.0.16,VPN-CORP-001,1814,159725,Normal
2024-03-21 13:57:54,VPN_CONNECT,tphillips,172.16.84.158,172.16.0.101,VPN-CORP-001,23956,349503,Normal
2024-03-12 14:11:25,VPN_CONNECT,nwood,172.18.63.78,172.16.0.188,VPN-CORP-001,22986,41652,Normal
2024-03-12 10:24:23,VPN_CONNECT,tphillips,172.31.160.18,172.16.0.50,VPN-CORP-001,2197,52775,Normal
2024-03-03 14:07:36,VPN_CONNECT,kcox,172.22.68.73,172.16.0.175,VPN-CORP-001,14834,226150,Normal
2024-03-21 08:16:04,VPN_CONNECT,kcox,172.25.242.121,172.16.0.68,VPN-CORP-001,14255,16245,Normal
2024-03-12 16:12:41,VPN_CONNECT,tphillips,172.17.42.144,172.16.0.136,VPN-CORP-001,21454,466324,Normal
2024-03-03 13:13:13,VPN_CONNECT,sturner,172.18.123.251,172.16.0.138,VPN-CORP-001,13334,219055,Normal
2024-03-02 09:34:54,VPN_CONNECT,hrobinson,172.19.113.201,172.16.0.156,VPN-CORP-001,2212,41383,Normal
2024-03-21 09:56:58,VPN_CONNECT,jsmith,172.23.42.76,172.16.0.164,VPN-CORP-001,9817,488828,Normal
2024-03-06 14:24:06,VPN_CONNECT,jsmith,172.27.101.156,172.16.0.120,VPN-CORP-001,18595,330781,Normal
2024-03-16 08:41:31,VPN_CONNECT,mbaker,172.23.189.138,172.16.0.43,VPN-CORP-001,5353,232410,Normal
2024-03-20 11:54:27,VPN_CONNECT,rthompson,172.19.151.222,172.16.0.54,VPN-CORP-001,28681,337873,Normal
2024-03-11 14:40:39,VPN_CONNECT,pbrooks,172.24.225.87,172.16.0.130,VPN-CORP-001,21186,207612,Normal
2024-03-01 16:57:53,VPN_CONNECT,mbaker,172.23.45.80,172.16.0.104,VPN-CORP-001,1975,344369,Normal
2024-03-16 10:11:33,VPN_CONNECT,pbrooks,172.30.213.119,172.16.0.88,VPN-CORP-001,3192,153057,Normal
2024-03-08 17:16:06,VPN_CONNECT,sturner,172.31.58.219,172.16.0.162,VPN-CORP-001,13850,99103,Normal
2024-03-15 14:55:10,VPN_CONNECT,tphillips,172.31.189.193,172.16.0.164,VPN-CORP-001,14960,212890,Normal
2024-03-11 17:18:06,VPN_CONNECT,bmorris,172.29.167.1,172.16.0.143,VPN-CORP-001,15931,28867,Normal
2024-03-30 10:10:57,VPN_CONNECT,jsmith,172.26.13.160,172.16.0.94,VPN-CORP-001,3545,167655,Normal
2024-03-16 12:44:27,VPN_CONNECT,mbaker,172.27.228.73,172.16.0.159,VPN-CORP-001,6722,346978,Normal
2024-03-12 16:51:19,VPN_CONNECT,sturner,172.17.11.134,172.16.0.27,VPN-CORP-001,3783,40855,Normal
2024-03-15 15:43:27,VPN_CONNECT,nwood,172.18.197.165,172.16.0.165,VPN-CORP-001,6785,398886,Normal
2024-03-02 16:23:49,VPN_CONNECT,kcox,172.20.224.208,172.16.0.32,VPN-CORP-001,11448,190712,Normal
2024-03-19 17:50:31,VPN_CONNECT,hrobinson,172.21.120.26,172.16.0.59,VPN-CORP-001,5465,257615,Normal
2024-03-07 15:29:21,VPN_CONNECT,jsmith,172.22.56.122,172.16.0.99,VPN-CORP-001,12691,38866,Normal
2024-03-06 08:34:20,VPN_CONNECT,nwood,172.28.47.239,172.16.0.195,VPN-CORP-001,4146,66958,Normal
2024-03-14 09:37:48,VPN_CONNECT,pbrooks,172.31.242.212,172.16.0.145,VPN-CORP-001,10556,146592,Normal
2024-03-25 13:55:33,VPN_CONNECT,kcox,172.18.234.174,172.16.0.33,VPN-CORP-001,18395,247983,Normal
2024-03-24 11:05:10,VPN_CONNECT,hrobinson,172.29.193.39,172.16.0.145,VPN-CORP-001,18571,420180,Normal
2024-03-26 10:01:12,VPN_CONNECT,bmorris,172.16.183.107,172.16.0.95,VPN-CORP-001,12557,242064,Normal
2024-03-11 15:38:41,VPN_CONNECT,mbaker,172.31.71.53,172.16.0.103,VPN-CORP-001,15728,120236,Normal
2024-03-01 12:17:02,VPN_CONNECT,bmorris,172.22.212.50,172.16.0.116,VPN-CORP-001,27632,353314,Normal
2024-03-10 09:06:56,VPN_CONNECT,rthompson,172.31.224.240,172.16.0.53,VPN-CORP-001,5571,390073,Normal
2024-03-19 11:40:46,VPN_CONNECT,jsmith,172.23.180.10,172.16.0.103,VPN-CORP-001,19560,140677,Normal
2024-03-18 15:53:35,VPN_CONNECT,kcox,172.22.211.33,172.16.0.30,VPN-CORP-001,3749,193093,Normal
2024-03-29 14:28:57,VPN_CONNECT,jsmith,172.28.19.178,172.16.0.193,VPN-CORP-001,7849,176325,Normal
2024-03-09 17:42:01,VPN_CONNECT,hrobinson,172.26.97.77,172.16.0.194,VPN-CORP-001,7322,285975,Normal
2024-03-13 14:47:42,VPN_CONNECT,mbaker,172.25.118.31,172.16.0.164,VPN-CORP-001,26055,489698,Normal
2024-03-26 16:03:20,VPN_CONNECT,rthompson,172.29.243.179,172.16.0.156,VPN-CORP-001,27476,158944,Normal
2024-03-12 09:11:58,VPN_CONNECT,jsmith,172.21.113.30,172.16.0.97,VPN-CORP-001,17767,227789,Normal
2024-03-28 11:35:40,VPN_CONNECT,tphillips,172.24.21.126,172.16.0.140,VPN-CORP-001,12958,308876,Normal
2024-03-04 14:54:54,VPN_CONNECT,mbaker,172.26.172.79,172.16.0.59,VPN-CORP-001,2445,466498,Normal
2024-03-29 08:26:50,VPN_CONNECT,hrobinson,172.29.13.2,172.16.0.116,VPN-CORP-001,4362,309263,Normal
2024-03-25 12:50:11,VPN_CONNECT,tphillips,172.25.157.69,172.16.0.200,VPN-CORP-001,20874,480810,Normal
2024-03-10 11:22:30,VPN_CONNECT,jsmith,172.23.17.8,172.16.0.175,VPN-CORP-001,5881,53010,Normal
2024-03-20 14:13:09,VPN_CONNECT,kcox,172.28.209.141,172.16.0.127,VPN-CORP-001,18733,457045,Normal
2024-03-05 08:42:19,VPN_CONNECT,bmorris,172.21.229.225,172.16.0.34,VPN-CORP-001,6865,243112,Normal
2024-03-14 08:21:58,VPN_CONNECT,pbrooks,172.25.248.242,172.16.0.151,VPN-CORP-001,25489,281326,Normal
2024-03-08 13:56:05,VPN_CONNECT,jsmith,172.26.128.237,172.16.0.37,VPN-CORP-001,10169,107939,Normal
2024-03-02 17:28:52,VPN_CONNECT,jsmith,172.17.163.51,172.16.0.127,VPN-CORP-001,10927,136202,Normal
2024-03-19 13:11:35,VPN_CONNECT,sturner,172.27.145.209,172.16.0.66,VPN-CORP-001,15640,187784,Normal
2024-03-07 16:04:11,VPN_CONNECT,hrobinson,172.22.85.242,172.16.0.41,VPN-CORP-001,25617,302094,Normal
2024-03-02 13:47:49,VPN_CONNECT,sturner,172.27.79.185,172.16.0.87,VPN-CORP-001,28555,174337,Normal
2024-03-13 11:07:07,VPN_CONNECT,nwood,172.28.76.9,172.16.0.103,VPN-CORP-001,10500,372713,Normal
2024-03-25 13:53:50,VPN_CONNECT,kcox,172.31.111.215,172.16.0.148,VPN-CORP-001,13703,241280,Normal
2024-03-07 17:21:50,VPN_CONNECT,rthompson,172.24.252.154,172.16.0.61,VPN-CORP-001,20611,226186,Normal
2024-03-01 16:31:36,VPN_CONNECT,rthompson,172.22.43.74,172.16.0.21,VPN-CORP-001,3063,295279,Normal
2024-03-25 17:38:20,VPN_CONNECT,pbrooks,172.21.50.210,172.16.0.161,VPN-CORP-001,25780,259607,Normal
2024-03-12 12:51:04,VPN_CONNECT,kcox,172.22.96.194,172.16.0.152,VPN-CORP-001,22430,174230,Normal
2024-03-11 15:10:00,VPN_CONNECT,nwood,172.24.255.165,172.16.0.173,VPN-CORP-001,25743,145659,Normal
2024-03-07 13:18:10,VPN_CONNECT,sturner,172.24.175.12,172.16.0.20,VPN-CORP-001,6119,308043,Normal
2024-03-28 10:24:53,VPN_CONNECT,rthompson,172.28.206.218,172.16.0.45,VPN-CORP-001,4739,339877,Normal
2024-03-02 15:02:08,VPN_CONNECT,jsmith,172.20.14.185,172.16.0.117,VPN-CORP-001,16707,311339,Normal
2024-03-17 10:01:25,VPN_CONNECT,kcox,172.18.108.238,172.16.0.165,VPN-CORP-001,16859,62352,Normal
2024-03-30 12:22:15,VPN_CONNECT,pbrooks,172.26.233.240,172.16.0.200,VPN-CORP-001,14224,101254,Normal
2024-03-04 12:42:20,VPN_CONNECT,bmorris,172.22.31.139,172.16.0.27,VPN-CORP-001,20921,222700,Normal
2024-03-28 08:05:28,VPN_CONNECT,rthompson,172.19.26.14,172.16.0.31,VPN-CORP-001,3310,147748,Normal
2024-03-26 17:38:14,VPN_CONNECT,hrobinson,172.20.148.87,172.16.0.27,VPN-CORP-001,9978,89451,Normal
2024-03-25 17:25:22,VPN_CONNECT,mbaker,172.23.194.230,172.16.0.91,VPN-CORP-001,9155,154517,Normal
2024-03-13 09:55:36,VPN_CONNECT,mbaker,172.17.38.122,172.16.0.149,VPN-CORP-001,8777,444472,Normal
2024-03-21 13:57:38,VPN_CONNECT,tphillips,172.19.190.230,172.16.0.112,VPN-CORP-001,16586,177834,Normal
2024-03-10 13:32:40,VPN_CONNECT,nwood,172.30.76.138,172.16.0.36,VPN-CORP-001,5191,33362,Normal
2024-03-14 14:48:12,VPN_CONNECT,pbrooks,172.18.91.74,172.16.0.91,VPN-CORP-001,24906,69647,Normal
2024-03-11 17:27:48,VPN_CONNECT,nwood,172.23.229.118,172.16.0.130,VPN-CORP-001,23081,119850,Normal
2024-03-29 15:24:03,VPN_CONNECT,jsmith,172.28.181.117,172.16.0.28,VPN-CORP-001,18488,379556,Normal
2024-03-06 09:37:17,VPN_CONNECT,jsmith,172.16.155.53,172.16.0.161,VPN-CORP-001,27265,173987,Normal
2024-03-20 14:05:35,VPN_CONNECT,mbaker,172.22.37.1,172.16.0.28,VPN-CORP-001,23818,471927,Normal
2024-03-03 09:24:09,VPN_CONNECT,jsmith,172.22.93.113,172.16.0.173,VPN-CORP-001,6276,165920,Normal
2024-03-18 13:20:15,VPN_CONNECT,kcox,172.23.168.53,172.16.0.177,VPN-CORP-001,28250,73177,Normal
2024-03-26 17:54:11,VPN_CONNECT,hrobinson,172.22.190.149,172.16.0.30,VPN-CORP-001,4957,48917,Normal
2024-03-27 16:01:52,VPN_CONNECT,tphillips,172.31.156.36,172.16.0.139,VPN-CORP-001,24712,398014,Normal
2024-03-08 11:05:43,VPN_CONNECT,nwood,172.22.173.22,172.16.0.15,VPN-CORP-001,19686,29295,Normal
2024-03-15 13:13:03,VPN_CONNECT,sturner,172.19.103.186,172.16.0.111,VPN-CORP-001,16723,344134,Normal
2024-03-09 10:44:08,VPN_CONNECT,hrobinson,172.24.204.86,172.16.0.143,VPN-CORP-001,13148,177309,Normal
2024-03-14 14:57:37,VPN_CONNECT,bmorris,172.20.16.46,172.16.0.99,VPN-CORP-001,6361,418617,Normal
2024-03-20 13:48:51,VPN_CONNECT,hrobinson,172.23.97.193,172.16.0.168,VPN-CORP-001,11944,142269,Normal
2024-03-05 14:33:33,VPN_CONNECT,sturner,172.18.6.66,172.16.0.108,VPN-CORP-001,7097,51841,Normal
2024-03-14 15:30:07,VPN_CONNECT,nwood,172.29.168.167,172.16.0.37,VPN-CORP-001,15555,223658,Normal
2024-03-23 12:58:11,VPN_CONNECT,hrobinson,172.28.12.178,172.16.0.173,VPN-CORP-001,18395,23790,Normal
2024-03-26 10:16:42,VPN_CONNECT,nwood,172.20.64.79,172.16.0.113,VPN-CORP-001,5213,317612,Normal
2024-03-22 14:30:35,VPN_CONNECT,nwood,172.31.51.145,172.16.0.30,VPN-CORP-001,12232,371038,Normal
2024-03-08 16:26:23,VPN_CONNECT,jsmith,172.25.238.166,172.16.0.15,VPN-CORP-001,1986,284849,Normal
2024-03-10 09:36:27,VPN_CONNECT,tphillips,172.18.232.206,172.16.0.44,VPN-CORP-001,9447,367267,Normal
2024-03-22 11:02:50,VPN_CONNECT,pbrooks,172.20.19.156,172.16.0.196,VPN-CORP-001,15430,48207,Normal
2024-03-06 11:36:41,VPN_CONNECT,hrobinson,172.29.166.18,172.16.0.18,VPN-CORP-001,13297,83963,Normal
2024-03-18 08:44:07,VPN_CONNECT,kcox,172.27.12.49,172.16.0.107,VPN-CORP-001,19131,107539,Normal
2024-03-19 08:20:27,VPN_CONNECT,hrobinson,172.29.27.19,172.16.0.99,VPN-CORP-001,24800,133473,Normal
2024-03-25 12:25:49,VPN_CONNECT,rthompson,172.24.162.81,172.16.0.182,VPN-CORP-001,23552,187204,Normal
2024-03-21 15:03:43,VPN_CONNECT,mbaker,172.24.107.188,172.16.0.127,VPN-CORP-001,8034,26481,Normal
2024-03-16 08:21:23,VPN_CONNECT,tphillips,172.19.36.10,172.16.0.130,VPN-CORP-001,6830,215669,Normal
2024-03-16 13:30:58,VPN_CONNECT,bmorris,172.20.101.78,172.16.0.137,VPN-CORP-001,10637,10119,Normal
2024-03-11 14:16:59,VPN_CONNECT,hrobinson,172.31.129.207,172.16.0.81,VPN-CORP-001,22326,266098,Normal
