timestamp,event_id,event_name,user,host,source_ip,process,parent_process,command_line,md5,src_port,dest_ip,dest_port,dest_host,protocol,image,signed,signature,source_process,target_process,granted_access,file_path,category
2024-03-07 11:57:01,1,ProcessCreate,ucampbell,WIN-SALES-004,10.10.5.104,winlogon.exe,cmd.exe,C:\Windows\System32\winlogon.exe,102dd375abb3bae5ea10ef47433e9853,,,,,,,,,,,,,Normal
2024-03-11 14:57:55,1,ProcessCreate,qkelly,WIN-RD-002,10.10.9.102,mmc.exe,explorer.exe,C:\Windows\System32\mmc.exe,95eb80ca5206aafef158df54a29bcfd8,,,,,,,,,,,,,Normal
2024-03-03 11:42:03,1,ProcessCreate,dlee,WIN-FIN-004,10.10.2.104,svchost.exe,explorer.exe,C:\Windows\System32\svchost.exe,d1c56374fff0243832b8696d133b7861,,,,,,,,,,,,,Normal
2024-03-09 11:35:28,1,ProcessCreate,ptaylor,WIN-HR-003,10.10.1.103,svchost.exe,cmd.exe,C:\Windows\System32\svchost.exe,d1c56374fff0243832b8696d133b7861,,,,,,,,,,,,,Normal
2024-03-22 12:53:14,1,ProcessCreate,kgreen,WIN-IT-004,10.10.3.104,iexplore.exe,cmd.exe,C:\Windows\System32\iexplore.exe,5949aefc6a80022c3f10fcd9dc8b7583,,,,,,,,,,,,,Normal
2024-03-23 11:04:21,1,ProcessCreate,ibailey,WIN-EXEC-002,10.10.7.102,services.exe,explorer.exe,C:\Windows\System32\services.exe,4f3093e2aa57962314245e04ad6b6cf2,,,,,,,,,,,,,Normal
2024-03-26 14:21:06,1,ProcessCreate,qkelly,WIN-RD-002,10.10.9.102,mmc.exe,cmd.exe,C:\Windows\System32\mmc.exe,95eb80ca5206aafef158df54a29bcfd8,,,,,,,,,,,,,Normal
2024-03-29 15:12:58,1,ProcessCreate,mwilson,WIN-HR-002,10.10.1.102,services.exe,svchost.exe,C:\Windows\System32\services.exe,4f3093e2aa57962314245e04ad6b6cf2,,,,,,,,,,,,,Normal
2024-03-09 16:57:34,1,ProcessCreate,yedwards,WIN-SALES-008,10.10.5.108,chrome.exe,svchost.exe,C:\Windows\System32\chrome.exe,f8130c7aa6e824198c00e036314ba22d,,,,,,,,,,,,,Normal
2024-03-18 13:00:30,1,ProcessCreate,ucampbell,WIN-SALES-004,10.10.5.104,msedge.exe,cmd.exe,C:\Windows\System32\msedge.exe,dafb630528a2a1bac46f6ac46035d75d,,,,,,,,,,,,,Normal
2024-03-15 08:12:04,1,ProcessCreate,glewis,WIN-FIN-007,10.10.2.107,powershell.exe,explorer.exe,C:\Windows\System32\powershell.exe,0906e49c252cde958db247fef205b1bb,,,,,,,,,,,,,Normal
2024-03-01 10:47:22,1,ProcessCreate,lbrown,WIN-HR-004,10.10.1.104,taskmgr.exe,explorer.exe,C:\Windows\System32\taskmgr.exe,00f86b9dacb0a22c9c7c377bfbe10de9,,,,,,,,,,,,,Normal
2024-03-23 12:46:52,1,ProcessCreate,dreed,WIN-MKT-003,10.10.6.103,services.exe,svchost.exe,C:\Windows\System32\services.exe,4f3093e2aa57962314245e04ad6b6cf2,,,,,,,,,,,,,Normal
2024-03-27 14:47:22,1,ProcessCreate,nnelson,WIN-SOC-002,10.10.4.102,cmd.exe,cmd.exe,C:\Windows\System32\cmd.exe,45e0edaca8702e6e90d1d98cf3647d5f,,,,,,,,,,,,,Normal
2024-03-23 17:11:47,1,ProcessCreate,ptaylor,WIN-HR-003,10.10.1.103,explorer.exe,explorer.exe,C:\Windows\System32\explorer.exe,cde09bcdf5fde1e2eac52c0f93362b79,,,,,,,,,,,,,Normal
2024-03-02 15:57:30,1,ProcessCreate,ecook,WIN-MKT-004,10.10.6.104,svchost.exe,explorer.exe,C:\Windows\System32\svchost.exe,d1c56374fff0243832b8696d133b7861,,,,,,,,,,,,,Normal
2024-03-29 16:23:10,1,ProcessCreate,glewis,WIN-FIN-007,10.10.2.107,iexplore.exe,svchost.exe,C:\Windows\System32\iexplore.exe,5949aefc6a80022c3f10fcd9dc8b7583,,,,,,,,,,,,,Normal
2024-03-06 16:22:30,1,ProcessCreate,hmurphy,WIN-EXEC-001,10.10.7.101,powershell.exe,cmd.exe,C:\Windows\System32\powershell.exe,0906e49c252cde958db247fef205b1bb,,,,,,,,,,,,,Normal
2024-03-01 16:39:56,1,ProcessCreate,pmitchell,WIN-SOC-004,10.10.4.104,cmd.exe,svchost.exe,C:\Windows\System32\cmd.exe,45e0edaca8702e6e90d1d98cf3647d5f,,,,,,,,,,,,,Normal
2024-03-09 16:22:57,1,ProcessCreate,tphillips,WIN-SALES-003,10.10.5.103,notepad.exe,explorer.exe,C:\Windows\System32\notepad.exe,a37e9ce9e5a53c24d44a59084f0dde32,,,,,,,,,,,,,Normal
2024-03-13 09:10:33,1,ProcessCreate,pmitchell,WIN-SOC-004,10.10.4.104,thunderbird.exe,explorer.exe,C:\Windows\System32\thunderbird.exe,c5233f1ef4ff2dc460b51ddc4d08e0c3,,,,,,,,,,,,,Normal
2024-03-16 10:32:07,1,ProcessCreate,gbell,WIN-MKT-006,10.10.6.106,word.exe,explorer.exe,C:\Windows\System32\word.exe,be3d50d996950caf39e3708aefe0438e,,,,,,,,,,,,,Normal
2024-03-27 15:07:29,1,ProcessCreate,owatson,WIN-OPS-005,10.10.8.105,acrobat.exe,cmd.exe,C:\Windows\System32\acrobat.exe,1a2a26bec953f0837fecdb65572f12a8,,,,,,,,,,,,,Normal
2024-03-01 10:20:23,1,ProcessCreate,fmorgan,WIN-MKT-005,10.10.6.105,python.exe,cmd.exe,C:\Windows\System32\python.exe,2cd08077ed2bd398faa431458d9fbf45,,,,,,,,,,,,,Normal
2024-03-11 12:28:08,1,ProcessCreate,ucampbell,WIN-SALES-004,10.10.5.104,winrar.exe,svchost.exe,C:\Windows\System32\winrar.exe,91c3fec0b4d2732ede80b6eb1639ef1b,,,,,,,,,,,,,Normal
2024-03-16 13:02:59,1,ProcessCreate,dreed,WIN-MKT-003,10.10.6.103,word.exe,cmd.exe,C:\Windows\System32\word.exe,be3d50d996950caf39e3708aefe0438e,,,,,,,,,,,,,Normal
2024-03-02 17:28:07,1,ProcessCreate,sturner,WIN-SALES-002,10.10.5.102,explorer.exe,cmd.exe,C:\Windows\System32\explorer.exe,cde09bcdf5fde1e2eac52c0f93362b79,,,,,,,,,,,,,Normal
2024-03-16 16:20:37,1,ProcessCreate,qperez,WIN-SOC-005,10.10.4.105,svchost.exe,cmd.exe,C:\Windows\System32\svchost.exe,d1c56374fff0243832b8696d133b7861,,,,,,,,,,,,,Normal
2024-03-13 11:22:07,1,ProcessCreate,zstewart,WIN-SALES-009,10.10.5.109,thunderbird.exe,explorer.exe,C:\Windows\System32\thunderbird.exe,c5233f1ef4ff2dc460b51ddc4d08e0c3,,,,,,,,,,,,,Normal
2024-03-16 17:50:49,1,ProcessCreate,ucampbell,WIN-SALES-004,10.10.5.104,slack.exe,cmd.exe,C:\Windows\System32\slack.exe,5b3e5642ef88db53654435eb7a54ad37,,,,,,,,,,,,,Normal
2024-03-12 09:41:41,1,ProcessCreate,asanchez,WIN-SALES-010,10.10.5.110,cmd.exe,svchost.exe,C:\Windows\System32\cmd.exe,45e0edaca8702e6e90d1d98cf3647d5f,,,,,,,,,,,,,Normal
2024-03-18 14:53:04,1,ProcessCreate,dlee,WIN-FIN-004,10.10.2.104,mmc.exe,explorer.exe,C:\Windows\System32\mmc.exe,95eb80ca5206aafef158df54a29bcfd8,,,,,,,,,,,,,Normal
2024-03-13 08:23:52,1,ProcessCreate,sturner,WIN-SALES-002,10.10.5.102,thunderbird.exe,svchost.exe,C:\Windows\System32\thunderbird.exe,c5233f1ef4ff2dc460b51ddc4d08e0c3,,,,,,,,,,,,,Normal
2024-03-13 17:51:18,1,ProcessCreate,dlee,WIN-FIN-004,10.10.2.104,services.exe,explorer.exe,C:\Windows\System32\services.exe,4f3093e2aa57962314245e04ad6b6cf2,,,,,,,,,,,,,Normal
2024-03-24 15:11:24,1,ProcessCreate,rsanders,WIN-RD-003,10.10.9.103,notepad.exe,cmd.exe,C:\Windows\System32\notepad.exe,a37e9ce9e5a53c24d44a59084f0dde32,,,,,,,,,,,,,Normal
2024-03-03 09:42:11,1,ProcessCreate,lbrown,WIN-HR-004,10.10.1.104,cmd.exe,svchost.exe,C:\Windows\System32\cmd.exe,45e0edaca8702e6e90d1d98cf3647d5f,,,,,,,,,,,,,Normal
2024-03-11 12:45:15,1,ProcessCreate,tphillips,WIN-SALES-003,10.10.5.103,chrome.exe,svchost.exe,C:\Windows\System32\chrome.exe,f8130c7aa6e824198c00e036314ba22d,,,,,,,,,,,,,Normal
2024-03-12 12:54:14,1,ProcessCreate,jscott,WIN-IT-003,10.10.3.103,explorer.exe,explorer.exe,C:\Windows\System32\explorer.exe,cde09bcdf5fde1e2eac52c0f93362b79,,,,,,,,,,,,,Normal
2024-03-25 16:13:27,1,ProcessCreate,fmorgan,WIN-MKT-005,10.10.6.105,powershell.exe,cmd.exe,C:\Windows\System32\powershell.exe,0906e49c252cde958db247fef205b1bb,,,,,,,,,,,,,Normal
2024-03-01 16:13:58,1,ProcessCreate,qperez,WIN-SOC-005,10.10.4.105,lsass.exe,cmd.exe,C:\Windows\System32\lsass.exe,ceff066accbea30640f130e701692d9f,,,,,,,,,,,,,Normal
2024-03-15 12:33:34,1,ProcessCreate,iwalker,WIN-IT-002,10.10.3.102,slack.exe,cmd.exe,C:\Windows\System32\slack.exe,5b3e5642ef88db53654435eb7a54ad37,,,,,,,,,,,,,Normal
2024-03-25 11:17:29,1,ProcessCreate,ladams,WIN-IT-005,10.10.3.105,zoom.exe,svchost.exe,C:\Windows\System32\zoom.exe,c7dfe9208800e961e8af6731f9283ad5,,,,,,,,,,,,,Normal
2024-03-16 09:10:01,1,ProcessCreate,jscott,WIN-IT-003,10.10.3.103,chrome.exe,cmd.exe,C:\Windows\System32\chrome.exe,f8130c7aa6e824198c00e036314ba22d,,,,,,,,,,,,,Normal
2024-03-13 12:58:08,1,ProcessCreate,mbaker,WIN-SOC-001,10.10.4.101,mmc.exe,cmd.exe,C:\Windows\System32\mmc.exe,95eb80ca5206aafef158df54a29bcfd8,,,,,,,,,,,,,Normal
2024-03-23 09:33:24,1,ProcessCreate,tphillips,WIN-SALES-003,10.10.5.103,winlogon.exe,explorer.exe,C:\Windows\System32\winlogon.exe,102dd375abb3bae5ea10ef47433e9853,,,,,,,,,,,,,Normal
2024-03-01 15:37:50,1,ProcessCreate,tphillips,WIN-SALES-003,10.10.5.103,word.exe,svchost.exe,C:\Windows\System32\word.exe,be3d50d996950caf39e3708aefe0438e,,,,,,,,,,,,,Normal
2024-03-14 09:52:16,1,ProcessCreate,tphillips,WIN-SALES-003,10.10.5.103,msedge.exe,svchost.exe,C:\Windows\System32\msedge.exe,dafb630528a2a1bac46f6ac46035d75d,,,,,,,,,,,,,Normal
2024-03-17 15:44:20,1,ProcessCreate,sturner,WIN-SALES-002,10.10.5.102,slack.exe,explorer.exe,C:\Windows\System32\slack.exe,5b3e5642ef88db53654435eb7a54ad37,,,,,,,,,,,,,Normal
2024-03-06 14:24:51,1,ProcessCreate,cwhite,WIN-FIN-003,10.10.2.103,slack.exe,svchost.exe,C:\Windows\System32\slack.exe,5b3e5642ef88db53654435eb7a54ad37,,,,,,,,,,,,,Normal
2024-03-22 11:36:52,1,ProcessCreate,mrichardson,WIN-OPS-003,10.10.8.103,excel.exe,explorer.exe,C:\Windows\System32\excel.exe,cf0ee1fe487262be8a30d78ecb231bde,,,,,,,,,,,,,Normal
2024-03-11 08:54:47,1,ProcessCreate,wevans,WIN-SALES-006,10.10.5.106,notepad.exe,svchost.exe,C:\Windows\System32\notepad.exe,a37e9ce9e5a53c24d44a59084f0dde32,,,,,,,,,,,,,Normal
2024-03-09 16:16:15,1,ProcessCreate,kjones,WIN-HR-005,10.10.1.105,python.exe,explorer.exe,C:\Windows\System32\python.exe,2cd08077ed2bd398faa431458d9fbf45,,,,,,,,,,,,,Normal
2024-03-11 17:28:54,1,ProcessCreate,cwhite,WIN-FIN-003,10.10.2.103,notepad.exe,explorer.exe,C:\Windows\System32\notepad.exe,a37e9ce9e5a53c24d44a59084f0dde32,,,,,,,,,,,,,Normal
2024-03-09 16:37:13,1,ProcessCreate,pbrooks,WIN-RD-001,10.10.9.101,acrobat.exe,explorer.exe,C:\Windows\System32\acrobat.exe,1a2a26bec953f0837fecdb65572f12a8,,,,,,,,,,,,,Normal
2024-03-29 14:09:20,1,ProcessCreate,xcollins,WIN-SALES-007,10.10.5.107,teams.exe,svchost.exe,C:\Windows\System32\teams.exe,154485a7566ec7a9d8bcc6a659aa3a4e,,,,,,,,,,,,,Normal
2024-03-07 12:53:27,1,ProcessCreate,asanchez,WIN-SALES-010,10.10.5.110,acrobat.exe,explorer.exe,C:\Windows\System32\acrobat.exe,1a2a26bec953f0837fecdb65572f12a8,,,,,,,,,,,,,Normal
2024-03-09 12:56:37,1,ProcessCreate,rsanders,WIN-RD-003,10.10.9.103,zoom.exe,explorer.exe,C:\Windows\System32\zoom.exe,c7dfe9208800e961e8af6731f9283ad5,,,,,,,,,,,,,Normal
2024-03-12 08:32:46,1,ProcessCreate,rroberts,WIN-SALES-001,10.10.5.101,powershell.exe,svchost.exe,C:\Windows\System32\powershell.exe,0906e49c252cde958db247fef205b1bb,,,,,,,,,,,,,Normal
2024-03-23 09:54:05,1,ProcessCreate,vparker,WIN-SALES-005,10.10.5.105,chrome.exe,explorer.exe,C:\Windows\System32\chrome.exe,f8130c7aa6e824198c00e036314ba22d,,,,,,,,,,,,,Normal
2024-03-20 13:50:40,1,ProcessCreate,fmorgan,WIN-MKT-005,10.10.6.105,services.exe,cmd.exe,C:\Windows\System32\services.exe,4f3093e2aa57962314245e04ad6b6cf2,,,,,,,,,,,,,Normal
2024-03-29 14:07:58,1,ProcessCreate,dreed,WIN-MKT-003,10.10.6.103,slack.exe,cmd.exe,C:\Windows\System32\slack.exe,5b3e5642ef88db53654435eb7a54ad37,,,,,,,,,,,,,Normal
2024-03-12 13:32:57,1,ProcessCreate,sprice,WIN-RD-004,10.10.9.104,word.exe,explorer.exe,C:\Windows\System32\word.exe,be3d50d996950caf39e3708aefe0438e,,,,,,,,,,,,,Normal
2024-03-30 11:38:09,1,ProcessCreate,lward,WIN-OPS-002,10.10.8.102,lsass.exe,explorer.exe,C:\Windows\System32\lsass.exe,ceff066accbea30640f130e701692d9f,,,,,,,,,,,,,Normal
2024-03-02 11:33:10,1,ProcessCreate,pmitchell,WIN-SOC-004,10.10.4.104,iexplore.exe,svchost.exe,C:\Windows\System32\iexplore.exe,5949aefc6a80022c3f10fcd9dc8b7583,,,,,,,,,,,,,Normal
2024-03-13 10:42:39,1,ProcessCreate,lward,WIN-OPS-002,10.10.8.102,taskmgr.exe,explorer.exe,C:\Windows\System32\taskmgr.exe,00f86b9dacb0a22c9c7c377bfbe10de9,,,,,,,,,,,,,Normal
2024-03-20 11:28:40,1,ProcessCreate,amartin,WIN-FIN-002,10.10.2.102,slack.exe,explorer.exe,C:\Windows\System32\slack.exe,5b3e5642ef88db53654435eb7a54ad37,,,,,,,,,,,,,Normal
2024-03-29 16:51:06,1,ProcessCreate,iwalker,WIN-IT-002,10.10.3.102,msedge.exe,explorer.exe,C:\Windows\System32\msedge.exe,dafb630528a2a1bac46f6ac46035d75d,,,,,,,,,,,,,Normal
2024-03-06 08:55:18,1,ProcessCreate,kcox,WIN-OPS-001,10.10.8.101,acrobat.exe,svchost.exe,C:\Windows\System32\acrobat.exe,1a2a26bec953f0837fecdb65572f12a8,,,,,,,,,,,,,Normal
2024-03-07 16:56:54,1,ProcessCreate,hmurphy,WIN-EXEC-001,10.10.7.101,acrobat.exe,explorer.exe,C:\Windows\System32\acrobat.exe,1a2a26bec953f0837fecdb65572f12a8,,,,,,,,,,,,,Normal
2024-03-08 17:04:04,1,ProcessCreate,ladams,WIN-IT-005,10.10.3.105,winlogon.exe,cmd.exe,C:\Windows\System32\winlogon.exe,102dd375abb3bae5ea10ef47433e9853,,,,,,,,,,,,,Normal
2024-03-24 13:39:56,1,ProcessCreate,ptaylor,WIN-HR-003,10.10.1.103,svchost.exe,explorer.exe,C:\Windows\System32\svchost.exe,d1c56374fff0243832b8696d133b7861,,,,,,,,,,,,,Normal
2024-03-13 17:32:26,1,ProcessCreate,pbrooks,WIN-RD-001,10.10.9.101,taskmgr.exe,svchost.exe,C:\Windows\System32\taskmgr.exe,00f86b9dacb0a22c9c7c377bfbe10de9,,,,,,,,,,,,,Normal
2024-03-19 15:24:45,1,ProcessCreate,hmurphy,WIN-EXEC-001,10.10.7.101,word.exe,svchost.exe,C:\Windows\System32\word.exe,be3d50d996950caf39e3708aefe0438e,,,,,,,,,,,,,Normal
2024-03-06 12:43:54,1,ProcessCreate,hrobinson,WIN-IT-001,10.10.3.101,services.exe,svchost.exe,C:\Windows\System32\services.exe,4f3093e2aa57962314245e04ad6b6cf2,,,,,,,,,,,,,Normal
2024-03-18 10:48:12,1,ProcessCreate,amartin,WIN-FIN-002,10.10.2.102,outlook.exe,cmd.exe,C:\Windows\System32\outlook.exe,7bb451006e81270667c34f8de6b5f44f,,,,,,,,,,,,,Normal
2024-03-04 10:02:55,1,ProcessCreate,eharris,WIN-FIN-005,10.10.2.105,lsass.exe,cmd.exe,C:\Windows\System32\lsass.exe,ceff066accbea30640f130e701692d9f,,,,,,,,,,,,,Normal
2024-03-20 09:04:50,1,ProcessCreate,ecook,WIN-MKT-004,10.10.6.104,outlook.exe,cmd.exe,C:\Windows\System32\outlook.exe,7bb451006e81270667c34f8de6b5f44f,,,,,,,,,,,,,Normal
2024-03-21 12:47:57,1,ProcessCreate,rsanders,WIN-RD-003,10.10.9.103,taskmgr.exe,cmd.exe,C:\Windows\System32\taskmgr.exe,00f86b9dacb0a22c9c7c377bfbe10de9,,,,,,,,,,,,,Normal
2024-03-04 08:35:38,1,ProcessCreate,kcox,WIN-OPS-001,10.10.8.101,services.exe,svchost.exe,C:\Windows\System32\services.exe,4f3093e2aa57962314245e04ad6b6cf2,,,,,,,,,,,,,Normal
2024-03-17 08:11:06,1,ProcessCreate,nnelson,WIN-SOC-002,10.10.4.102,teams.exe,svchost.exe,C:\Windows\System32\teams.exe,154485a7566ec7a9d8bcc6a659aa3a4e,,,,,,,,,,,,,Normal
2024-03-24 14:11:30,1,ProcessCreate,ocarter,WIN-SOC-003,10.10.4.103,7z.exe,svchost.exe,C:\Windows\System32\7z.exe,6343ddc50ffae6fe14a7a5af2af8962e,,,,,,,,,,,,,Normal
2024-03-27 11:42:40,1,ProcessCreate,jscott,WIN-IT-003,10.10.3.103,taskmgr.exe,explorer.exe,C:\Windows\System32\taskmgr.exe,00f86b9dacb0a22c9c7c377bfbe10de9,,,,,,,,,,,,,Normal
2024-03-03 15:14:16,1,ProcessCreate,zstewart,WIN-SALES-009,10.10.5.109,slack.exe,explorer.exe,C:\Windows\System32\slack.exe,5b3e5642ef88db53654435eb7a54ad37,,,,,,,,,,,,,Normal
2024-03-19 14:47:33,1,ProcessCreate,glewis,WIN-FIN-007,10.10.2.107,chrome.exe,explorer.exe,C:\Windows\System32\chrome.exe,f8130c7aa6e824198c00e036314ba22d,,,,,,,,,,,,,Normal
2024-03-21 16:50:05,1,ProcessCreate,nnelson,WIN-SOC-002,10.10.4.102,excel.exe,explorer.exe,C:\Windows\System32\excel.exe,cf0ee1fe487262be8a30d78ecb231bde,,,,,,,,,,,,,Normal
2024-03-23 12:56:28,1,ProcessCreate,xcollins,WIN-SALES-007,10.10.5.107,zoom.exe,cmd.exe,C:\Windows\System32\zoom.exe,c7dfe9208800e961e8af6731f9283ad5,,,,,,,,,,,,,Normal
2024-03-01 10:41:10,1,ProcessCreate,fmorgan,WIN-MKT-005,10.10.6.105,lsass.exe,svchost.exe,C:\Windows\System32\lsass.exe,ceff066accbea30640f130e701692d9f,,,,,,,,,,,,,Normal
2024-03-15 17:39:01,1,ProcessCreate,fmorgan,WIN-MKT-005,10.10.6.105,python.exe,svchost.exe,C:\Windows\System32\python.exe,2cd08077ed2bd398faa431458d9fbf45,,,,,,,,,,,,,Normal
2024-03-18 15:35:23,1,ProcessCreate,ptaylor,WIN-HR-003,10.10.1.103,python.exe,cmd.exe,C:\Windows\System32\python.exe,2cd08077ed2bd398faa431458d9fbf45,,,,,,,,,,,,,Normal
2024-03-04 09:34:58,1,ProcessCreate,mwilson,WIN-HR-002,10.10.1.102,mmc.exe,cmd.exe,C:\Windows\System32\mmc.exe,95eb80ca5206aafef158df54a29bcfd8,,,,,,,,,,,,,Normal
2024-03-26 09:49:09,1,ProcessCreate,iwalker,WIN-IT-002,10.10.3.102,notepad.exe,explorer.exe,C:\Windows\System32\notepad.exe,a37e9ce9e5a53c24d44a59084f0dde32,,,,,,,,,,,,,Normal
2024-03-23 16:48:01,1,ProcessCreate,kgreen,WIN-IT-004,10.10.3.104,notepad.exe,cmd.exe,C:\Windows\System32\notepad.exe,a37e9ce9e5a53c24d44a59084f0dde32,,,,,,,,,,,,,Normal
2024-03-11 14:09:42,1,ProcessCreate,kjones,WIN-HR-005,10.10.1.105,thunderbird.exe,svchost.exe,C:\Windows\System32\thunderbird.exe,c5233f1ef4ff2dc460b51ddc4d08e0c3,,,,,,,,,,,,,Normal
2024-03-19 11:54:24,1,ProcessCreate,fmorgan,WIN-MKT-005,10.10.6.105,python.exe,svchost.exe,C:\Windows\System32\python.exe,2cd08077ed2bd398faa431458d9fbf45,,,,,,,,,,,,,Normal
2024-03-21 12:27:29,1,ProcessCreate,ibailey,WIN-EXEC-002,10.10.7.102,cmd.exe,svchost.exe,C:\Windows\System32\cmd.exe,45e0edaca8702e6e90d1d98cf3647d5f,,,,,,,,,,,,,Normal
2024-03-23 14:04:42,1,ProcessCreate,kjones,WIN-HR-005,10.10.1.105,msedge.exe,svchost.exe,C:\Windows\System32\msedge.exe,dafb630528a2a1bac46f6ac46035d75d,,,,,,,,,,,,,Normal
2024-03-14 14:14:55,1,ProcessCreate,fmorgan,WIN-MKT-005,10.10.6.105,outlook.exe,cmd.exe,C:\Windows\System32\outlook.exe,7bb451006e81270667c34f8de6b5f44f,,,,,,,,,,,,,Normal
2024-03-10 11:51:04,1,ProcessCreate,asanchez,WIN-SALES-010,10.10.5.110,mmc.exe,svchost.exe,C:\Windows\System32\mmc.exe,95eb80ca5206aafef158df54a29bcfd8,,,,,,,,,,,,,Normal
2024-03-30 16:21:15,1,ProcessCreate,jscott,WIN-IT-003,10.10.3.103,7z.exe,explorer.exe,C:\Windows\System32\7z.exe,6343ddc50ffae6fe14a7a5af2af8962e,,,,,,,,,,,,,Normal
2024-03-14 08:26:47,1,ProcessCreate,sturner,WIN-SALES-002,10.10.5.102,taskmgr.exe,cmd.exe,C:\Windows\System32\taskmgr.exe,00f86b9dacb0a22c9c7c377bfbe10de9,,,,,,,,,,,,,Normal
2024-03-04 15:47:33,1,ProcessCreate,mrichardson,WIN-OPS-003,10.10.8.103,msedge.exe,explorer.exe,C:\Windows\System32\msedge.exe,dafb630528a2a1bac46f6ac46035d75d,,,,,,,,,,,,,Normal
2024-03-24 14:11:54,1,ProcessCreate,rthompson,WIN-FIN-001,10.10.2.101,taskmgr.exe,svchost.exe,C:\Windows\System32\taskmgr.exe,00f86b9dacb0a22c9c7c377bfbe10de9,,,,,,,,,,,,,Normal
2024-03-12 11:57:50,1,ProcessCreate,hrobinson,WIN-IT-001,10.10.3.101,chrome.exe,cmd.exe,C:\Windows\System32\chrome.exe,f8130c7aa6e824198c00e036314ba22d,,,,,,,,,,,,,Normal
2024-03-09 11:12:30,1,ProcessCreate,gbell,WIN-MKT-006,10.10.6.106,excel.exe,svchost.exe,C:\Windows\System32\excel.exe,cf0ee1fe487262be8a30d78ecb231bde,,,,,,,,,,,,,Normal
2024-03-06 08:44:31,1,ProcessCreate,mbaker,WIN-SOC-001,10.10.4.101,notepad.exe,cmd.exe,C:\Windows\System32\notepad.exe,a37e9ce9e5a53c24d44a59084f0dde32,,,,,,,,,,,,,Normal
2024-03-06 16:11:03,1,ProcessCreate,rsanders,WIN-RD-003,10.10.9.103,services.exe,explorer.exe,C:\Windows\System32\services.exe,4f3093e2aa57962314245e04ad6b6cf2,,,,,,,,,,,,,Normal
2024-03-03 09:54:21,1,ProcessCreate,sprice,WIN-RD-004,10.10.9.104,zoom.exe,cmd.exe,C:\Windows\System32\zoom.exe,c7dfe9208800e961e8af6731f9283ad5,,,,,,,,,,,,,Normal
2024-03-08 16:44:40,1,ProcessCreate,nwood,WIN-OPS-004,10.10.8.104,powershell.exe,explorer.exe,C:\Windows\System32\powershell.exe,0906e49c252cde958db247fef205b1bb,,,,,,,,,,,,,Normal
2024-03-15 10:45:33,1,ProcessCreate,gbell,WIN-MKT-006,10.10.6.106,explorer.exe,cmd.exe,C:\Windows\System32\explorer.exe,cde09bcdf5fde1e2eac52c0f93362b79,,,,,,,,,,,,,Normal
2024-03-24 09:37:31,1,ProcessCreate,pmitchell,WIN-SOC-004,10.10.4.104,excel.exe,explorer.exe,C:\Windows\System32\excel.exe,cf0ee1fe487262be8a30d78ecb231bde,,,,,,,,,,,,,Normal
